Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
BACKPROP 0 5.5102 100 100 0 0 31.0204 31.8367 42.0408 0.204082 4.4898 4.4898
BFS 0 83.0612 0 100 0 99.7959 79.7959 79.7959 41.8367 0 1.83673 6.12245
BLACKSCHOLES_10M 0 83.6735 81.6327 100 78.7755 81.8367 59.3878 59.3878 55.7143 80.2041 79.5918 5.10204
BODYTRACK 0 82.6531 81.6327 100 37.7551 81.6327 70 70 42.449 6.73469 3.26531 4.28571
FACESIM 0 82.2449 81.6327 100 37.551 81.6327 41.4286 41.4286 44.6939 4.4898 4.4898 3.87755
FERRET 0 83.0612 42.0408 100 81.6327 81.6327 36.9388 37.1429 46.3265 78.9796 11.0204 4.69388
HEARTWALL 0 83.2653 81.6327 100 74.0816 81.6327 25.9184 25.9184 41.8367 77.9592 3.26531 2.44898
HOTSPOT 0 83.0612 0.204082 100 0 100 83.2653 83.2653 45.102 0 2.65306 5.30612
JACOBI 0 82.8571 100 100 81.6327 81.6327 10.6122 10.6122 44.6939 31.6327 5.10204 3.06122
KMEANS 0 83.4694 77.9592 100 81.6327 81.6327 75.102 75.102 49.3878 80.2041 54.898 39.1837
KMEANSNF 0 82.0408 77.9592 100 81.6327 45.9184 86.3265 87.3469 41.2245 85.9184 82.8571 4.28571
LAVAMD 0 6.73469 100 100 26.9388 81.6327 31.2245 31.8367 41.4286 1.42857 4.89796 3.26531
LEUKOCYTE 0 6.12245 81.6327 100 81.2245 81.6327 7.7551 7.34694 42.8571 8.16327 4.4898 4.89796
LUD 0 83.8776 100 100 100 100 7.7551 100 44.2857 100 100 3.46939
NW 0 5.10204 0 100 26.7347 81.6327 65.7143 65.7143 41.2245 0 0 1.83673
SHA 0 82.449 81.6327 100 39.5918 87.3469 82.0408 82.0408 43.4694 7.14286 3.46939 3.67347
SRAD 0 82.6531 81.6327 100 81.6327 54.0816 7.14286 82.2449 51.2245 1.83673 3.87755 4.28571
STREAM 0 7.7551 0 100 81.6327 81.6327 8.77551 9.18367 40.8163 96.3265 5.5102 7.7551
STREAM_threads 0 6.53061 100 100 100 56.1224 87.1429 85.5102 42.0408 100 100 5.71429
X264_ducks 0 82.2449 22.2449 100 81.6327 81.6327 10.2041 10.2041 56.9388 77.7551 82.8571 3.26531
X264_native 0 82.8571 76.9388 100 81.6327 81.6327 24.898 24.898 46.9388 78.1633 83.0612 4.4898
AVERAGE 0 61.0107 65.1798 100 59.7959 76.414 44.4023 52.4198 45.0729 43.6735 30.5539 5.97668
