Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
BACKPROP 0 7.7551 87.3469 100 0 0 78.7755 79.3878 43.2653 0 5.71429 5.10204
BFS 0 8.97959 2.85714 100 0 100 84.2857 84.2857 44.0816 0.204082 2.2449 5.71429
BLACKSCHOLES_10M 0 83.0612 81.6327 100 81.6327 81.6327 84.6939 84.898 64.0816 81.6327 82.0408 14.4898
BODYTRACK 0 83.4694 81.6327 100 81.4286 81.8367 84.2857 84.4898 45.5102 81.6327 42.6531 42.2449
FACESIM 0 82.449 81.6327 100 80.6122 81.6327 81.6327 81.6327 47.9592 81.6327 81.2245 4.69388
FERRET 0 82.6531 51.4286 100 81.6327 81.6327 81.4286 81.4286 50.4082 81.6327 83.0612 44.2857
HEARTWALL 0 83.4694 81.6327 100 81.6327 81.6327 80 80 47.9592 81.6327 70.8163 5.10204
HOTSPOT 0 83.0612 0.612245 100 0 97.551 83.8776 83.8776 46.1224 0 2.85714 5.30612
JACOBI 0 83.0612 100 100 81.6327 81.6327 59.3878 60.8163 49.5918 27.7551 4.4898 5.10204
KMEANS 0 83.0612 52.6531 100 81.6327 81.6327 83.4694 83.4694 57.9592 81.6327 81.6327 81.0204
KMEANSNF 0 83.0612 81.6327 100 81.6327 81.6327 85.7143 85.3061 44.0816 84.0816 83.0612 42.2449
LAVAMD 0 8.57143 100 100 75.5102 91.4286 80.6122 80.6122 43.8776 84.4898 75.7143 4.08163
LEUKOCYTE 0 7.14286 81.6327 100 81.6327 81.6327 47.3469 47.7551 43.0612 11.6327 71.6327 6.53061
LUD 0 83.4694 100 100 100 100 44.2857 100 50.4082 100 100 42.6531
NW 0 82.449 0 100 52.0408 81.6327 83.0612 83.0612 42.8571 0 40.8163 3.67347
SHA 0 82.8571 81.6327 100 81.4286 87.7551 87.3469 87.1429 45.5102 81.6327 46.9388 45.9184
SRAD 0 82.2449 81.6327 100 81.6327 78.5714 41.6327 82.0408 55.7143 81.6327 72.8571 43.2653
STREAM 0 83.0612 36.9388 100 81.6327 81.6327 44.6939 45.9184 39.3878 99.5918 6.32653 7.55102
STREAM_threads 0 11.6327 100 100 100 81.6327 86.5306 86.7347 44.898 100 100 4.89796
X264_ducks 0 83.6735 66.5306 100 81.6327 81.6327 44.0816 44.0816 68.1633 81.6327 83.2653 8.36735
X264_native 0 83.4694 51.2245 100 81.6327 81.6327 77.1429 77.3469 51.8367 81.6327 82.6531 80.8163
AVERAGE 0 65.3644 66.793 100 69.9514 80.8747 72.585 77.3469 48.8921 63.0515 58.0952 23.9553
