Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
BACKPROP 0 4.4898 100 100 0 0 7.14286 5.30612 38.1633 1.02041 5.5102 4.69388
BFS 0 82.8571 0 100 0 11.2245 20.6122 20.6122 43.2653 0 5.10204 5.71429
BLACKSCHOLES_10M 0 5.10204 81.6327 100 31.2245 81.6327 11.8367 11.8367 50.4082 1.63265 3.46939 2.2449
BODYTRACK 0 82.6531 81.6327 100 16.7347 81.6327 10.6122 10.6122 41.6327 1.63265 1.42857 2.65306
FACESIM 0 82.449 81.6327 100 18.3673 81.6327 3.26531 3.26531 40.4082 1.83673 2.65306 2.85714
FERRET 0 82.0408 74.2857 100 43.8776 81.6327 5.30612 6.73469 41.8367 1.42857 3.06122 2.44898
HEARTWALL 0 82.6531 81.6327 100 23.8776 81.6327 8.16327 8.16327 38.9796 1.42857 2.44898 1.83673
HOTSPOT 0 5.71429 0 100 19.5918 100 52.8571 52.8571 40 0 1.83673 4.4898
JACOBI 0 82.449 100 100 80.8163 80.8163 12.2449 16.1224 41.4286 31.4286 5.71429 4.08163
KMEANS 0 82.8571 63.8776 100 46.1224 81.6327 13.8776 13.8776 43.8776 1.63265 3.26531 3.87755
KMEANSNF 0 82.449 81.6327 100 81.6327 48.3673 64.2857 48.7755 40.2041 7.95918 81.2245 3.87755
LAVAMD 0 4.28571 100 100 0 82.449 4.4898 4.4898 42.0408 14.6939 2.85714 2.44898
LEUKOCYTE 0 81.8367 81.6327 100 81.6327 81.6327 3.87755 3.67347 42.2449 3.87755 5.5102 4.08163
LUD 0 83.2653 100 100 100 18.5714 8.36735 100 41.6327 100 96.9388 3.06122
NW 0 82.8571 1.02041 100 0 0 6.32653 6.32653 40.8163 0 1.83673 2.44898
SHA 0 82.2449 0.408163 100 17.9592 84.0816 25.5102 25.5102 41.2245 0.816327 2.65306 2.2449
SRAD 0 82.6531 16.7347 100 0 0 4.89796 26.5306 45.3061 2.04082 2.2449 4.4898
STREAM 0 4.4898 0 100 81.2245 0 8.36735 7.7551 40.6122 0.612245 7.55102 11.0204
STREAM_threads 0 5.30612 100 100 100 0 14.0816 88.5714 43.2653 100 100 7.14286
X264_ducks 0 82.0408 28.5714 100 60.4082 81.6327 9.18367 9.18367 46.3265 1.42857 5.5102 2.2449
X264_native 0 82.2449 63.6735 100 37.7551 81.6327 6.73469 6.73469 40.8163 1.42857 3.26531 2.44898
AVERAGE 0 60.3304 58.9699 100 40.0583 55.2478 14.3829 22.7114 42.1186 13.0904 16.3848 3.82896
