Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
BACKPROP 0 83.4694 31.6327 100 0 81.6327 82.6531 83.0612 45.5102 0 3.26531 5.10204
BFS 0 6.53061 0 100 0 97.9592 84.6939 84.6939 41.6327 0.204082 2.65306 6.32653
BLACKSCHOLES_10M 0 83.4694 81.6327 100 81.6327 81.6327 85.102 85.102 74.6939 81.6327 82.449 82.449
BODYTRACK 0 84.2857 81.6327 100 81.6327 81.6327 85.5102 85.5102 52.2449 81.6327 83.0612 82.449
FACESIM 0 83.0612 81.6327 100 81.6327 81.6327 84.4898 84.4898 49.7959 81.6327 83.0612 70.6122
FERRET 0 83.2653 81.6327 100 81.6327 81.6327 85.5102 85.5102 57.9592 81.6327 82.6531 82.2449
HEARTWALL 0 83.2653 81.4286 100 81.6327 81.6327 86.7347 86.7347 55.5102 81.6327 82.6531 46.9388
HOTSPOT 0 7.55102 0.408163 100 0.204082 99.3878 84.0816 84.0816 51.8367 0.204082 2.04082 4.4898
JACOBI 0 83.6735 2.2449 100 0.612245 0.612245 84.898 87.3469 48.9796 11.0204 3.46939 5.5102
KMEANS 0 82.2449 81.6327 100 81.6327 81.6327 84.0816 84.0816 61.6327 81.6327 82.2449 82.0408
KMEANSNF 0 83.2653 88.5714 100 88.5714 81.8367 86.1224 86.5306 46.3265 82.6531 88.5714 82.6531
LAVAMD 0 82.6531 100 100 81.6327 81.6327 84.2857 84.2857 44.4898 88.1633 82.2449 4.89796
LEUKOCYTE 0 12.0408 0 100 81.6327 81.6327 83.2653 83.6735 45.5102 5.30612 82.6531 15.7143
LUD 0 83.4694 100 100 100 100 82.6531 100 59.7959 100 100 82.6531
NW 0 83.2653 0.408163 100 81.6327 82.0408 83.4694 83.2653 47.3469 0 82.0408 3.87755
SHA 0 84.898 81.6327 100 81.6327 81.6327 86.9388 86.9388 50.4082 81.6327 83.4694 82.8571
SRAD 0 82.2449 85.3061 100 82.449 82.449 81.8367 83.0612 65.3061 81.6327 82.6531 83.4694
STREAM 0 7.95918 100 100 0.204082 0.204082 81.6327 85.9184 42.8571 100 5.71429 7.55102
STREAM_threads 0 6.53061 100 100 100 81.6327 90.4082 90.4082 44.898 100 100 6.53061
X264_ducks 0 83.8776 81.6327 100 81.6327 81.6327 83.2653 83.2653 76.9388 81.6327 81.8367 81.6327
X264_native 0 82.8571 81.6327 100 81.6327 81.6327 85.102 85.102 58.9796 81.6327 83.4694 82.8571
AVERAGE 0 65.4227 63.9553 100 64.3635 76.4626 84.6064 85.8601 53.4597 62.0894 65.724 47.7551
