Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
BACKPROP 0 19.4567 0 28.5473 38.8265 24.2729 38.1812 38.1656 19.025 1.23232 4.19148 3.2587
BFS 0 6.24933 0 19.8733 28.7373 19.8733 29.3139 29.3139 11.6143 0 18.7776 3.86743
BLACKSCHOLES_10M 0 0 0 0 6.34131 0 0 0 0 0.959591 5.4289 0.937492
BODYTRACK 0 0 0 0 22.3451 0 0 0 0 17.2569 10.702 7.83876
FACESIM 0 0 8.4395 0 40.8674 0 4.79439 4.80173 0 35.3809 38.068 0
FERRET 0 0 24.6056 0 24.5896 5.65327 3.91692 3.92381 0 20.0014 20.7691 10.9116
HEARTWALL 0 0 12.1459 0 24.3292 3.94325 2.25223 2.27425 0 19.7823 17.2635 0.589989
HOTSPOT 0 1.20554 1.08653 9.25301 21.2504 9.36502 21.6053 21.6074 15.3787 0 15.9185 1.7075
JACOBI 0 0 0 42.4602 9.41102 9.41138 50.2501 50.9224 17.2975 6.69294 3.32831 6.15717
KMEANS 0 0 16.7634 0 16.7634 0 0 0 0 11.3382 12.6778 11.3464
KMEANSNF 0 0 53.8147 0 53.8147 37.5988 32.2251 33.2698 0 49.8624 53.7704 0
LAVAMD 0 36.4181 22.4434 36.4324 62.0415 36.3858 47.506 47.5081 23.5073 53.3328 60.1316 28.1908
LEUKOCYTE 0 3.07563 44.9686 56.0634 69.6044 56.0727 62.2987 62.3012 26.3736 56.0088 38.5874 24.122
LUD 0 0 88.6934 0 88.6934 88.6934 7.56426 90.4332 0 0 0 9.00512
NW 0 20.9906 4.17727 13.547 55.6133 13.547 27.4971 27.4971 14.9973 0.510219 54.0156 3.98507
SHA 0 6.14517 14.8257 0 34.8732 6.10367 5.48022 5.47751 0.00360897 31.1683 24.172 22.3936
SRAD 0 10.6282 5.60972 18.3455 68.9763 68.9763 29.5998 49.6932 9.63238 23.6412 22.3187 32.2016
STREAM 0 0 0 46.0097 17.7284 17.7308 51.1823 51.8886 21.7763 20.4308 12.4192 8.28659
STREAM_threads 0 1.51885 33.4249 66.2917 100 28.0599 74.1877 74.1877 15.705 12.8706 100 22.8701
X264_ducks 0 0 5.80301 0 5.78127 0 0 0 0 0 0.915435 0
X264_native 0 0 22.1404 0 22.1403 5.19846 3.01408 3.02294 0 17.3726 18.6051 17.4219
AVERAGE 0 5.03277 17.0925 16.0392 38.7013 20.5184 23.3747 28.3947 8.34814 17.9925 25.3362 10.2425
