Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
BACKPROP 0 5.16668 14.8466 34.9083 24.6337 9.79898 37.2051 37.3173 12.0918 8.70546 9.95858 8.3755
BFS 0 1.68256 3.31486 16.1766 8.19125 3.31486 38.8121 38.8121 8.91932 2.1354 9.58736 4.62167
BLACKSCHOLES_10M 0 0.852749 66.6859 64.0155 0.791751 0.793215 71.7339 71.7446 37.9465 71.4465 12.6219 15.3041
BODYTRACK 0 14.3113 3.65802 2.85623 42.7257 6.51365 24.4119 24.4306 10.6279 2.99528 17.3029 4.27502
FACESIM 0 8.50788 12.4678 12.4544 18.5218 17.8621 27.85 28.0111 15.7434 27.3841 15.9305 7.05559
FERRET 0 7.10137 16.8162 0 45.0017 6.93487 19.6482 19.664 11.3791 19.1487 14.7941 3.3435
HEARTWALL 0 33.2946 36.9514 27.5042 61.4986 33.1272 43.0623 43.0808 16.9447 42.8646 36.193 23.0109
HOTSPOT 0 3.70258 2.33173 16.9803 7.82687 3.2168 34.2606 34.26 6.84731 2.77693 6.46456 4.601
JACOBI 0 18.6079 31.5506 30.5882 19.1163 19.1265 21.6548 26.7276 12.7052 51.3162 16.0037 15.5696
KMEANS 0 0 11.1373 0 46.7257 0 18.3847 18.3925 13.9021 17.4067 20.156 3.53892
KMEANSNF 0 27.5366 30.1262 44.9513 70.4183 27.0084 31.4405 31.5332 11.0323 31.9091 22.2148 14.021
LAVAMD 0 0.321456 68.5356 76.9751 22.0138 22.0334 69.3204 83.6665 37.7928 83.3789 40.777 42.1301
LEUKOCYTE 0 18.9348 18.3959 38.1194 18.3498 18.3545 50.1258 51.1255 11.0852 48.4119 15.0981 13.9882
LUD 0 11.7464 0 7.48113 8.3302 8.33077 23.1639 93.9646 8.60222 4.1099 5.03352 8.09574
NW 0 18.8317 0.0235958 18.799 16.5646 18.799 36.8992 36.8178 11.2902 0.662584 10.8655 6.50368
SHA 0 16.518 4.17139 6.17573 43.3101 9.38291 29.9042 29.9156 7.77691 2.57322 10.9552 4.50585
SRAD 0 10.6511 24.2312 15.1328 10.4818 10.486 18.3246 18.5133 11.2804 15.1514 8.83768 11.8234
STREAM 0 0.00874745 0 28.302 19.5319 6.55223 26.2813 34.0979 12.2353 0.543137 12.7792 11.9931
STREAM_threads 0 0.796329 33.568 42.5431 100 0 33.6655 39.5809 12.969 13.2653 100 15.5391
X264_ducks 0 5.13732 14.9768 0.879395 45.4341 10.1581 18.8897 18.8935 10.0642 19.0521 10.2476 3.95878
X264_native 0 8.53146 13.3645 0 46.3231 8.36127 19.3873 19.3984 11.2699 18.9652 14.0555 3.64023
AVERAGE 0 10.1067 19.3883 23.0877 32.1805 11.4359 33.0679 38.0928 13.9288 23.0573 19.5179 10.7569
