Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
BACKPROP 0 4.28571 98.5714 100 0 0 4.28571 3.26531 41.0204 47.9592 7.7551 4.89796
BFS 0 4.28571 2.04082 100 0 3.26531 7.14286 7.14286 40.8163 0 6.32653 5.71429
BLACKSCHOLES_10M 0 3.67347 81.6327 100 15.3061 81.6327 7.7551 8.16327 44.4898 1.63265 1.42857 0.816327
BODYTRACK 0 82.0408 0 100 14.4898 95.7143 5.5102 5.5102 36.5306 0 1.63265 2.44898
FACESIM 0 82.449 81.6327 100 14.4898 81.0204 5.71429 6.93878 38.3673 1.83673 2.2449 2.04082
FERRET 0 82.6531 64.6939 100 14.4898 81.6327 3.46939 3.46939 41.2245 1.63265 3.06122 1.42857
HEARTWALL 0 82.6531 81.6327 100 12.449 81.6327 6.93878 6.93878 38.1633 1.63265 2.85714 2.65306
HOTSPOT 0 3.87755 0.204082 100 0 97.551 4.89796 5.10204 40.4082 0 4.4898 5.10204
JACOBI 0 80.6122 100 100 28.1633 27.9592 13.4694 27.7551 41.6327 33.0612 5.71429 4.08163
KMEANS 0 82.6531 44.2857 100 14.6939 81.6327 6.53061 6.93878 39.5918 1.83673 2.2449 1.22449
KMEANSNF 0 82.2449 16.3265 100 46.1224 48.5714 14.4898 15.102 40.6122 8.36735 4.28571 4.08163
LAVAMD 0 2.85714 100 100 0 0 4.4898 4.89796 41.2245 2.04082 4.4898 3.46939
LEUKOCYTE 0 82.2449 81.6327 100 81.6327 81.6327 10.6122 8.77551 39.1837 33.8776 6.32653 4.28571
LUD 0 82.449 89.1837 100 100 16.9388 4.4898 100 40.6122 99.3878 3.67347 3.46939
NW 0 82.6531 1.22449 100 0 0 4.69388 4.69388 41.0204 0 3.26531 2.04082
SHA 0 82.8571 0.204082 100 13.0612 100 8.77551 8.77551 43.0612 0 3.06122 2.85714
SRAD 0 82.6531 100 100 0 0 8.57143 8.77551 39.5918 2.04082 3.06122 3.87755
STREAM 0 2.65306 0 100 31.6327 0 7.34694 23.4694 41.8367 0.408163 9.79592 11.8367
STREAM_threads 0 1.83673 100 100 100 0 30.4082 29.1837 40.2041 100 100 7.55102
X264_ducks 0 82.2449 20.6122 100 17.3469 81.6327 4.89796 5.10204 42.2449 1.42857 2.44898 1.83673
X264_native 0 81.8367 81.4286 100 15.102 81.6327 3.67347 4.28571 38.9796 1.42857 3.26531 1.63265
AVERAGE 0 55.9864 54.5384 100 24.7133 49.6404 8.00778 14.0136 40.5151 16.1225 8.63946 3.68319
