Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0.769231 1.02564 0 100 0.512821 0.512821 3.07692 2.05128 45.641 2.30769 1.79487 2.05128
bfs 0.769231 2.05128 0 100 0 0 8.20513 8.20513 43.3333 1.53846 1.28205 1.28205
filebound 0.769231 1.53846 100 100 100 0.25641 100 99.7436 47.4359 3.33333 12.3077 2.30769
Kmeansnf 1.79487 1.79487 100 100 100 0.512821 100 100 46.1538 100 100 3.58974
svmrfe 1.02564 2.5641 100 100 100 0.25641 0.769231 0.769231 48.7179 76.4103 97.9487 3.07692
apr 1.53846 0.769231 100 100 100 12.5641 0.512821 0.512821 47.1795 3.58974 17.9487 4.35897
btree 1.28205 1.02564 0 100 0.512821 0.512821 3.84615 3.84615 46.1538 4.10256 4.10256 4.10256
lud 1.02564 1.53846 100 100 100 100 1.53846 1.53846 54.8718 100 100 3.58974
nn 0.512821 0.512821 100 100 100 0 100 100 45.3846 56.6667 100 2.05128
particlefilter 2.30769 1.02564 92.8205 100 0 100 1.53846 1.28205 46.1538 4.87179 4.87179 5.12821
PLSA 1.53846 1.79487 5.12821 100 0 3.84615 6.15385 5.64103 46.6667 2.82051 2.5641 2.82051
Scalparc 1.28205 1.28205 0.512821 100 0.512821 0.512821 1.79487 1.79487 46.1538 3.07692 3.84615 3.07692
semphy 0.769231 2.05128 0 100 0 0 1.79487 1.79487 46.4103 4.61538 3.58974 3.58974
streamcluster 1.53846 0.25641 100 100 100 100 1.53846 1.53846 45.8974 77.6923 99.7436 3.58974
swaptions 1.28205 4.10256 0.769231 100 0.769231 0 1.79487 1.79487 47.9487 2.30769 2.30769 2.30769
Swish 2.05128 1.53846 100 100 100 0 100 99.7436 45.3846 3.84615 14.8718 4.10256
vips 0.25641 0.769231 0 100 0 0 0.512821 0.512821 45.641 1.28205 1.02564 1.02564
x264 1.79487 0.512821 0 100 100 0 1.28205 1.28205 44.359 2.5641 18.4615 2.82051
blackscholes 1.02564 1.02564 39.7436 100 0.25641 0.25641 1.02564 1.02564 47.4359 1.79487 1.79487 1.79487
bodytrack 2.30769 2.82051 0.25641 100 0.25641 0.512821 2.05128 2.05128 43.8462 3.07692 3.07692 3.07692
cfd 1.79487 1.28205 6.92308 100 0.769231 0.769231 1.53846 1.79487 43.3333 4.10256 3.84615 3.84615
fluidanimate 1.79487 2.30769 100 100 100 14.359 1.02564 1.02564 42.5641 11.2821 25.641 3.33333
HOP 1.28205 2.05128 0.25641 100 0.512821 0.25641 2.05128 0.769231 45.1282 3.58974 4.10256 3.07692
Jacobi 1.79487 2.05128 100 100 100 0.512821 3.33333 2.82051 46.4103 100 100 3.07692
Kmeans 1.28205 1.02564 100 100 100 0 100 100 48.4615 100 100 1.53846
AVERAGE 1.34359 1.54872 49.8564 100 48.1641 13.4256 21.8154 21.6615 46.2667 26.9949 33.0051 2.98461
