Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 1.02564 0.25641 0.25641 0.25641 0 2.5641 2.5641 45.3846 2.30769 3.58974 2.05128
bfs 0 0.769231 0 0 0 0 5.89744 5.89744 45.1282 2.5641 2.05128 2.05128
filebound 0 46.6667 41.7949 46.6667 0.25641 0.25641 46.6667 48.2051 43.8462 2.82051 2.82051 2.82051
Kmeansnf 0 100 100 100 100 0 100 100 47.4359 95.1282 100 2.5641
svmrfe 0 2.05128 100 0 100 0 1.02564 0.769231 45.1282 4.10256 27.1795 2.30769
apr 0 1.28205 70.7692 0 0.512821 0.25641 1.02564 0 42.3077 1.28205 2.30769 1.28205
btree 0 2.30769 0 0.25641 0.25641 0.25641 2.5641 2.5641 44.6154 4.35897 4.10256 4.10256
lud 0 1.02564 100 100 100 100 1.28205 1.28205 47.6923 100 100 4.10256
nn 0 34.8718 0.25641 34.8718 100 0 36.6667 36.6667 45.8974 3.07692 81.0256 2.05128
particlefilter 0 1.02564 0 0 0 62.0513 1.53846 1.53846 42.5641 3.58974 3.58974 3.58974
PLSA 0 2.05128 98.9744 0.512821 0.25641 99.4872 0.512821 0.512821 40.7692 1.53846 2.82051 2.30769
Scalparc 0 1.53846 0.25641 0.25641 0.25641 9.48718 1.02564 0.512821 44.359 2.82051 1.02564 2.82051
semphy 0 1.28205 0.25641 0.25641 0.25641 0.25641 1.28205 1.28205 44.359 2.5641 2.30769 2.30769
streamcluster 0 0.512821 100 98.2051 100 100 5.38462 5.89744 44.359 73.3333 62.3077 3.58974
swaptions 0 1.02564 7.17949 0 0 0.769231 1.02564 1.02564 46.6667 1.79487 3.33333 3.33333
Swish 0 52.8205 45.8974 52.8205 0.512821 1.28205 52.8205 52.8205 44.1026 2.5641 1.53846 2.5641
vips 0 0.25641 0 0.25641 0 0 6.66667 6.92308 45.641 3.84615 3.58974 3.58974
x264 0 0.25641 7.4359 0 0 0 0.512821 0.512821 43.5897 3.07692 3.07692 2.82051
blackscholes 0 1.28205 0.25641 0 0 0 2.05128 2.5641 44.8718 2.5641 2.5641 2.5641
bodytrack 0 2.30769 0 0 0 0 1.02564 0.512821 48.7179 2.5641 2.82051 2.82051
cfd 0 1.53846 0.25641 0 0 0 1.02564 0 46.9231 1.02564 2.82051 2.30769
fluidanimate 0 1.02564 0.512821 0.512821 0.769231 0.512821 1.79487 2.30769 46.1538 1.53846 0.769231 1.53846
HOP 0 1.02564 2.30769 0 0 0 1.02564 1.02564 47.1795 2.30769 3.07692 2.82051
Jacobi 0 1.28205 100 9.48718 100 0 2.05128 1.28205 45.8974 100 100 0.769231
Kmeans 0 100 100 100 100 0 100 100 42.5641 100 100 2.30769
AVERAGE 0 14.3692 35.0564 21.7744 28.1333 14.9846 15.0974 15.0667 45.0462 20.8308 24.7487 2.61538
