Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0.769231 0.25641 0 100 0 0 2.82051 2.82051 43.0769 2.30769 1.28205 1.28205
bfs 1.02564 0.769231 0 100 0 0 4.10256 4.10256 43.5897 1.79487 1.53846 1.53846
filebound 2.05128 0.512821 0.25641 100 0 0 1.02564 1.02564 42.3077 2.05128 2.82051 1.02564
Kmeansnf 0.512821 0.769231 100 100 100 0 100 100 42.3077 11.7949 100 1.79487
svmrfe 0.25641 0.25641 0 100 0 0 0.25641 0.512821 44.6154 2.30769 1.02564 1.79487
apr 0.512821 0.769231 6.41026 100 0 0.25641 3.07692 0.769231 41.0256 1.28205 2.05128 2.30769
btree 0.512821 0.25641 0 100 0 0 1.53846 0.512821 44.8718 1.79487 3.58974 3.58974
lud 1.02564 0.769231 100 100 100 0 5.64103 5.89744 44.1026 100 100 2.30769
nn 1.02564 0.769231 1.02564 100 0.512821 0 0.25641 0.769231 42.0513 1.79487 4.87179 1.79487
particlefilter 1.02564 0.512821 0 100 0 0.25641 0.512821 0.512821 45.1282 2.30769 2.05128 2.05128
PLSA 1.02564 1.02564 29.7436 100 0 29.7436 0.512821 0.512821 41.0256 2.05128 2.05128 2.05128
Scalparc 0.512821 0 0 100 0 0 1.02564 1.02564 39.2308 0.769231 2.05128 2.05128
semphy 0.512821 0.769231 78.2051 100 0.25641 0.25641 1.28205 1.28205 42.8205 3.07692 1.79487 1.79487
streamcluster 0.512821 0.25641 0 100 100 13.8462 3.07692 2.5641 38.7179 3.07692 2.5641 3.33333
swaptions 0.512821 0.25641 0 100 0 0.25641 1.02564 0.769231 43.5897 2.82051 1.53846 1.53846
Swish 0.25641 1.02564 0.512821 100 0 0.25641 1.79487 1.79487 41.2821 2.82051 1.28205 3.07692
vips 0.512821 1.53846 0 100 0 0 2.82051 2.05128 44.1026 1.79487 1.79487 1.79487
x264 0.512821 0.512821 0 100 0 0 1.02564 0.769231 41.7949 3.58974 1.28205 2.30769
blackscholes 0.25641 0.769231 0.512821 100 0 0.25641 0.512821 0.512821 42.5641 1.79487 2.82051 2.5641
bodytrack 0.512821 0.512821 0 100 0.25641 0.25641 0.25641 0.25641 40.5128 1.28205 2.5641 1.28205
cfd 1.53846 1.53846 22.8205 100 0 0 1.28205 1.02564 40.7692 0.769231 2.5641 0.769231
fluidanimate 1.28205 0.769231 5.64103 100 0 3.33333 1.79487 1.53846 42.5641 1.53846 2.30769 1.53846
HOP 0.512821 0.25641 0.512821 100 0 0 0.512821 0.25641 43.0769 0.512821 1.53846 1.79487
Jacobi 0 0.25641 100 100 100 0 1.53846 0.512821 42.0513 99.7436 100 1.79487
Kmeans 0.512821 1.02564 100 100 100 0 100 100 43.0769 48.9744 100 1.79487
AVERAGE 0.707692 0.646154 21.8256 100 20.041 1.94872 9.50769 9.27179 42.4103 12.0821 17.8154 1.95897
