Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0 0 0 0 3.99797 3.99797 1.43802 3.62946 1.68117 2.99042
bfs 0 0 0 0 0 0 4.01112 4.01112 2.54534 3.24214 1.05737 1.87569
filebound 0 12.8015 5.85216 24.7278 4.74961 1.32677 24.5696 24.5741 10.7338 9.80689 3.99772 0.0623765
Kmeansnf 0 6.68173 99.959 77.2974 99.9589 6.90877 77.7461 77.7461 8.95217 13.059 12.8718 3.96729
svmrfe 0 14.2891 11.433 20.1136 13.9108 10.0378 2.76072 2.79568 13.3375 11.8126 12.8571 9.5096
apr 0 11.8198 11.0609 11.7087 23.0726 9.71503 3.35373 3.1563 13.0452 11.8944 12.0261 9.29686
btree 0 0 0 0 0 0 1.27371 1.27371 3.43194 4.12557 0.826872 1.00406
lud 0 14.4278 99.6114 33.2241 99.611 14.2249 1.7354 1.74029 18.0805 33.8467 32.8995 25.0242
nn 0 24.0294 25.9582 37.4518 38.021 6.55721 37.1426 37.0169 12.6285 17.9502 31.8682 6.26927
particlefilter 0 10.7929 10.5373 17.9794 10.93 0.663607 2.39101 2.38535 8.36974 7.63074 10.0787 2.92649
PLSA 0 12.235 26.9063 37.0981 15.6403 26.9063 31.0056 31.0058 19.4318 13.0121 13.9836 23.9286
Scalparc 0 15.5087 7.22636 27.2126 5.90196 14.9754 14.3737 14.8798 10.0711 8.46671 5.4746 12.7832
semphy 0 0 3.5061 0 0 0 1.69569 1.69569 1.10352 3.29214 1.87596 1.22505
streamcluster 0 20.9197 29.186 30.5987 97.736 30.5987 9.99737 10.0129 11.4104 25.4034 30.8924 19.49
swaptions 0 18.5814 5.44303 18.4753 17.4915 9.64198 5.05951 5.01634 9.59912 4.49613 12.3613 5.174
Swish 0 12.7456 7.35911 24.8463 4.7654 1.46376 24.6332 24.6391 3.4649 9.93377 4.27841 1.03866
vips 0 12.1512 12.0427 25.2061 13.4886 13.4886 13.8367 13.8499 18.0324 8.87494 13.8329 13.8276
x264 0 12.1893 4.82966 20.6309 7.31183 6.31062 12.2765 12.2765 11.3953 6.5866 7.55587 7.09887
blackscholes 0 13.7689 3.79015 22.0208 19.7383 7.1532 4.15404 4.14238 10.8065 5.68967 16.1262 6.03791
bodytrack 0 6.36317 9.4432 6.30707 4.2341 6.26049 0.211379 0.211129 4.28669 7.72887 4.22233 2.82632
cfd 0 16.3208 2.14978 20.329 16.4721 16.4721 2.83569 2.84781 11.7839 3.80847 13.4349 7.31023
fluidanimate 0 16.3327 15.0925 21.7349 24.8325 15.399 3.69802 3.68929 16.4585 17.4079 20.2962 13.3283
HOP 0 25.4306 4.87126 29.3418 11.9823 16.4699 18.5766 19.0642 20.8301 6.5208 10.7379 19.072
Jacobi 0 22.843 99.873 30.8112 99.873 1.77748 10.2045 10.2769 13.2273 33.592 15.2902 2.0504
Kmeans 0 6.2876 99.9958 63.5116 99.9958 2.26586 60.6967 60.6702 8.43374 43.9618 21.6713 4.61219
AVERAGE 0 12.2608 23.8451 24.0251 29.1887 8.7447 14.8895 14.919 10.5159 12.6309 12.4879 8.10918
