Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 5.55733 5.4485 2.29145 1.47135 2.3867 2.3679 25.7639 3.61527 3.98963 2.68587
bfs 0 0 2.82042 7.97001 0 0.625363 3.4332 3.33759 25.2533 3.82159 1.87076 2.78564
filebound 0 1.14829 5.70334 9.34629 1.97658 1.14742 12.6973 12.8406 0 5.59058 1.59911 0.817188
Kmeansnf 0 0 19.3029 49.3503 4.89252 4.89252 65.2805 65.2509 18.5604 30.6198 4.66745 4.69217
svmrfe 0 0.609569 4.1537 4.67681 5.87349 5.87349 4.41446 6.10007 7.58474 4.68973 8.41611 4.87914
apr 0 2.97978 5.06166 11.6762 5.64737 6.10098 5.00129 9.90168 3.64491 7.37673 6.63887 7.15954
btree 0 0 7.58407 2.76037 0.00659018 0.474799 1.608 1.5562 23.7009 2.71607 2.42994 1.83728
lud 0 3.75232 24.0371 8.34314 35.7365 20.8512 6.24726 13.3764 0 31.8901 30.4818 19.0976
nn 0 2.24473 22.0702 25.9053 16.969 3.71406 29.0979 29.5611 6.52879 18.0783 12.3607 3.17134
particlefilter 0 1.66116 3.62171 3.62171 11.3668 0 1.4814 3.33167 0 3.36266 7.22337 2.96007
PLSA 0 2.53274 15.2132 20.4195 13.7316 15.0314 16.7072 27.1229 0 14.5976 7.54383 29.3751
Scalparc 0 0.197609 7.76333 15.0389 4.68195 2.6667 6.71506 5.35858 0 3.16656 1.39243 8.77015
semphy 0 0 2.32993 1.85966 1.99949 0.144724 1.43384 1.42454 21.7212 2.96211 2.03102 0.630605
streamcluster 0 2.2921 27.0322 26.4256 28.527 11.721 18.034 25.3159 6.86687 22.6227 23.9564 8.37366
swaptions 0 2.98096 8.28744 10.2791 6.67432 7.81274 2.6608 4.58557 0 1.68801 4.97875 6.43757
Swish 0 1.14253 6.2151 9.37595 2.02678 1.11978 13.0001 12.4904 0 6.076 1.33233 1.24263
vips 0 0 26.0151 18.5452 14.0751 14.0831 20.7456 22.2914 17.288 20.2189 6.07438 6.09915
x264 0 3.41348 2.04931 5.07316 5.66873 6.16767 4.65382 3.8038 0 5.73631 4.16009 3.66205
blackscholes 0 0 6.96545 3.74128 7.12546 6.96521 0.418692 2.85962 0 1.43486 7.38486 3.96217
bodytrack 0 2.56618 4.01326 3.65333 3.96025 4.04483 1.09727 2.02162 0.86241 2.69007 3.73532 2.43932
cfd 0 0 0 4.53559 7.47996 7.47996 0.775627 6.03958 0 4.52807 6.65492 6.64332
fluidanimate 0 1.10984 12.6916 14.3173 10.1885 3.68274 3.61714 7.00512 0 8.98338 9.27947 6.77619
HOP 0 3.62235 3.9855 22.0025 3.94612 22.0025 17.3589 18.4156 0 11.0307 4.78426 19.3159
Jacobi 0 3.92365 4.51955 14.3736 10.8805 4.98779 5.47041 6.91648 0 2.06123 8.46914 3.59257
Kmeans 0 0.965412 15.3497 41.9891 12.2251 3.31099 51.3698 51.4786 15.2919 54.843 11.6694 2.43612
AVERAGE 0 1.48571 9.69372 13.6291 8.71805 6.25489 11.8283 13.7902 6.92269 10.976 7.32497 6.39369
