Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 2.30769 0.512821 0.512821 0 0 4.10256 4.10256 43.8462 3.58974 3.07692 3.07692
bfs 0 2.05128 0.769231 0.769231 0.769231 0.769231 5.89744 5.89744 46.4103 3.33333 2.30769 3.07692
filebound 0 99.2308 100 99.2308 100 0.512821 99.4872 99.4872 44.6154 4.35897 14.8718 3.33333
Kmeansnf 0 100 100 100 100 0 100 100 43.5897 100 100 4.61538
svmrfe 0 1.28205 100 0.25641 100 0.25641 1.28205 1.28205 44.1026 77.4359 98.2051 2.05128
apr 0 1.79487 100 0 100 11.5385 2.05128 1.53846 48.9744 4.10256 20 3.07692
btree 0 2.30769 0.25641 0 0 0 2.82051 2.5641 43.3333 2.82051 3.58974 3.58974
lud 0 1.53846 100 0 100 100 1.53846 1.28205 44.8718 100 100 3.84615
nn 0 99.2308 100 99.7436 100 0.512821 99.7436 99.7436 45.3846 54.359 100 2.82051
particlefilter 0 2.82051 89.2308 0.25641 0.25641 99.4872 3.33333 3.33333 47.6923 4.87179 2.5641 3.07692
PLSA 0 4.10256 4.35897 3.58974 0.25641 3.58974 3.84615 3.84615 47.9487 3.84615 2.5641 3.58974
Scalparc 0 2.05128 0 0 0.512821 0.512821 1.28205 1.28205 44.359 3.84615 4.35897 3.58974
semphy 0 2.30769 0.25641 0.25641 0.25641 0.25641 2.82051 2.82051 46.6667 2.82051 3.84615 2.82051
streamcluster 0 1.53846 100 0 100 100 1.02564 1.02564 44.1026 78.4615 100 2.5641
swaptions 0 2.30769 0 0 0 0.25641 2.30769 2.30769 44.1026 4.61538 2.5641 2.5641
Swish 0 99.4872 100 99.4872 100 0 99.4872 99.7436 43.0769 2.05128 10.7692 2.05128
vips 0 1.28205 0.25641 0.25641 0.25641 0.25641 1.79487 1.79487 44.6154 4.10256 3.33333 3.33333
x264 0 1.02564 0.769231 1.02564 100 0 1.02564 0.769231 44.1026 3.33333 19.4872 3.33333
blackscholes 0 1.53846 38.9744 0.512821 0.512821 0.512821 1.53846 1.28205 47.4359 3.33333 3.58974 3.58974
bodytrack 0 1.53846 0.512821 0 0 0.25641 1.79487 1.53846 44.6154 2.82051 2.82051 2.82051
cfd 0 1.28205 4.87179 0 0 0 1.53846 1.79487 48.2051 3.84615 3.84615 3.84615
fluidanimate 0 0.769231 100 0 100 11.2821 2.82051 2.82051 44.6154 13.5897 24.1026 3.58974
HOP 0 3.58974 0.25641 0.25641 0.512821 0.512821 1.79487 1.79487 45.8974 2.5641 2.82051 2.82051
Jacobi 0 1.02564 100 0.25641 100 0.25641 2.82051 3.58974 42.8205 100 100 4.10256
Kmeans 0 100 100 100 100 0 100 100 45.641 100 100 2.05128
AVERAGE 0 21.4564 49.641 20.2564 48.1333 13.2308 21.8462 21.8256 45.241 27.3641 33.1487 3.16923
