Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0 2.70348 0 0 2.70487 2.68878 2.9137 4.84882 2.76309 2.17236
bfs 0 0 0 10.8153 0 0 4.53871 4.53871 4.42675 3.831 1.46712 1.96889
filebound 0 23.8744 5.14466 14.215 3.53949 0 14.3448 14.1653 3.38244 5.60275 1.55177 0.313252
Kmeansnf 0 75.6385 67.8684 71.959 4.6125 0 75.6385 75.6385 6.39809 14.1639 5.44088 5.08044
svmrfe 0 13.8954 5.91464 1.02207 4.49067 4.49067 1.62959 10.1185 15.2496 6.50724 6.51812 6.54695
apr 0 10.8104 8.89999 4.7394 0.421498 6.74582 4.37228 5.31766 8.34056 8.2334 3.36004 5.56197
btree 0 0 0 0.374426 0 0 1.83372 1.8372 1.5282 4.8936 2.20197 1.29756
lud 0 14.0307 99.6096 0.366658 32.5911 0 10.8889 10.8883 19.1482 31.9355 32.2859 10.1009
nn 0 36.2371 12.9571 33.0616 14.1995 4.53658 31.3681 31.3641 15.6476 19.1445 15.2081 2.96756
particlefilter 0 10.872 3.72611 3.41951 10.9873 0.705292 4.04102 4.47388 4.64649 4.18422 8.72168 1.93614
PLSA 0 35.9209 22.659 23.9367 13.9004 25.4296 12.1467 28.6385 19.7191 12.1755 9.98873 30.2069
Scalparc 0 26.6435 2.16169 14 0.715397 14.0975 10.8517 11.1313 16.2067 4.18805 1.54228 6.97184
semphy 0 0 0 0 0 0 1.62496 1.63214 1.93798 3.41411 2.46606 0.811182
streamcluster 0 28.9711 25.8527 15.4494 38.0056 26.3 16.5282 25.8657 24.4976 30.4282 30.6212 8.48249
swaptions 0 17.9825 1.06133 4.62704 10.7925 4.55523 4.79521 1.4676 8.21605 1.40682 4.49067 2.5935
Swish 0 24.1125 5.1909 14.2487 3.7071 0 14.3701 14.4431 11.6718 5.77056 1.59951 0.0797773
vips 0 9.49244 6.95327 11.148 8.48382 8.48382 19.2042 20.3087 10.8004 16.673 9.59572 9.56969
x264 0 10.51 4.00783 9.19472 4.3601 0.516374 5.06492 4.33368 5.30649 5.58129 5.18036 1.69632
blackscholes 0 12.4643 3.16454 0.663904 9.69857 0.110703 0.365954 4.41106 5.38303 3.18636 7.84571 4.12955
bodytrack 0 3.81344 6.86522 0 1.10965 0 1.14493 2.33675 4.61811 2.74346 2.28652 1.46459
cfd 0 14.7025 0.17231 0.00954161 14.7477 4.65518 0.0676332 4.33778 8.391 5.94976 7.47276 6.38221
fluidanimate 0 18.754 13.957 1.51879 11.8366 11.625 1.33101 7.89581 12.9412 12.2853 11.048 9.07648
HOP 0 27.7297 0.134281 17.4375 7.18073 14.3364 13.618 21.0916 25.0549 1.73932 6.33257 21.7741
Jacobi 0 20.3539 19.28 3.86035 15.1121 0 4.6725 9.89314 2.86692 25.8889 12.997 0.867854
Kmeans 0 57.7408 99.9955 51.6205 99.9955 0 55.9527 55.954 5.59015 42.5501 15.719 3.33049
AVERAGE 0 19.782 16.623 12.4157 12.4195 5.06353 12.524 14.9909 9.79532 11.093 8.34819 5.81532
