Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0 0 0 0 0 0 38.2051 0.25641 0.512821 0.769231
bfs 0 0 0 0 0 0 0 0 39.2308 1.28205 0.512821 0.512821
filebound 0 0.25641 0 0 0 0 0 0 35.1282 0.769231 1.02564 0
Kmeansnf 0 100 100 100 0 0 100 100 37.4359 1.02564 0 0
svmrfe 0 0.512821 0 0 0 0 0.512821 0.769231 40.2564 0.25641 0.25641 0
apr 0 0.25641 7.69231 0 0 0 0 3.07692 34.1026 0 0 0.25641
btree 0 0 0 0 0 0 0 0 38.4615 0 1.28205 0.512821
lud 0 0 85.8974 0 0 28.7179 0.769231 2.82051 37.1795 0.512821 0 0.25641
nn 0 0.25641 0 0 0 0 0 0 41.5385 0 0 0.512821
particlefilter 0 0 0 0 0 0 0.25641 0 38.7179 0 0 0.25641
PLSA 0 0.25641 0 0 0 0 1.79487 0 41.0256 0 0 0.512821
Scalparc 0 0.25641 0 0 0 0 0 0 40 0.25641 0.769231 0
semphy 0 0 0 0 0 0 1.02564 0.769231 37.9487 0 0.512821 0.25641
streamcluster 0 0 0 0 0 0 9.74359 0 36.6667 0.25641 0.512821 1.02564
swaptions 0 0 0 0 0 0 0 0 37.4359 0.25641 0.25641 0
Swish 0 0 0 0 0 0 0 0 38.2051 0 0 0
vips 0 0 0 0 0 0 0 0 38.9744 0.512821 0 0.769231
x264 0 0 0 0 0 0 0 2.30769 39.2308 0 0 0.25641
blackscholes 0 0 0 0 0 0 0 0 39.4872 0 0.512821 1.28205
bodytrack 0 0 0 0 0 0 0 0 36.6667 0.512821 0.512821 0
cfd 0 0 0 0 0 0 0 0.25641 42.0513 0.25641 0 0.25641
fluidanimate 0 0 0 0 0 0 0 0.512821 37.4359 0 0.25641 0
HOP 0 0.25641 0 0 0 0 0 0 36.1538 0 0 0.25641
Jacobi 0 0 100 0 0 0 2.82051 1.28205 36.1538 0.25641 0.25641 0.25641
Kmeans 0 0.512821 100 1.02564 0 0 0 0 35.8974 2.05128 0.25641 0.512821
AVERAGE 0 4.10256 15.7436 4.04103 0 1.14872 4.67692 4.47179 38.1436 0.338461 0.297436 0.338461
