Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0 60.7692 0 0 0 0.25641 41.2821 0.512821 0.512821 0
bfs 0 0 0 100 0 0 2.5641 2.5641 40.7692 2.30769 1.28205 2.05128
filebound 0 0.512821 0.25641 36.1538 0.25641 0.25641 0 0 39.2308 0.512821 0.512821 1.53846
Kmeansnf 0 100 100 100 100 0 100 100 38.4615 2.30769 22.8205 0.512821
svmrfe 0 0.769231 82.3077 0 0.25641 0.25641 0.512821 5.64103 41.0256 0.512821 0.25641 0.769231
apr 0 0.512821 20 0 0 0 0.512821 0 41.7949 2.05128 1.53846 0.769231
btree 0 0 0 23.5897 0 0 0 0 39.4872 1.02564 0 0.512821
lud 0 0.25641 100 0 100 2.82051 3.84615 8.71795 38.4615 72.0513 17.1795 1.02564
nn 0 0.512821 0 94.8718 0 0 0.512821 0.512821 41.5385 1.02564 0.769231 0
particlefilter 0 0.25641 0 0 0 0 0 0 38.9744 1.02564 1.02564 1.02564
PLSA 0 0 0 0 0 0 1.02564 2.05128 41.5385 0 1.02564 1.02564
Scalparc 0 0 0 0 0 0 2.5641 0.25641 39.4872 1.02564 0.25641 1.79487
semphy 0 0.769231 0 0 0 0 0 0 41.2821 1.02564 0.769231 0.512821
streamcluster 0 0 0 0 0 14.1026 8.97436 3.33333 43.3333 0.512821 0 0.25641
swaptions 0 1.53846 0.25641 0 0.25641 0.512821 4.87179 9.48718 40.2564 1.53846 0.512821 1.79487
Swish 0 0.25641 0 34.6154 0 0 0.25641 0.25641 42.8205 0.512821 2.30769 0.25641
vips 0 0 0 0 0 0 0.25641 0 41.2821 0.769231 1.28205 1.28205
x264 0 0.25641 1.02564 0 0 0 0.25641 0.25641 40.2564 1.02564 0.512821 1.02564
blackscholes 0 0 0 0 0 0 1.53846 0.25641 42.5641 1.28205 0.769231 0.512821
bodytrack 0 0 0 0 0 0 2.82051 0.512821 40 1.28205 0.769231 0.512821
cfd 0 0 0 0 0 0 0.25641 0.25641 38.9744 0.25641 0.512821 0.25641
fluidanimate 0 0.25641 0.512821 0 0 0 0.25641 0 37.6923 0 0 1.02564
HOP 0 0 0 0 0 0 0 0 40.2564 0.512821 0.25641 0.25641
Jacobi 0 0.769231 100 0 100 0 1.28205 0.25641 38.7179 0.769231 81.0256 0.512821
Kmeans 0 0.25641 100 100 100 0 0 0 40.2564 24.6154 100 0.25641
AVERAGE 0 4.27692 20.1744 22 16.0308 0.71795 5.29231 5.38462 40.3897 4.73846 9.4359 0.779487
