Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0.512821 0 100 0.25641 0.25641 0.512821 0.512821 98.9744 1.28205 2.05128 2.30769
bfs 0.769231 0.25641 0 100 0 0 0.512821 0.769231 99.2308 5.64103 1.28205 1.28205
filebound 0.512821 0.769231 0 100 0 0 0.512821 0.25641 100 1.28205 1.28205 1.79487
Kmeansnf 0.25641 0.512821 100 100 0.25641 0.25641 100 100 99.7436 100 1.53846 1.53846
svmrfe 0.769231 0.512821 0.25641 100 0 0 1.53846 2.30769 99.7436 0.25641 2.05128 0.769231
apr 1.02564 0.769231 1.79487 100 0 0 1.79487 7.4359 99.7436 1.28205 1.79487 1.02564
btree 0.769231 0.769231 0 100 0 0 0.769231 2.82051 100 0.769231 1.02564 1.28205
lud 0.25641 0.512821 13.8462 100 0 4.35897 4.61538 7.17949 99.7436 7.4359 2.30769 2.05128
nn 0.769231 1.02564 0 100 0 0.512821 1.02564 0 100 0.25641 1.53846 1.02564
particlefilter 0 0.25641 0 100 0 4.87179 0.512821 1.28205 100 0.25641 1.53846 1.02564
PLSA 0.769231 0 8.71795 100 0 11.2821 1.79487 0.25641 100 1.79487 2.30769 1.53846
Scalparc 0.769231 2.05128 1.02564 100 0.512821 1.28205 1.79487 0.512821 98.9744 0.769231 2.30769 2.05128
semphy 1.02564 1.02564 0.25641 100 0.25641 0.25641 2.82051 2.05128 99.7436 0.769231 1.28205 0.769231
streamcluster 1.28205 0.769231 0 100 0.25641 0.25641 6.66667 0 99.7436 0.769231 2.5641 0.512821
swaptions 0.25641 0.512821 0 100 0 0 0 2.5641 100 0 2.05128 2.05128
Swish 0.769231 1.28205 0 100 0 0 0.512821 0.512821 98.9744 1.53846 2.5641 2.30769
vips 1.02564 0.512821 2.30769 100 0.25641 0.25641 1.53846 1.02564 98.7179 0.769231 1.28205 3.58974
x264 1.02564 0.512821 0 100 0 0.25641 0 2.5641 100 0.512821 2.30769 2.05128
blackscholes 1.28205 0 0 100 0 0 0.512821 3.07692 100 0.25641 3.07692 2.30769
bodytrack 0.25641 0.769231 0 100 0 0 0 1.28205 99.4872 0.769231 1.02564 2.30769
cfd 0.769231 1.02564 1.53846 100 0 0 0.769231 2.82051 99.2308 0.25641 1.02564 1.28205
fluidanimate 0.769231 0 0.25641 100 0 0 0.769231 1.28205 100 0.512821 1.02564 1.53846
HOP 0 0.25641 0 100 0 0 0.769231 0.512821 99.7436 0.25641 1.02564 1.02564
Jacobi 0.512821 0.769231 49.4872 100 0 0 6.92308 3.07692 99.7436 7.94872 1.79487 1.53846
Kmeans 0 0.769231 100 100 0 0 0.512821 0.25641 100 5.64103 2.82051 0.512821
AVERAGE 0.625641 0.646154 11.1795 100 0.0717948 0.953848 5.48718 5.77436 99.6615 5.64103 1.79487 1.57949
