Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0.25641 0 0 100 0 0 0.25641 0 72.3077 0 2.30769 0.25641
bfs 0 0 0 100 0 0 0.25641 0.512821 72.0513 0 1.53846 0.25641
filebound 0 0 0 100 0 0 0 0 74.359 0 0.512821 0.769231
Kmeansnf 0 0.512821 32.0513 100 0 0 0.25641 0 72.3077 0 2.5641 0.512821
svmrfe 0 0 0 100 0 0 0 0.25641 70.2564 0.769231 3.33333 0.25641
apr 0 0 0 100 0 0 0 0 67.4359 0 1.53846 0.25641
btree 0 0 0 100 0 0 0 0.25641 73.8462 0 3.07692 0.25641
lud 0 0 0 100 0 0 0 0 75.8974 0 0.512821 0.25641
nn 0.25641 0 8.46154 100 0 0 0 0 76.6667 2.82051 3.58974 0
particlefilter 0 0 0 100 0 0 0.512821 0 77.1795 0 0.512821 0.25641
PLSA 0 0.512821 0 100 0 0 0 0 75.1282 0 0.512821 0.25641
Scalparc 0 0 0 100 0 0 0.25641 0 70 0 0 0
semphy 0 0 0 100 0 0 0 0.512821 71.5385 0 3.84615 0.512821
streamcluster 0 0 0 100 0 0 1.28205 0 70.7692 0 4.35897 0.769231
swaptions 0 0 0 100 0 0 0 0 74.8718 0.25641 0.512821 0.512821
Swish 0 0 0 100 0 0 0 0 75.8974 0 1.28205 0.25641
vips 0 0.25641 0 100 0 0 0 0 73.0769 0.25641 1.02564 0
x264 0 0 0 100 0 0 0 0 75.8974 0.25641 0 0
blackscholes 0.25641 0 0 100 0 0 0 0 71.2821 0 0 0.25641
bodytrack 0.512821 0 0 100 0 0 0 0 75.641 0 3.58974 0
cfd 0 0 0 100 0 0 0 0 73.5897 0.25641 1.79487 0.25641
fluidanimate 0 0.25641 0 100 0 0 0.25641 0 75.641 0.25641 0 0.512821
HOP 0 0 0.25641 100 0 0 0 0.25641 75.1282 0 1.53846 0.25641
Jacobi 0 0 0 100 0 0 0 0 71.5385 2.82051 0.25641 0
Kmeans 0 0.512821 99.2308 100 0 0 0 0.25641 68.4615 26.6667 0.769231 0.25641
AVERAGE 0.051282 0.0820513 5.6 100 0 0 0.123077 0.0820513 73.2308 1.37436 1.55897 0.276923
