Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0 8.31203 0 0 3.85622 3.91332 2.92734 4.10243 2.15588 2.54801
bfs 0 0 0 14.002 0 0 4.20414 4.20414 2.44485 3.46292 1.08673 1.87537
filebound 0 13.3995 4.92348 17.2989 5.37301 0.0292451 22.8526 22.8524 7.40234 7.71902 4.5497 0.719986
Kmeansnf 0 4.78773 99.9581 73.9078 99.9581 5.13891 77.3316 77.3316 6.6351 12.7588 11.3481 5.28125
svmrfe 0 15.5939 9.26315 4.51635 15.1917 15.3277 5.83686 5.93078 11.5015 11.417 10.062 7.93892
apr 0 12.8859 7.25173 5.69368 5.9337 9.21376 4.33376 3.63595 12.4012 8.43526 5.19451 9.19411
btree 0 0 0 3.72609 0 0 1.34309 1.34291 1.50106 5.05213 0.712655 0.841184
lud 0 14.3388 99.6109 0 99.6109 14.1959 4.57152 4.57305 20.0576 33.7572 32.8094 21.8355
nn 0 24.2122 13.0712 30.3536 28.0952 6.55862 34.5322 34.5317 9.39993 19 25.8537 5.80104
particlefilter 0 12.7718 5.56596 3.56162 12.9868 2.92085 5.28819 5.29953 11.4818 6.29923 11.8474 4.72042
PLSA 0 13.1226 4.23343 27.6088 16.4279 27.6088 27.2722 27.0262 22.206 5.80951 14.2714 30.1388
Scalparc 0 17.664 5.58022 17.1167 8.27162 17.1164 10.5145 16.2234 11.1284 7.21901 6.91827 9.13748
semphy 0 0 2.25757 1.84 0 0 1.46309 1.45712 2.24844 2.14064 2.0873 0.795606
streamcluster 0 23.7332 24.2165 10.7484 33.4955 26.8509 3.85879 15.4859 23.9616 26.6031 31.7201 22.0494
swaptions 0 18.4071 6.47499 6.43234 11.3294 3.75599 2.83973 2.6105 13.7408 2.9824 9.98639 4.99743
Swish 0 13.5998 7.00441 17.5492 5.6616 0 23.0887 23.0882 5.38289 8.8697 4.74199 0.877458
vips 0 11.0512 10.7669 8.524 12.2338 12.2338 15.5264 15.5743 14.2634 14.0404 12.8465 12.8465
x264 0 11.6588 6.33633 11.4177 6.75273 9.95842 3.63078 3.62353 8.58985 9.50059 7.11957 8.43801
blackscholes 0 12.9861 2.33104 6.27025 18.9908 2.37683 4.47022 4.48383 7.35144 3.05792 13.9803 3.15849
bodytrack 0 6.37022 9.40423 0 4.07073 1.92435 0.451579 0.480899 4.46893 6.86691 3.93265 2.37092
cfd 0 15.7874 1.51496 0 15.9024 9.68789 3.99278 3.97948 10.2824 3.31734 11.7447 6.6236
fluidanimate 0 17.4606 14.554 5.96911 16.6504 12.5627 6.70179 6.75174 17.9564 15.1064 16.8738 12.3545
HOP 0 25.4446 0 16.4585 12.0776 16.5561 13.8409 20.5498 22.6446 3.10699 10.0961 22.978
Jacobi 0 23.3616 99.8739 7.40862 99.8739 2.39901 0.35119 12.2666 7.20685 33.8694 15.6465 0.924451
Kmeans 0 5.27176 99.9958 56.601 99.9958 0 60.3279 60.3279 8.12256 43.6731 21.0332 4.7957
AVERAGE 0 12.5564 21.3676 14.2127 25.1553 7.85665 13.6992 15.1018 10.6123 11.9267 11.5448 8.12969
