Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0 0 0 0 4.07027 4.07027 1.15336 3.37425 1.20776 3.41392
bfs 0 0 0 0 0 0 3.82595 3.82595 2.57252 3.04689 1.04538 1.89347
filebound 0 23.174 8.85636 23.174 2.81575 0 23.174 23.1666 5.01439 12.1645 2.77055 0.917507
Kmeansnf 0 77.4647 99.9584 79.7222 99.9584 5.76845 77.4647 77.4647 10.1583 12.011 11.7872 1.2654
svmrfe 0 11.8892 99.0388 17.9032 99.0388 17.9541 0.706269 0.708855 11.2085 13.4163 11.5349 11.4296
apr 0 10.5941 14.5742 10.5075 22.0218 2.85858 4.09428 3.99177 9.98831 14.9314 19.5119 9.33024
btree 0 0 0 0 0 0 1.27947 1.27947 1.0716 3.26724 0.948257 1.20908
lud 0 13.1986 99.6058 32.325 99.6059 99.6059 0 0 4.90662 32.9287 31.9678 3.36059
nn 0 36.5714 32.7146 36.5714 100 22.9908 36.6586 36.6586 13.5116 23.7573 29.6121 6.81041
particlefilter 0 8.24342 8.15455 15.8317 8.53699 0 2.3807 2.3807 3.49949 4.32963 7.78132 1.5521
PLSA 0 36.2459 28.4619 36.3582 14.6514 26.0206 34.0206 34.0209 16.9398 24.0794 13.6842 20.5696
Scalparc 0 24.0933 13.1347 24.0385 15.5163 11.2499 14.2923 14.2515 12.4989 7.2525 5.737 13.7448
semphy 0 0.12302 0 0.0349405 0 0.610731 2.01308 2.0129 0.882067 2.89479 1.78761 1.82728
streamcluster 0 18.4893 97.6666 28.4701 97.6666 97.6667 4.96599 4.9727 11.9197 21.1149 28.777 10.9926
swaptions 0 18.6866 6.66281 18.4838 17.6218 10.5981 8.68515 8.68515 13.7571 1.8302 14.2426 10.9777
Swish 0 23.6803 9.17153 23.6803 3.32346 0.687288 23.6803 23.6803 7.01233 9.52727 3.12367 1.39649
vips 0 13.977 11.9074 25.0898 13.3557 13.3557 10.64 10.6536 12.5103 5.83471 13.5695 13.5695
x264 0 10.7755 4.54571 18.5175 4.84018 7.72785 10.2959 10.2959 8.41466 11.2725 6.13309 7.72608
blackscholes 0 15.7598 7.90125 22.6561 20.3941 8.96506 8.35547 8.32531 13.3151 8.06636 17.7857 8.81853
bodytrack 0 6.28396 9.39948 6.19816 7.58506 6.08702 0.986738 1.07154 9.49381 8.21956 4.66223 6.15952
cfd 0 16.5703 4.44443 20.6002 16.7577 16.7577 0.869766 0.781306 13.0973 4.24498 14.8072 10.5897
fluidanimate 0 17.4733 21.4885 20.7729 23.9086 20.7111 0.946123 1.09361 20.4179 20.3381 23.2156 13.984
HOP 0 27.6027 25.3187 27.494 9.68033 23.3767 15.2912 15.2711 21.8567 10.9536 8.73302 15.4234
Jacobi 0 21.0323 99.87 29.1963 99.87 4.84319 6.58998 6.59585 11.3433 32.0046 13.2652 1.52632
Kmeans 0 60.4943 99.9958 63.2703 99.9958 1.64886 60.4943 60.474 8.39462 43.7101 21.308 3.28257
AVERAGE 0 19.6969 32.1149 23.2358 35.0858 15.9794 14.2312 14.2293 9.79753 13.3828 12.36 7.27082
