Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0.512821 1.28205 78.7179 100 0 0 3.58974 3.58974 100 3.58974 0.512821 0.512821
bfs 1.53846 1.53846 1.02564 100 0.769231 0.769231 6.66667 6.66667 100 25.8974 2.5641 1.79487
filebound 1.53846 1.28205 0.512821 100 0.25641 0.512821 1.28205 1.28205 100 1.53846 3.84615 3.84615
Kmeansnf 0.769231 1.53846 100 100 100 0.512821 100 100 100 100 82.3077 2.5641
svmrfe 2.30769 1.02564 0.512821 100 0.512821 0.512821 0.512821 1.79487 100 2.05128 2.05128 2.05128
apr 1.79487 1.53846 2.05128 100 0.512821 0.769231 2.30769 1.79487 100 3.33333 3.58974 5.38462
btree 0.25641 1.53846 0.25641 100 0 0 5.64103 5.64103 100 2.5641 2.5641 2.5641
lud 2.5641 3.33333 100 100 100 0 3.58974 5.38462 100 87.9487 84.6154 4.10256
nn 1.02564 1.79487 0 100 0.512821 0.25641 2.05128 2.05128 100 2.05128 3.58974 2.30769
particlefilter 2.5641 3.07692 2.5641 100 0.512821 3.07692 3.84615 3.84615 100 3.84615 2.5641 2.5641
PLSA 0.512821 1.02564 5.12821 100 0 5.12821 1.02564 0.769231 100 2.5641 2.82051 2.30769
Scalparc 1.28205 1.28205 0.512821 100 1.28205 1.28205 1.02564 0.769231 100 1.79487 3.33333 1.79487
semphy 2.05128 3.84615 13.0769 100 0 0 4.10256 1.02564 100 6.92308 4.35897 2.05128
streamcluster 1.28205 0.25641 0.25641 100 100 38.2051 7.17949 8.71795 100 3.33333 4.35897 3.58974
swaptions 2.05128 2.30769 0.25641 100 0 0.769231 1.79487 1.28205 100 1.53846 2.82051 4.10256
Swish 3.07692 1.79487 0.769231 100 0.25641 0.769231 1.28205 1.28205 100 1.53846 4.10256 2.05128
vips 2.30769 2.5641 1.28205 100 0 0 5.12821 4.87179 100 0.769231 2.82051 2.82051
x264 1.28205 1.79487 0.25641 100 0.25641 0.25641 1.79487 0.769231 100 1.79487 1.79487 1.79487
blackscholes 1.28205 1.28205 0.769231 100 0.25641 1.28205 1.53846 1.53846 100 2.30769 3.58974 3.07692
bodytrack 2.05128 1.53846 3.84615 100 0.25641 0.25641 1.28205 1.28205 100 2.5641 4.35897 4.61538
cfd 1.02564 2.05128 3.84615 100 1.02564 1.28205 2.05128 1.53846 100 1.02564 2.05128 2.05128
fluidanimate 2.05128 3.07692 4.61538 100 0.769231 2.05128 4.35897 1.28205 100 1.53846 3.07692 3.07692
HOP 0.769231 0.512821 13.3333 100 0.512821 0.512821 1.79487 2.05128 100 1.02564 2.82051 3.07692
Jacobi 2.05128 1.53846 100 100 100 0.25641 2.05128 1.79487 100 40 86.9231 3.58974
Kmeans 1.02564 2.5641 100 100 100 0.512821 56.1538 56.1538 100 100 98.9744 3.07692
AVERAGE 1.55897 1.81538 21.3436 100 20.3077 2.35897 8.88205 8.68718 100 16.0615 16.6564 2.83077
