Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 1.90922 6.58675 0.725254 0 3.32255 3.34947 23.7295 3.21019 5.16557 1.9057
bfs 0 0 0 8.8251 0 0.130252 2.54595 2.51267 25.6226 2.74263 2.68888 3.90299
filebound 0 0.189849 5.75902 9.32003 3.46277 0.138336 9.83433 9.02301 0 5.04865 1.64259 1.16049
Kmeansnf 0 0 17.6306 43.2978 3.88617 3.88978 64.4493 64.96 18.874 30.0255 3.60675 3.57934
svmrfe 0 1.18097 4.11672 4.83225 3.23321 5.84445 7.6243 7.97308 9.76359 4.67789 3.35184 4.45425
apr 0 1.27649 1.93954 10.3131 5.80642 3.00433 7.66168 15.707 7.41355 4.57188 2.48759 4.08547
btree 0 0 6.83734 3.79334 0 0 2.34395 2.31352 23.5865 2.56659 3.87337 1.69582
lud 0 0.00240763 17.8169 9.75418 30.0816 19.7629 6.92938 17.1051 0 29.1124 24.4528 17.6048
nn 0 1.08514 12.6051 27.2804 18.2508 1.94685 28.2714 27.4706 8.63326 14.9894 6.20427 3.66712
particlefilter 0 0.558797 3.67136 4.77718 9.80635 0 2.45635 6.83252 0 1.77937 5.1435 1.92496
PLSA 0 1.90884 17.8014 6.12379 10.5993 14.0883 1.22798 18.907 1.90109 17.3743 5.57032 21.2127
Scalparc 0 0.242899 4.97931 8.09163 2.12075 0.990045 2.29397 7.29846 0 3.59312 0.725223 1.24184
semphy 0 0 2.03535 0.830544 0.551678 0 1.42013 1.28396 22.3057 2.90921 1.64771 1.12279
streamcluster 0 0.861455 21.6954 22.2917 8.13571 8.13571 0.602962 1.16986 8.90778 14.2177 8.55553 9.10421
swaptions 0 1.79514 5.81644 9.63253 13.3386 4.64614 3.24541 11.7918 0 3.92352 6.75588 3.58085
Swish 0 0.246431 3.9683 9.61494 3.94827 0.223089 10.019 9.39144 0 3.73964 2.20796 1.02332
vips 0 0.0811239 5.80894 23.6215 3.99325 3.99325 13.5014 24.5799 18.0172 7.28516 6.93845 4.31387
x264 0 0.402469 4.55372 6.725 2.44549 6.34235 3.46456 9.5768 0 5.9484 3.00541 6.34725
blackscholes 0 1.12303 7.1277 5.30112 8.54375 1.83397 2.53908 9.44271 0 1.92239 6.27776 3.83426
bodytrack 0 0.0131959 4.23359 4.57382 1.70151 0.130047 0.963493 5.6752 4.43899 2.64416 2.1911 1.19758
cfd 0 0.61024 0.690157 9.4833 11.1386 5.34646 3.31656 12.1929 0 3.70283 5.82105 5.52658
fluidanimate 0 2.61659 8.67352 9.60697 13.7872 5.60134 5.56251 10.9627 0 4.31883 8.18823 5.75115
HOP 0 1.2909 19.4445 16.9074 7.53177 19.3511 2.83222 17.0662 3.82296 6.29941 4.28485 15.8221
Jacobi 0 5.74279 6.924 9.44475 8.73528 8.27669 7.13146 7.24908 0 3.75185 4.89906 3.4424
Kmeans 0 0.446101 14.5754 36.0405 12.71 2.63854 40.286 49.9317 14.6474 36.891 8.92452 1.73064
AVERAGE 0 0.866994 8.02454 12.2828 7.38135 4.65256 9.35384 14.1507 7.66656 8.68984 5.38441 5.1693
