Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0 0 0 0 4.00606 4.01327 2.28828 3.62975 1.67185 3.00108
bfs 0 0 0 0 0 0 4.00585 4.00304 1.49659 3.23902 1.05456 1.87421
filebound 0 24.7413 5.8964 24.7657 4.79731 1.37443 24.5698 24.5751 9.19172 10.2078 4.10505 0.569173
Kmeansnf 0 77.7174 99.9588 77.2305 99.9588 6.80316 77.7286 77.7286 6.62639 13.0124 12.8229 3.8509
svmrfe 0 14.2079 11.3511 20.0415 13.8307 9.95409 2.54947 2.51392 13.4909 11.4986 12.6374 9.54842
apr 0 11.9978 11.155 11.8023 23.1534 9.80924 3.41937 3.44316 12.453 12.4342 11.7095 9.37816
btree 0 0 0 0 0 0 1.31892 1.35619 2.27743 4.11129 0.822785 0.990155
lud 0 14.3522 99.6112 33.2428 99.6112 14.2868 1.71938 1.72642 6.96131 33.858 32.9114 24.9893
nn 0 37.4081 25.905 37.4069 37.9436 6.42 37.0397 37.0459 13.6608 17.7879 32.1546 6.06022
particlefilter 0 10.6522 10.5335 18.0127 10.8594 0.543193 2.21719 2.21034 4.49491 5.47814 10.0336 3.06299
PLSA 0 37.472 27.2989 37.4388 16.1007 27.2989 31.5986 31.2693 20.7892 13.8118 14.1153 29.1259
Scalparc 0 27.3962 7.35425 27.3133 6.03184 15.0928 14.567 14.8399 10.5127 8.36612 5.31749 12.8198
semphy 0 0 3.49033 0 0 0 1.76497 1.76497 2.11107 3.26856 1.86591 1.15307
streamcluster 0 20.765 29.0502 30.4652 97.7317 30.4652 9.83424 9.83679 20.0595 25.364 31.0076 19.4636
swaptions 0 18.4443 5.28139 18.3329 17.4694 9.61824 5.04541 5.1753 11.5455 4.46422 12.3943 4.68862
Swish 0 24.8324 7.34119 24.8324 4.747 1.44473 24.6192 24.625 7.47245 8.18026 4.29192 0.936471
vips 0 14.0206 11.9293 25.1058 13.3766 13.3766 13.8021 13.798 15.2326 8.0105 13.8475 13.8487
x264 0 13.303 5.02707 20.8013 7.5081 6.35907 12.3174 12.3174 13.4161 6.81851 7.56535 7.21811
blackscholes 0 15.0863 3.7686 22.0045 19.7218 7.13291 4.14987 4.32686 9.77547 5.56977 16.1047 5.9443
bodytrack 0 6.44397 9.51996 6.32212 4.18689 6.37817 0.362043 0.362043 10.0229 7.72726 4.20641 2.54681
cfd 0 16.2552 2.07884 20.2733 16.4148 16.4148 2.79099 2.79705 13.1678 3.89354 13.5827 7.50917
fluidanimate 0 18.5763 15.1707 21.8063 24.9011 15.4768 3.79827 3.81716 15.6024 17.431 20.3584 13.381
HOP 0 29.5178 4.98706 29.4338 12.0943 16.573 18.7977 19.1546 22.1256 7.066 10.7322 19.1366
Jacobi 0 23.3069 99.8738 31.2286 99.8738 2.36974 10.6623 10.6159 10.8626 33.8117 15.583 2.06559
Kmeans 0 60.7156 99.9958 63.4758 99.9958 2.16831 60.7156 60.7156 6.86689 43.9023 21.673 4.59559
AVERAGE 0 20.6885 23.8631 24.0535 29.2123 8.77441 14.936 14.9613 10.5002 12.5177 12.5028 8.31032
