Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 1.02564 0 96.9231 0 0 1.02564 1.02564 42.3077 1.53846 1.53846 1.28205
bfs 0 0.769231 0 100 0 0 2.5641 2.5641 39.4872 2.05128 1.28205 1.28205
filebound 0 0.25641 0 98.7179 0 0 0.512821 0.512821 43.8462 1.28205 1.53846 0.769231
Kmeansnf 0 100 100 100 100 0 100 100 40.7692 2.5641 99.4872 1.79487
svmrfe 0 0.769231 15.1282 0.25641 0.25641 0.25641 0 0 39.2308 1.02564 1.02564 1.28205
apr 0 0 0.769231 0 0 0 1.79487 0.25641 44.1026 1.79487 1.02564 1.28205
btree 0 0 0 62.0513 0 0 0.512821 1.02564 38.7179 1.79487 1.02564 1.02564
lud 0 0.512821 100 0 100 0 5.89744 7.94872 41.2821 99.7436 98.2051 1.02564
nn 0 0 0.25641 81.5385 0.25641 0.25641 0.25641 0.512821 40.7692 1.28205 2.05128 1.79487
particlefilter 0 0.25641 0.512821 0 0 0 0.512821 0.769231 42.5641 0.512821 2.30769 0.512821
PLSA 0 0 0 0 0 0 0.25641 0.25641 44.359 0.512821 2.05128 2.05128
Scalparc 0 1.02564 1.53846 0 0 0 1.02564 1.02564 44.1026 2.5641 1.28205 1.02564
semphy 0 0.512821 0.512821 4.35897 0 0 0.512821 0.512821 42.0513 0.769231 1.28205 0.25641
streamcluster 0 0.512821 0 0 0 80.2564 0.769231 5.89744 41.5385 1.53846 1.53846 1.79487
swaptions 0 0.25641 0.25641 0.25641 0 0 0 0.25641 43.5897 1.02564 2.30769 1.02564
Swish 0 0 0 99.4872 0 0 0 0.25641 39.7436 2.30769 0.512821 2.05128
vips 0 0 0 0 0 0 0.25641 0.25641 41.5385 2.82051 1.28205 2.82051
x264 0 0 28.4615 0 0 0 0 0.512821 42.0513 1.02564 0.769231 2.05128
blackscholes 0 0 0 0 0 0 0.25641 0.25641 41.2821 2.5641 0.769231 0.769231
bodytrack 0 1.28205 0 0 0 0 0.512821 0.25641 42.5641 1.53846 1.53846 1.53846
cfd 0 0.25641 0.25641 0.25641 0 0.25641 0.25641 0.25641 39.7436 1.28205 1.53846 1.53846
fluidanimate 0 0 0 0 0 0.769231 1.53846 1.02564 44.1026 2.5641 0.512821 1.02564
HOP 0 0 0 0 0 0 0 0.25641 43.3333 1.02564 0.769231 1.53846
Jacobi 0 1.53846 100 0.25641 100 0 0.25641 1.79487 41.7949 31.0256 100 1.28205
Kmeans 0 53.3333 100 100 100 0 60.5128 60.5128 45.1282 24.6154 100 0.769231
AVERAGE 0 6.49231 17.9077 29.7641 16.0205 3.27179 7.16923 7.51795 42 7.63077 17.0256 1.34359
