Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0 6.25346 0 0 3.76521 3.7765 3.07044 4.47414 2.67491 2.05519
bfs 0 0 0 14.4849 0 0 4.41496 4.41496 2.35762 3.68825 1.1064 1.85674
filebound 0 24.9775 7.54176 15.4649 4.98991 0 19.3724 19.3243 5.57824 7.48304 3.68406 1.94619
Kmeansnf 0 76.5828 63.0564 73.0461 99.9567 1.81267 76.5474 76.5474 7.02698 12.7932 8.35094 5.48761
svmrfe 0 15.267 7.41586 2.64816 8.26098 6.09464 0.18252 6.08766 15.628 9.60212 6.77915 6.29185
apr 0 11.9657 8.24779 6.10524 1.84342 8.07835 2.39827 2.15562 12.9222 8.95508 3.06243 6.63499
btree 0 0 0 4.83187 0 0 1.12198 1.11866 1.68954 5.43472 1.06155 0.717064
lud 0 14.1643 99.6102 0.57067 99.6102 32.3436 7.57908 7.57816 15.6464 33.6582 32.7088 16.4013
nn 0 37.425 14.622 34.3113 27.8549 6.36803 31.192 31.1841 7.12817 24.3279 20.7468 5.37425
particlefilter 0 12.1169 4.82071 4.96082 12.427 2.29604 5.37853 5.35273 5.81293 4.96581 10.6067 2.59004
PLSA 0 36.9585 2.93621 25.1953 15.3282 26.6639 9.09018 26.9012 23.4427 9.42805 12.3952 30.1494
Scalparc 0 28.0777 4.1234 15.7268 4.05928 15.8234 8.24387 13.808 11.1508 4.91008 3.20234 5.81796
semphy 0 0 0 1.88112 0 0 1.60045 1.60045 2.7197 3.10389 2.61715 1.10261
streamcluster 0 27.1231 24.2824 13.3051 36.4289 24.3985 10.5787 21.4576 19.7882 29.2067 31.8552 3.98284
swaptions 0 18.204 6.20704 4.92395 11.0698 4.85145 2.60918 3.3182 8.27291 1.90737 7.47632 4.35805
Swish 0 25.2022 7.79757 15.4851 5.13393 0 19.4801 19.6136 4.99882 7.38665 3.78024 0.0097508
vips 0 11.6654 9.43297 13.5093 10.922 10.922 16.1407 16.16 12.8179 15.0849 11.6696 11.6696
x264 0 11.7852 6.64504 10.5239 5.8086 9.04944 4.93066 4.98005 10.2021 7.93506 6.51119 4.61678
blackscholes 0 13.398 0.390646 1.77245 17.4433 1.22261 3.74069 4.71433 9.70985 4.61957 11.1601 3.18334
bodytrack 0 5.71675 8.7339 0 3.0985 1.17826 0.655573 0.831403 6.32735 5.30294 3.25235 1.99274
cfd 0 15.4338 1.13509 0.976669 15.578 5.57576 4.14388 5.14923 9.46461 4.44735 9.71853 6.49312
fluidanimate 0 19.7039 13.6487 2.78669 16.8333 12.7625 1.3468 8.95413 17.6241 14.4737 14.4536 10.5742
HOP 0 29.0663 2.031 19.0076 11.4504 15.9678 4.26862 21.2437 21.9969 2.11178 8.84587 22.9386
Jacobi 0 22.1569 99.8719 6.07293 99.8719 0.814441 2.3642 12.4662 4.82071 32.3824 14.576 0.762332
Kmeans 0 59.3599 99.9956 53.5462 99.9956 2.87464 59.2959 59.2991 6.55642 43.3826 18.9631 4.12618
AVERAGE 0 20.654 19.7018 13.8956 24.3186 7.56392 12.0177 15.1215 9.87014 12.0426 10.0503 6.44531
