Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0 0 0 0 3.39557 3.39557 2.65296 4.71788 2.94188 2.08408
bfs 0 0 0 6.25908 0 0 4.48155 4.48096 3.97561 3.67477 3.03839 1.74731
filebound 0 22.3141 3.1583 12.4188 0 0 12.725 12.8201 4.56662 5.55564 1.19418 0.354109
Kmeansnf 0 74.4977 66.364 70.646 0.100286 0 74.4807 74.4732 5.17214 14.6443 5.1133 5.11094
svmrfe 0 10.5357 2.20873 0 0.713832 0.713832 5.38552 6.03632 8.06199 4.85842 5.76922 5.72983
apr 0 9.06185 8.05251 2.9172 0 4.96641 4.9075 9.89093 9.37883 7.82092 3.61847 5.61822
btree 0 0 0 0 0 0 2.41754 2.44954 1.66901 3.465 3.30339 1.17606
lud 0 12.8135 29.337 0 31.6053 24.367 0.493944 13.2891 12.0053 33.0135 30.6124 22.5571
nn 0 34.6013 10.7215 31.4389 12.1012 0.329965 29.0792 29.1716 5.25847 18.635 11.799 3.2002
particlefilter 0 9.59665 2.31534 2.00663 9.68999 0 1.89003 3.55472 4.61195 3.85407 6.61495 3.13938
PLSA 0 34.2636 20.6223 21.9267 11.2751 23.4581 18.011 27.7007 25.9423 14.8049 6.99882 28.9208
Scalparc 0 25.3988 0.464788 12.5076 0 12.4714 7.14855 5.11601 10.5228 3.56682 1.19786 7.97927
semphy 0 0 0 0 0 0 1.76335 1.77965 0.636636 3.20095 2.39998 0.456622
streamcluster 0 26.7998 23.3145 12.7739 27.2603 1.73715 18.0123 25.7305 18.6034 25.2605 24.2973 8.25986
swaptions 0 17.8358 0.840906 4.41381 3.13004 4.34247 2.19949 3.82827 8.80584 1.98105 4.77366 5.33142
Swish 0 22.5533 3.20279 12.4503 0 0 13.0151 13.0298 4.73826 6.28903 1.19308 0.147692
vips 0 5.26006 2.75355 7.14474 4.35373 4.35373 21.6046 23.3191 8.66198 19.5698 5.92403 5.9548
x264 0 8.72216 2.0398 7.32615 2.4368 0 4.40272 3.25563 11.4406 6.43979 3.85188 3.63173
blackscholes 0 11.47 0 0 5.20105 0 0.788028 2.16082 7.16534 1.74822 6.02338 4.34153
bodytrack 0 1.25019 4.32271 0 0 0 1.29758 1.70028 3.61792 2.78261 1.95127 0.900972
cfd 0 13.3739 0 0 4.93042 4.93042 0.761159 6.14491 8.55306 5.55578 6.54774 6.51978
fluidanimate 0 16.8928 11.9574 0 7.90074 9.62922 3.87021 7.02463 10.5837 8.58477 8.91135 5.81155
HOP 0 25.8436 0 15.2471 2.97634 12.0634 17.4339 17.6781 21.4426 2.4497 3.91958 18.952
Jacobi 0 17.9441 15.6083 0.889109 8.87514 0 6.62624 7.30257 2.61405 18.1463 8.77232 0.806985
Kmeans 0 55.7986 99.9953 49.4157 11.8456 0 51.1097 51.1197 4.20037 41.5258 12.4992 2.77616
AVERAGE 0 18.2731 12.2912 10.7913 5.77583 4.13452 12.292 14.2581 8.19527 10.4858 6.93067 6.06034
