Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0.558083 1.1674 0 1.31562 4.20421 4.1792 1.13279 2.873 0.787176 3.78561
bfs 0 0 0 0 0 0 3.63129 3.63129 3.20257 3.01694 1.01012 1.88551
filebound 0 7.60757 100 20.2467 99.7078 5.04905 20.2045 20.2657 4.06864 7.71417 0 0.690032
Kmeansnf 0 3.2662 99.9574 76.9844 99.9575 3.79475 76.9844 76.9844 3.95085 10.2322 9.90531 2.39426
svmrfe 0 7.64883 98.9926 7.5973 98.9925 13.9353 0.432605 0.432605 4.55442 7.15357 7.18232 9.89512
apr 0 7.58546 100 7.52755 98.6282 13.3982 2.15175 2.1512 10.4028 14.9159 19.3196 7.26352
btree 0 0 0 0 0 0 1.23105 1.23105 2.03959 2.57862 1.00037 1.33519
lud 0 8.81956 99.5859 8.76291 99.5859 99.5859 0.286802 0.286151 0 29.4973 28.4894 13.5764
nn 0 15.7463 100 30.6333 100 15.7013 30.6401 30.6401 15.748 12.0529 22.9555 4.6245
particlefilter 0 4.9391 0 4.87981 5.27674 0 1.12199 1.12199 0.557349 2.63774 5.03579 0.736157
PLSA 0 7.6301 33.9452 33.9027 11.3671 33.9192 33.8747 33.8783 14.7899 11.4076 10.7073 14.5943
Scalparc 0 7.21202 8.65084 20.1176 11.1554 8.13602 14.7669 14.7663 8.21955 5.79756 7.80841 15.0546
semphy 0 0 0 1.1374 0.169691 1.70663 2.28488 2.28488 3.7359 2.11122 1.67277 2.26795
streamcluster 0 15.1432 97.5714 15.1159 97.5714 97.5714 0.152551 0.143756 17.8039 17.7879 26.0232 15.1487
swaptions 0 15.7395 15.6884 15.6881 14.7963 14.9117 9.46478 9.46543 11.4737 0.336816 12.7702 10.9032
Swish 0 7.6221 100 20.4329 99.8804 5.18274 20.4329 20.3469 2.1857 8.14067 0 0.514126
vips 0 9.77151 9.71462 11.7621 11.1987 11.1987 9.05697 9.05738 11.2656 2.21342 11.3902 11.3902
x264 0 6.76452 11.649 7.75727 99.872 13.918 7.73831 7.73923 7.33718 8.88943 5.90142 6.24813
blackscholes 0 9.72199 3.95832 11.0717 16.0407 18.4259 6.4123 6.41294 7.7639 6.34348 14.5865 6.7014
bodytrack 0 4.12757 7.34801 4.07473 5.49299 7.6927 0.625521 0.625777 3.04425 6.7407 3.61386 5.07957
cfd 0 12.0295 0 11.9767 12.2537 12.2537 0.695211 0.59006 9.30453 2.00047 11.1975 8.95345
fluidanimate 0 11.1368 100 13.3964 100 16.8577 1.23368 1.23553 11.9844 16.6753 20.1755 11.1822
HOP 0 20.0215 19.9688 24.2688 5.66249 19.9682 16.304 16.4473 21.2278 14.3684 5.41588 14.5355
Jacobi 0 19.1182 99.8669 19.0697 99.8669 2.57229 3.00598 3.02172 13.9355 30.2446 10.9395 1.94806
Kmeans 0 4.83107 99.9957 60.1437 99.9957 1.93544 60.1437 60.1437 3.23023 43.1048 20.5654 1.98732
AVERAGE 0 8.2593 48.298 17.1086 51.4989 16.7612 13.0832 13.0833 7.71836 10.7534 10.3381 6.9078
