Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0 8.4819 0 0 3.90117 3.90099 2.43823 4.10791 2.15788 2.50424
bfs 0 0 0 14.0475 0 0 4.20617 4.20617 2.24227 3.46502 1.08099 1.87041
filebound 0 25.331 5.03831 17.3974 5.6568 0.28085 23.1844 23.1841 8.32027 7.78029 4.54453 0.721469
Kmeansnf 0 77.3916 99.9582 73.977 99.9582 5.26382 77.3605 77.3605 9.486 12.9099 11.2309 5.34799
svmrfe 0 15.5909 9.25629 4.51717 15.1928 15.333 5.84785 5.8959 11.2555 11.4477 9.95606 7.79135
apr 0 12.8222 7.00711 5.38459 5.62237 8.91534 4.02108 3.55277 10.0265 8.42319 4.27726 8.87105
btree 0 0 0 3.8753 0 0 1.36929 1.33948 2.59042 5.01434 0.717874 0.804622
lud 0 14.4749 99.6116 0 99.6111 14.2281 4.63324 4.63324 17.537 33.7522 32.8051 21.5434
nn 0 37.5528 12.9604 30.2675 28.0043 6.56324 34.5874 34.5871 8.71131 19.7466 25.615 5.95223
particlefilter 0 12.9161 5.72028 3.7192 13.1293 3.07977 5.42017 5.42976 8.46944 6.44338 11.847 5.59942
PLSA 0 37.8362 4.33452 27.7195 16.5606 27.5641 27.1362 27.1679 20.2068 5.82853 14.2697 30.1427
Scalparc 0 29.0725 5.47819 17.0556 8.20659 17.0577 10.1888 15.9027 10.7689 6.8122 6.20759 9.2266
semphy 0 0 2.36179 1.94466 0 0 1.48185 1.48036 1.69275 2.6661 2.08246 0.654126
streamcluster 0 23.8518 24.3345 10.8845 33.5983 26.9641 4.03025 15.6206 15.0405 26.636 31.8489 22.1013
swaptions 0 18.3164 6.3738 6.32991 11.1612 3.57213 2.51234 2.54463 8.81122 3.15493 10.1769 4.85824
Swish 0 25.6302 7.06027 17.5983 5.71685 0.0365932 23.1663 23.1047 17.0885 8.93289 4.73826 0.853564
vips 0 12.9886 10.83 8.58733 12.1748 12.1748 15.4806 15.4806 13.5244 13.9643 12.8382 12.8103
x264 0 12.655 6.36022 11.4399 6.77365 9.98056 3.57891 3.56558 9.39793 6.88259 7.07583 8.48879
blackscholes 0 14.5185 2.54744 6.48077 19.1583 2.54744 4.5763 4.56052 9.70243 3.062 13.801 3.01745
bodytrack 0 6.332 9.37447 0 4.03573 1.88769 0.387269 0.402569 9.61351 6.69294 3.92888 2.18065
cfd 0 15.8701 1.61155 0 15.9873 9.77709 4.06559 3.9919 9.91063 3.41122 11.8832 6.84045
fluidanimate 0 19.4847 14.4769 5.9467 16.7433 12.6597 6.73799 6.78708 15.8237 14.9124 16.8774 12.3189
HOP 0 29.5198 0 16.5357 12.0503 16.5359 13.6501 20.564 25.9618 3.39837 10.0752 19.5842
Jacobi 0 23.4427 99.874 7.52135 99.8739 2.43635 0.344923 12.1868 11.0772 33.9814 15.7722 1.07602
Kmeans 0 60.3036 99.9958 56.5744 99.9958 0 60.3624 60.3624 6.5516 43.7051 21.066 4.83633
AVERAGE 0 21.0361 21.3826 14.2514 25.1685 7.87433 13.6892 15.1125 10.65 11.8853 11.475 7.99983
