Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 1.02564 0.769231 0 100 0 0.769231 0.769231 0.769231 100 4.10256 3.07692 3.58974
bfs 1.53846 1.02564 0 100 0 0 5.12821 5.12821 99.7436 32.8205 2.05128 1.79487
filebound 1.53846 1.02564 0.769231 100 0.769231 0.769231 1.02564 1.02564 100 1.02564 2.5641 3.84615
Kmeansnf 0.25641 1.02564 100 100 100 0 100 100 100 100 4.87179 1.28205
svmrfe 0.512821 1.02564 18.2051 100 0 0 1.28205 6.92308 100 0.769231 1.02564 1.28205
apr 1.53846 0.512821 4.61538 100 0 0.25641 0.512821 2.30769 100 1.28205 2.30769 3.07692
btree 1.02564 0.769231 0 100 0 0 1.02564 1.02564 100 2.05128 1.53846 1.28205
lud 3.33333 1.53846 100 100 100 12.0513 8.46154 8.71795 100 10.5128 8.97436 2.30769
nn 0.25641 1.28205 0.25641 100 0.25641 0.512821 1.28205 1.02564 100 1.53846 1.79487 1.28205
particlefilter 1.02564 0.769231 0 100 0 0.512821 0.769231 1.02564 100 1.79487 3.33333 2.5641
PLSA 2.05128 0.512821 32.3077 100 0 31.5385 3.33333 4.10256 100 2.82051 3.58974 1.79487
Scalparc 0.769231 0.769231 0.769231 100 0.25641 5.64103 3.58974 1.02564 100 0.769231 2.82051 2.5641
semphy 0.512821 2.5641 0 100 0 1.53846 1.79487 1.79487 100 1.02564 0.769231 3.07692
streamcluster 1.53846 1.02564 0.25641 100 0 5.12821 8.20513 9.48718 100 0.769231 2.82051 3.07692
swaptions 1.79487 1.02564 0.512821 100 0.25641 0.25641 2.82051 3.58974 100 0.25641 3.58974 4.10256
Swish 0.769231 0.769231 0.25641 100 0.25641 0.25641 1.53846 1.53846 100 1.28205 2.82051 2.30769
vips 0 2.05128 7.4359 100 0.25641 0.25641 1.28205 0.512821 100 2.5641 0.512821 2.82051
x264 1.02564 0.769231 0.25641 100 0.25641 0.25641 1.28205 0.25641 100 0.769231 2.05128 4.10256
blackscholes 0.769231 3.07692 0 100 0 0 4.35897 1.53846 100 1.79487 2.30769 3.07692
bodytrack 1.53846 1.53846 0.769231 100 0.512821 0.25641 1.02564 1.28205 100 0.512821 2.30769 2.82051
cfd 1.28205 0.769231 0 100 0 0 0.769231 1.53846 100 0.769231 1.79487 2.05128
fluidanimate 1.02564 1.02564 1.28205 100 0.25641 1.28205 0 1.53846 99.7436 2.30769 1.28205 1.53846
HOP 2.82051 1.02564 5.38462 100 0 0 0.769231 1.53846 100 1.53846 5.64103 4.10256
Jacobi 0.769231 1.53846 100 100 100 0.769231 4.35897 0.769231 100 4.87179 8.97436 2.05128
Kmeans 2.30769 1.79487 100 100 100 0.512821 1.79487 1.79487 100 82.3077 38.2051 1.53846
AVERAGE 1.24102 1.2 18.9231 100 16.1231 2.50257 6.28718 6.41026 99.9795 10.4103 4.44102 2.53333
