Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 1.32079 0.667934 1.27658 0 1.30108 4.21545 4.21545 2.12409 2.88473 0.778285 3.83436
bfs 0 0 0 0 0 0 3.6148 3.6148 3.72503 3.0115 1.01284 1.88203
filebound 0 20.2743 100 20.2743 99.708 5.1099 20.1964 20.1964 3.0267 11.2861 0 0.629299
Kmeansnf 0 77.0055 99.9575 77.0055 99.9575 3.88315 77.0055 77.0055 3.88566 10.2406 9.90892 2.48284
svmrfe 0 7.65308 98.9926 7.67962 98.9935 14.1015 0.703096 0.703367 8.1999 7.57291 7.35461 10.3168
apr 0 7.79949 100 7.74416 98.6314 13.6187 2.41522 2.30019 7.62748 14.9096 19.5431 7.35879
btree 0 0 0 0 0 0 1.12032 1.12032 0.986579 2.37353 1.04259 1.38253
lud 0 8.70059 99.5853 8.64609 99.5853 99.5853 0.34493 0.000326329 10.5835 29.3559 28.3463 13.3544
nn 0 30.4679 100 30.3302 100 15.3223 30.3302 30.3302 6.1589 12.4492 22.6148 4.57342
particlefilter 0 5.06183 0 5.0004 5.39656 0 1.25976 1.25976 6.32539 2.62117 5.08907 0.705566
PLSA 0 34.0616 34.1192 34.0614 11.5797 34.0614 33.9753 33.9795 13.7719 10.0114 10.8168 14.7677
Scalparc 0 20.2074 8.71967 20.1779 11.1896 8.10707 14.5979 14.5979 8.10707 5.80088 7.49739 13.1778
semphy 0 1.05719 0 1.00706 0.0380532 1.56144 2.15496 2.15496 3.30666 3.17555 1.70879 2.21556
streamcluster 0 14.9643 97.5655 14.9075 97.5655 97.5653 0 0 14.506 17.7675 26.0031 15.0422
swaptions 0 16.4071 16.3644 16.3641 15.4795 15.4708 10.099 10.0997 12.392 0.514538 13.1281 11.2106
Swish 0 20.6087 100 20.6087 99.8807 5.39328 20.6087 20.656 4.77705 8.62576 0 1.10892
vips 0 11.7033 9.5954 11.7276 11.1643 11.1643 9.05241 9.05221 14.1316 10.6731 11.3402 11.3402
x264 0 7.72318 11.6155 7.72227 99.872 13.846 7.6148 7.61602 7.74615 8.50943 5.77073 6.21835
blackscholes 0 10.8201 3.63005 10.7665 15.7527 18.1464 6.14317 6.14317 9.1673 10.2097 14.4111 6.57251
bodytrack 0 3.9921 7.21429 3.93661 5.35671 7.60708 0.557712 0.557455 7.06118 6.66429 3.64324 4.967
cfd 0 11.8721 0 11.8207 12.0986 12.0986 0.619959 0.599072 13.7363 1.93502 11.1175 8.90455
fluidanimate 0 13.3778 100 13.3336 100 16.7352 1.04125 1.04373 11.4346 16.6077 20.0783 14.3297
HOP 0 24.5586 20.2256 24.4404 5.8734 20.1495 16.5343 16.5346 16.0624 21.295 5.5603 14.5168
Jacobi 0 18.7167 99.8662 18.6525 99.8662 2.07145 2.48776 2.48877 10.1649 30.0283 10.7443 2.24396
Kmeans 0 60.1817 99.9957 60.1817 99.9957 2.02642 60.1817 60.1817 4.50706 43.1666 20.6339 2.1328
AVERAGE 0 17.1414 48.3246 17.1066 51.5194 16.757 13.075 13.058 8.14062 11.6676 10.3258 7.01075
