Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0.512821 0.25641 0 100 0 0 1.02564 1.53846 97.4359 0.512821 2.5641 1.53846
bfs 0.512821 0.25641 0 100 0 0 2.05128 0.769231 99.2308 0.512821 2.82051 0.512821
filebound 0 0.769231 0.25641 100 0 0 0 0.512821 98.9744 0.512821 1.79487 1.53846
Kmeansnf 0.512821 0.512821 100 100 0 0 64.1026 64.6154 98.4615 100 1.02564 1.28205
svmrfe 0.769231 1.02564 0 100 0 0 0.512821 1.02564 99.4872 0.769231 0.512821 1.02564
apr 0.769231 0.512821 3.58974 100 0 0.25641 3.07692 5.12821 100 0 1.53846 0.25641
btree 0.512821 0.25641 0 100 0 0 0.25641 1.28205 98.4615 0.25641 2.5641 1.53846
lud 0 0.25641 10.7692 100 0.25641 0.512821 9.48718 0.25641 98.7179 0.512821 0.25641 1.02564
nn 0.769231 0 0 100 0 0 0 1.28205 99.2308 1.28205 2.5641 0.769231
particlefilter 0.769231 0.512821 0 100 0 0.769231 0 15.8974 99.4872 0 0.769231 1.53846
PLSA 1.53846 0.25641 0 100 0 8.97436 1.02564 3.07692 99.2308 0 2.82051 0.512821
Scalparc 1.02564 0.25641 0 100 0 0 3.33333 2.05128 99.2308 0 1.02564 0.769231
semphy 0 0 0 100 0 0 1.02564 0 100 0.769231 0.769231 1.02564
streamcluster 0 0.512821 0 100 0 0 0.512821 1.79487 98.7179 0.512821 1.02564 2.05128
swaptions 0 1.02564 0 100 0 0 2.05128 14.1026 98.2051 0 1.28205 1.79487
Swish 0.769231 1.28205 0 100 0 0 0 0.769231 99.7436 0.512821 2.05128 0.25641
vips 0.25641 0.512821 1.02564 100 0 0 0.25641 4.61538 98.2051 0.769231 1.02564 0.769231
x264 0.769231 0.769231 0.25641 100 0 0 0.769231 1.53846 99.4872 0.512821 0.512821 2.30769
blackscholes 0.25641 0.25641 0 100 0 0.512821 2.05128 24.359 98.7179 0.25641 0.512821 1.28205
bodytrack 0.769231 0.512821 2.05128 100 0 0.25641 0.512821 1.28205 99.2308 0.25641 1.02564 0.512821
cfd 0.769231 0 0.512821 100 0 0 0.512821 21.2821 98.7179 0 1.02564 0.512821
fluidanimate 0.769231 0 0 100 0 0 2.5641 8.97436 98.4615 0.512821 0.769231 1.53846
HOP 0.25641 0.769231 0 100 0 3.58974 1.02564 1.28205 99.4872 0.769231 1.28205 0.512821
Jacobi 0.512821 0 0 100 0 0 12.8205 10.7692 97.6923 6.66667 1.79487 0.512821
Kmeans 0.769231 0 0 100 0 0 1.02564 4.10256 98.9744 35.3846 1.79487 1.02564
AVERAGE 0.54359 0.420513 4.73846 100 0.0102564 0.594872 4.4 7.69231 98.9436 6.05128 1.40513 1.05641
