Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0.25641 0 100 0 0 0.25641 0.769231 87.1795 0 1.28205 1.02564
bfs 0 0 0 100 0 0 0 0 89.2308 0 1.79487 0.769231
filebound 0 0.25641 0.25641 100 0 0.25641 0 0.25641 85.8974 0.25641 0.512821 0.25641
Kmeansnf 0.25641 0 99.7436 100 0 0 0 0.512821 86.9231 1.53846 1.28205 0.25641
svmrfe 0.512821 1.02564 0 100 0 0 0.512821 0 86.6667 0.769231 0.769231 0
apr 0 0 0 100 0 0 0 0 84.359 0 1.02564 0.512821
btree 0 0 0 100 0 0 0 0.25641 90 0.25641 1.53846 0
lud 0.25641 0.25641 2.05128 100 0 0 0.512821 0.512821 87.6923 0 0.512821 0.25641
nn 0 0 0 100 0 0 0.769231 0 88.4615 0.769231 0.512821 1.28205
particlefilter 0.25641 0 0 100 0 0 12.3077 27.6923 87.1795 0.25641 0.769231 0.769231
PLSA 0 0.512821 0 100 0 0 0.25641 0 86.9231 0 1.02564 1.02564
Scalparc 0.512821 0 0 100 0 0 0.25641 0 85.8974 0 0.512821 0.25641
semphy 0 0 0 99.7436 0 0 0 0.25641 87.1795 0 2.05128 0.769231
streamcluster 0 0.769231 0 100 0 0 1.28205 0 85.3846 0.769231 3.33333 1.28205
swaptions 0 0 0 100 0 0 4.10256 1.28205 88.7179 0 0.512821 0.769231
Swish 0 0 0 100 0 0 1.02564 0 87.6923 0 0.25641 0.769231
vips 0.512821 0.25641 0 100 0 0 3.33333 0.769231 88.7179 0.512821 1.28205 0.25641
x264 0 0 0 100 0 0 0.25641 0 87.9487 0 0 0.25641
blackscholes 0 0.512821 0 100 0 0 7.17949 7.17949 83.3333 0.25641 0.25641 0.25641
bodytrack 0.25641 0.25641 0 100 0 0 0 0.25641 85.641 0 1.02564 0.512821
cfd 0 0 0 100 0 0 1.79487 0 71.7949 0 0.769231 1.02564
fluidanimate 0 0 0 100 0 0 0 0 90.2564 0 0 0.512821
HOP 0 0 0 100 0 0 0.25641 0 88.9744 0 1.02564 0.25641
Jacobi 0 0 0 100 0 0 0 0.512821 88.2051 4.35897 1.28205 0.512821
Kmeans 0.25641 0 100 100 0 0 0 0 89.7436 66.9231 0.512821 1.02564
AVERAGE 0.112821 0.164103 8.08205 99.9897 0 0.0102564 1.3641 1.61026 86.8 3.06667 0.953846 0.584615
