Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0 6.25041 0 0 3.88554 4.18798 22.0506 4.15798 5.90667 1.67657
bfs 0 0 0 11.2522 0 0 2.88126 2.89984 23.5797 2.12378 3.09627 3.11565
filebound 0 0.615752 1.63833 5.41377 4.67322 0.611345 1.23391 1.32144 1.42641 3.56852 1.2275 1.09069
Kmeansnf 0 0 16.6827 37.8909 2.64171 2.64171 6.66237 64.2123 17.4879 29.3425 2.53894 2.58377
svmrfe 0 0.185046 5.31958 6.37668 4.44714 7.39035 1.18683 1.06567 11.1711 6.91001 3.85811 6.63886
apr 0 0 3.70633 18.0305 0.326896 1.90546 11.9937 16.8442 6.22921 4.23343 1.29664 2.91704
btree 0 0 4.58095 3.85822 0 0 2.09717 2.12699 20.6259 2.57325 4.30401 2.10301
lud 0 0 11.3326 11.5502 16.7365 12.7878 10.3156 13.1972 0 21.2759 15.414 12.843
nn 0 0.309352 8.5069 20.0972 5.32487 1.31249 1.2214 1.61264 10.2935 8.43164 4.13218 1.10804
particlefilter 0 1.70882 2.20198 8.35357 5.72906 0 4.26866 11.4938 0 0.707714 4.71255 2.41879
PLSA 0 0 17.0103 13.9003 8.81907 10.7269 5.80932 19.5265 6.12113 13.1058 2.69008 13.5647
Scalparc 0 0.0406454 2.58727 10.9749 1.21601 0.109156 5.97026 10.3132 0 2.28452 1.273 1.20113
semphy 0 0 0.43017 1.91901 0 0 2.0032 1.87028 20.5058 3.01087 2.17449 0.77437
streamcluster 0 0.221483 14.9394 19.5822 9.9645 9.9645 1.67758 3.00425 12.2532 17.947 4.75045 5.36097
swaptions 0 1.03474 5.18587 13.355 10.6225 8.45999 8.63837 17.0601 0 0.868963 6.4393 9.60241
Swish 0 0.218015 1.94376 5.68375 4.76358 0.156124 1.0206 1.68782 1.50534 3.40997 1.85752 2.50278
vips 0 0 7.03366 16.2904 3.12237 3.22479 11.0767 24.452 17.5161 7.26583 7.676 4.22414
x264 0 0.984045 2.93718 13.2557 5.99379 1.18684 8.19089 15.0491 0 3.84667 1.30953 1.90725
blackscholes 0 0.487956 7.78718 17.4546 9.1814 0.864348 7.39195 14.4022 0 1.16199 3.74572 1.54981
bodytrack 0 0 3.19459 9.21036 0.415208 0.924975 4.83851 8.03608 7.8399 0.498806 1.47468 5.58217
cfd 0 0.819034 0 17.818 11.5244 4.45598 8.35296 17.097 3.06906 0.85796 3.54862 5.34299
fluidanimate 0 0.605963 5.31956 14.553 2.98842 2.74401 8.01079 14.4945 0 1.61735 3.68731 5.45905
HOP 0 2.43133 5.41445 15.2217 7.05838 11.6624 6.36832 16.8191 6.83344 2.65761 5.22798 12.5361
Jacobi 0 3.43304 11.3974 9.48745 3.4347 12.1927 8.6606 8.43786 0 5.79202 4.06493 4.84619
Kmeans 0 0 19.2573 31.225 7.11484 0.48818 1.1718 2.00791 15.5028 35.9028 4.78131 0.985418
AVERAGE 0 0.523809 6.3363 13.5602 5.04394 3.7524 5.39713 11.7288 8.16044 7.34212 4.04751 4.4774
