Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0 6.25437 0 0 3.78711 3.79726 3.35029 4.47719 2.67495 2.11063
bfs 0 0 0 14.6508 0 0 4.41371 4.41371 2.09181 3.70566 1.10587 1.86456
filebound 0 13.0443 7.49191 15.421 4.94048 0 19.3289 19.4393 5.57694 7.38542 3.6628 1.74643
Kmeansnf 0 1.70901 63.081 73.0641 99.9568 2.03207 76.5985 76.5985 6.13066 13.8089 8.28873 6.91479
svmrfe 0 15.2149 7.35627 2.58227 8.2006 6.03327 0.196396 5.85778 13.1259 9.79566 6.7041 6.19258
apr 0 11.9662 8.24595 6.10179 1.84092 8.07603 2.42493 2.30755 11.3064 8.95414 3.12501 6.82017
btree 0 0 0 4.81895 0 0 1.11215 1.10679 1.54884 5.43545 1.05006 0.728867
lud 0 14.2654 99.6106 0.684791 99.6108 32.4802 7.66813 7.65189 5.83834 33.6598 32.7511 16.4203
nn 0 24.0635 14.7018 34.372 27.9224 6.45679 31.3765 31.3836 8.17665 24.3999 20.7825 5.30229
particlefilter 0 12.2385 4.95279 4.92497 12.389 2.25787 5.35557 5.42821 6.91071 5.12884 10.5609 2.4928
PLSA 0 12.1168 3.08204 25.3068 15.4593 26.7739 9.32743 26.9835 21.9672 14.4551 12.345 29.8325
Scalparc 0 16.3982 4.10123 15.7077 4.03702 15.8048 8.01072 13.7036 11.9724 4.71308 3.36594 5.76206
semphy 0 0 0 1.95154 0 0 1.59337 1.5949 3.737 3.3222 2.62176 1.12347
streamcluster 0 26.9424 24.0888 13.0786 36.2653 24.2069 10.4265 21.332 10.187 29.0957 31.8547 25.8722
swaptions 0 18.0225 5.99848 4.71392 10.8721 4.63943 2.42736 3.17289 10.0794 2.90479 7.58508 4.33644
Swish 0 13.1268 7.76932 15.46 5.11303 0 19.4648 19.4634 4.00591 7.36377 3.71659 0.226886
vips 0 9.65538 9.46418 13.5381 10.9528 10.9528 16.1835 16.2286 12.9963 15.0502 11.6983 11.8233
x264 0 11.0555 6.83438 10.6419 5.93135 9.16937 5.02919 5.00758 10.2161 7.9331 6.45004 4.68632
blackscholes 0 12.1483 0.524344 1.90614 17.5543 1.35586 3.90852 4.89002 10.0828 3.60885 11.2562 3.30699
bodytrack 0 5.66684 8.70817 0 3.00316 1.10258 0.576568 0.812907 4.65349 4.93634 3.35451 1.92459
cfd 0 15.264 0.863182 0.703147 15.3421 5.31571 3.77698 5.13643 10.3295 4.32399 9.81814 6.34227
fluidanimate 0 17.638 13.7298 2.88453 16.9131 12.8287 1.38054 8.94661 13.9062 14.3906 14.443 11.1406
HOP 0 25.0112 1.99393 18.9763 11.414 15.9346 4.25414 21.2712 25.0299 2.26927 8.86314 22.9258
Jacobi 0 22.296 99.8722 6.29672 99.8722 1.0471 2.39929 12.5079 7.63958 32.2118 14.4928 0.773828
Kmeans 0 2.77401 99.9956 53.4534 99.9956 2.6792 59.2046 59.2085 5.42427 43.3923 18.9984 4.0267
AVERAGE 0 12.0247 19.6986 13.8998 24.3035 7.56589 12.009 15.1298 9.05134 12.2689 10.0628 7.38789
