Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0 2.62591 0 0 2.65492 2.65353 2.7038 4.84609 2.78169 2.17111
bfs 0 0 0 10.8426 0 0 4.51616 4.51616 2.18931 3.83254 1.43099 1.9146
filebound 0 11.6733 4.99511 14.0798 3.39105 0 14.1906 14.1832 4.12051 5.63736 1.54299 0.326664
Kmeansnf 0 0 67.8429 71.9366 4.53436 0 75.6191 75.6191 7.4601 14.1657 5.45805 5.07959
svmrfe 0 13.7655 5.77325 0.823159 4.30178 4.30178 1.79486 10.0662 14.0468 6.46659 6.53947 6.4967
apr 0 10.5392 8.62373 4.52926 0.20333 6.54159 4.34053 5.29613 11.6827 8.13027 3.36105 5.56343
btree 0 0 0 0.404035 0 0 1.86311 1.86311 1.32324 4.91981 2.16315 0.669918
lud 0 14 99.6095 0.360966 32.5844 0 10.872 10.8683 17.1599 33.5898 32.3773 18.3942
nn 0 22.6771 13.108 33.1744 14.3382 4.69713 31.3946 31.3933 5.97835 19.2329 14.4873 3.22412
particlefilter 0 10.9335 3.79728 3.49471 11.0646 0.785256 4.12571 4.45147 5.95362 4.26659 8.77334 1.94887
PLSA 0 10.3567 22.4969 23.7737 13.709 25.2685 12.0036 28.6526 23.1885 12.1664 9.9655 30.2461
Scalparc 0 14.9223 2.35773 14.1711 0.91567 14.2683 11.0593 11.1064 10.1123 4.1688 1.60391 6.9954
semphy 0 0 0 0 0 0 1.6458 1.64759 1.5255 3.38057 2.47029 0.603459
streamcluster 0 28.9022 25.7859 15.3784 37.9516 26.2711 16.4853 25.8561 11.1544 30.5055 30.7351 8.4584
swaptions 0 18.0053 1.08408 4.64615 10.8112 4.57625 4.7976 1.09857 8.49192 1.37848 4.45692 2.60551
Swish 0 11.7642 5.05688 14.127 3.57163 0 14.2622 14.2588 4.76652 5.66991 1.63709 0.0243623
vips 0 7.31547 7.07544 11.2611 8.60394 8.60394 19.1904 20.3688 11.7751 17.3229 9.52673 9.50838
x264 0 9.49185 3.94904 9.13514 4.34318 0.497195 5.05689 4.25467 7.21348 7.43238 5.20837 1.57891
blackscholes 0 11.0768 3.31662 0.874977 9.88496 0.320361 0.684723 4.25744 5.68165 3.03804 7.76463 4.05136
bodytrack 0 3.79318 6.83901 0 1.08884 0 1.15966 2.37599 8.82973 2.73498 2.31469 1.48493
cfd 0 14.7589 0.226571 0 14.6704 4.56737 0 4.27173 10.3549 5.87682 7.19189 6.20418
fluidanimate 0 16.5613 13.9285 1.56495 11.8769 11.6656 1.33165 8.15383 11.1114 12.5521 11.0287 9.11753
HOP 0 23.6176 0.124226 17.4285 7.17211 14.3268 13.678 21.106 23.9594 1.70566 6.38324 21.8226
Jacobi 0 20.2284 19.1515 3.70764 14.9753 0 4.63059 9.95529 3.34426 26.0408 13.1518 0.832932
Kmeans 0 0 99.9955 51.6705 99.9955 0 56.057 56.0611 6.38059 42.5233 15.7532 3.33863
AVERAGE 0 10.9753 16.6055 12.4004 12.3995 5.06765 12.5366 14.9734 8.82032 11.2634 8.3243 6.10648
