Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0 2.75592 0 0 2.86007 2.88039 20.1605 3.66767 5.32949 1.19723
bfs 0 0 0 2.77292 0 0 2.64235 2.8098 18.836 1.65873 3.35219 2.26774
filebound 0 0.840292 4.5615 3.49723 2.72997 0.824238 0.470266 1.53982 2.89521 4.64745 0.690128 0.098282
Kmeansnf 0 0 15.151 33.4926 0.280451 0.280451 3.43756 3.36626 16.4865 27.1609 2.90714 3.22722
svmrfe 0 0 6.26524 1.36742 4.54635 0.259426 0.279815 0.336709 11.2716 8.22297 3.89177 4.50072
apr 0 0 2.05586 11.655 0 0 7.50491 9.03955 5.03156 3.79398 1.35421 1.48656
btree 0 0 0.743169 0 0 0 1.21307 1.62535 19.5945 1.75173 3.48902 1.90568
lud 0 0.30847 2.93077 7.50942 9.951 5.58174 8.55177 15.0604 0 2.69376 7.32537 3.23966
nn 0 0 2.31004 2.55342 5.1868 0.169319 1.04889 1.11854 10.2056 3.18722 2.41985 4.46015
particlefilter 0 0 0.581886 6.7059 2.09823 0.958071 6.9084 12.6684 1.09714 0.864225 1.86472 1.58298
PLSA 0 0 11.9912 9.91417 2.43048 8.35812 9.29746 15.3981 6.57576 9.03727 3.14577 8.77197
Scalparc 0 0 4.31438 5.28712 1.12763 1.38526 3.02483 5.53917 0 9.38224 1.10123 6.34689
semphy 0 0 0 0.337248 0 0 1.62744 1.86246 17.6582 1.71814 1.63847 0.535855
streamcluster 0 0 13.4525 0.939394 0.883734 0.883734 0.834512 0.740042 9.93558 19.3861 1.25839 2.03251
swaptions 0 0.0853738 2.79205 10.0741 6.10018 4.88128 11.7069 18.9435 0 2.53694 9.92177 8.13883
Swish 0 1.01377 5.7731 3.46804 2.69741 1.0001 0.227518 1.37702 4.38378 4.2457 0.529444 0
vips 0 0 6.18866 17.7937 0 0 13.4335 21.7646 14.8819 4.82002 6.31152 2.28259
x264 0 0 1.45657 8.4392 0.910964 1.25521 9.50829 9.96174 0.502573 2.51144 0.778419 2.26726
blackscholes 0 0.368821 1.92816 7.91563 0.422577 0.690319 9.83072 16.7042 0 1.05042 1.88727 0.480899
bodytrack 0 0 0.663969 4.53268 0.263911 0.41086 3.78453 3.6305 6.91496 2.21186 1.14486 0.492808
cfd 0 0 0.989994 11.6163 2.67845 2.41404 11.7144 18.904 8.83859 1.97861 3.39558 2.2497
fluidanimate 0 0 1.23791 7.63472 3.1503 0.734837 8.96307 13.8498 0.275435 5.70029 2.67957 0.894288
HOP 0 0 1.13042 10.147 2.86459 11.1212 9.85195 12.6617 6.89927 11.4762 3.87235 11.1316
Jacobi 0 0.229865 15.2213 6.39192 3.90543 16.0224 6.52752 6.41736 0 7.28753 4.0299 5.83338
Kmeans 0 0 15.7196 0 0 0 1.34815 1.37211 14.0606 19.4034 1.45291 0.788418
AVERAGE 0 0.113864 4.69837 7.07204 2.08914 2.28922 5.46392 7.98286 7.86021 6.41579 3.03085 3.04853
