Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0.25641 0 0 0 0 2.05128 3.58974 46.6667 2.5641 1.79487 2.05128
bfs 0 0.25641 0 0 0 0 1.53846 2.5641 41.2821 2.05128 3.33333 3.33333
filebound 0 1.02564 0 0 0 0 0.769231 0.769231 43.5897 3.58974 1.28205 3.84615
Kmeansnf 0 100 100 100 100 0 100 100 46.1538 11.7949 100 2.5641
svmrfe 0 0.512821 0.769231 0.25641 0.512821 0.512821 1.02564 1.28205 37.4359 2.05128 1.53846 1.02564
apr 0 0.25641 2.82051 0 0 0 1.79487 0.769231 42.5641 2.30769 0.512821 1.02564
btree 0 0.25641 0 0 0 0 2.5641 4.87179 43.3333 1.79487 2.5641 1.79487
lud 0 0 100 100 100 0 5.64103 6.41026 45.641 100 100 1.02564
nn 0 0.25641 0 0 0 0 0.25641 0 43.8462 1.79487 4.35897 2.05128
particlefilter 0 1.79487 0 0 0 0 1.28205 1.02564 43.0769 1.02564 1.02564 1.02564
PLSA 0 0.769231 37.4359 0 0 37.4359 0.512821 0.512821 41.2821 1.53846 3.84615 4.10256
Scalparc 0 0.25641 0.25641 0 0.25641 0 0.25641 1.02564 40.5128 1.28205 2.30769 0
semphy 0 1.02564 74.359 0 0 0 2.05128 2.05128 42.3077 2.05128 2.5641 2.05128
streamcluster 0 0.769231 0.25641 11.7949 100 11.7949 3.58974 5.89744 40.5128 0.769231 2.5641 1.28205
swaptions 0 0.25641 0 0 0 0.25641 0.25641 1.02564 41.2821 1.28205 1.53846 1.28205
Swish 0 0.25641 0 0 0 0 0.25641 0.25641 39.4872 2.05128 3.33333 1.79487
vips 0 0.512821 0 0 0 0 3.84615 4.35897 39.7436 1.53846 0.25641 1.53846
x264 0 0.769231 0 0 0 0 0.769231 0.769231 42.3077 2.30769 2.05128 2.82051
blackscholes 0 1.28205 0.769231 0.25641 0.25641 0.512821 1.02564 1.02564 43.8462 2.30769 1.53846 2.30769
bodytrack 0 1.02564 0 0 0 0.25641 0.512821 0.512821 44.359 1.79487 2.5641 2.30769
cfd 0 0.769231 22.3077 0 0 0 0.769231 0.512821 42.3077 0.769231 0.769231 1.02564
fluidanimate 0 1.02564 5.38462 0.25641 0.25641 3.07692 3.33333 1.53846 42.0513 0.25641 0.25641 0.25641
HOP 0 0.512821 1.28205 0 0 0 0.769231 0.769231 41.7949 2.30769 1.53846 2.05128
Jacobi 0 1.28205 100 0 100 0 1.53846 1.28205 42.8205 99.4872 100 4.10256
Kmeans 0 100 100 100 100 0 100 100 43.3333 52.0513 100 3.58974
AVERAGE 0 8.60513 21.8256 12.5026 20.0513 2.15385 9.45641 9.71282 42.4615 12.0308 17.6615 2.01025
