Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 2.52311 1.9884 3.34145 2.48802 5.33721 4.04025 4.04025 24.7475 3.46803 1.66007 3.01825
bfs 0 0.962659 3.13081 3.55676 1.86795 2.76972 4.04096 4.04096 27.594 4.07508 1.06576 1.87148
filebound 0 2.73365 8.08992 25.7898 8.93195 2.7314 23.3567 23.3825 0 8.74639 3.96306 0.963068
Kmeansnf 0 0 17.6795 59.6448 17.6795 12.491 64.4001 64.4001 17.2175 28.8892 2.43151 5.18214
svmrfe 0 3.86436 11.5514 34.8469 14.5344 10.776 2.70548 2.5516 0 10.3659 11.643 9.96159
apr 0 2.91956 9.64224 20.58 26.3086 10.0426 3.48424 3.60039 0 12.5881 12.7769 9.84475
btree 0 4.64841 5.59675 5.80867 5.81102 5.42692 1.16433 1.16402 22.0505 3.50802 0.837211 1.02081
lud 0 1.22306 0 24.5051 0 23.7119 2.13441 1.92043 0 23.5492 25.0761 8.91377
nn 0 3.47608 29.9 38.2323 37.9121 3.45952 36.2913 36.3152 0 16.4417 33.2237 7.54175
particlefilter 0 2.58101 0.131592 22.2693 19.4293 0 2.93051 2.9043 0 4.8427 10.055 3.19925
PLSA 0 3.21119 24.7632 26.6841 23.9136 24.7632 30.6012 31.224 0 31.2732 14.0977 24.3938
Scalparc 0 4.6176 20.7044 25.1896 7.80345 5.44677 14.5381 15.5423 0 8.83749 6.07891 13.3185
semphy 0 7.45192 0 9.65527 8.49173 9.65527 1.75552 1.55874 18.2956 2.70282 1.90605 1.35476
streamcluster 0 0.927233 32.4141 28.4305 0 31.5687 9.19732 9.38763 0 23.8747 29.3108 8.83773
swaptions 0 3.84519 5.58949 26.0244 26.2922 9.34755 4.92027 4.89633 0 3.34217 12.3902 6.31187
Swish 0 2.39676 7.84516 25.7894 8.80602 2.39126 23.219 23.2498 0 7.51697 4.14413 0.375399
vips 0 1.46075 6.74079 28.2748 22.1464 22.1464 13.878 13.8779 12.6345 9.38638 13.7341 13.7341
x264 0 0 6.12838 26.0341 10.3808 8.69029 12.3303 11.6179 0 8.18479 7.42694 11.4452
blackscholes 0 2.81873 4.61018 28.2854 27.7963 8.18573 5.129 5.12382 0 6.25469 16.0702 11.5617
bodytrack 0 0.026469 2.25498 17.2158 6.00803 2.45183 0 0 0 8.23787 4.33781 3.01569
cfd 0 3.74542 0 33.7904 24.7082 3.72637 2.97318 3.07918 0 2.68891 13.3363 8.6045
fluidanimate 0 0.588394 12.2337 24.9005 27.6071 14.0245 3.33389 3.82223 0 16.8343 20.4445 13.4791
HOP 0 0.743331 7.6215 23.1765 18.7986 18.6829 17.4031 18.6893 0 10.9073 10.5332 19.1695
Jacobi 0 3.25943 0 31.9512 0 3.30607 10.4369 10.4394 0 28.9758 7.88159 4.61198
Kmeans 0 0.802605 11.2287 56.0619 11.215 11.1026 57.4572 57.4572 11.3814 55.4325 7.85524 4.57985
AVERAGE 0 2.43308 9.19381 26.0016 14.3572 10.0894 14.0689 14.1714 5.35684 13.637 10.8912 7.85242
