Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0.419868 5.76857 2.43123 3.96312 3.59907 3.64984 3.65425 26.4288 4.42745 2.76438 2.60577
bfs 0 1.60483 3.93589 3.42392 2.32448 3.16326 4.32491 4.32491 27.2734 4.59172 1.15858 2.3315
filebound 0 1.10192 9.17059 12.3806 8.31796 1.03966 19.3962 19.3949 0 8.03513 3.46683 2.4745
Kmeansnf 0 0.209229 30.8655 55.7443 19.9674 5.42958 65.3895 65.3895 20.6808 30.747 5.0267 5.36416
svmrfe 0 1.89403 2.05533 12.0749 11.6113 8.68169 1.63059 7.21956 5.01807 10.0572 11.5812 9.55225
apr 0 2.05456 5.08401 15.2702 4.84902 6.9771 2.38916 2.72332 0 7.15453 3.98537 6.7876
btree 0 0.0429616 8.14625 1.54235 0.616849 0.475168 1.41408 1.40753 23.8268 4.89275 1.25762 1.06231
lud 0 3.20926 0 9.89233 0 30.9021 7.03375 7.21595 0 28.8826 30.3346 17.2719
nn 0 3.07164 18.468 29.7763 31.2103 8.6964 32.0532 31.9371 0 18.3623 21.2602 5.34243
particlefilter 0 2.08889 4.52206 8.02363 26.312 0.675733 4.95175 5.20602 0 4.84674 10.6368 3.17568
PLSA 0 2.26509 18.1691 26.8682 18.3257 18.3451 12.3455 27.4369 0 9.9289 12.4814 30.476
Scalparc 0 3.54467 4.51951 22.1227 6.09664 10.5247 8.81317 13.8491 0 4.42806 3.87911 6.51626
semphy 0 0 3.37104 1.46359 2.78412 0.853171 1.60287 1.59814 21.6473 3.20227 2.51771 1.06784
streamcluster 0 0.432219 27.0122 23.7393 40.2415 21.4946 12.3755 20.688 0 25.2007 31.7954 5.40924
swaptions 0 2.44595 4.3394 12.1331 14.6008 6.24658 2.54049 3.08081 0 1.84994 7.21274 4.34199
Swish 0 0.681209 9.04133 12.2149 8.49801 0.925563 20.1316 20.1316 0 7.08581 3.44344 1.06575
vips 0 1.3104 20.8337 18.0603 25.5992 25.5992 16.4197 16.606 18.1399 15.616 11.7342 11.8247
x264 0 3.30426 4.57748 16.9956 10.6713 5.10632 4.98042 5.10824 0 7.94397 6.18299 4.48761
blackscholes 0 2.02329 5.36206 9.96407 19.7022 2.02123 3.87722 4.76622 0 3.49912 11.1063 3.32359
bodytrack 0 0.909369 1.38634 6.86005 4.70327 0.97727 0.829596 0.818557 0 4.6337 4.81449 2.85808
cfd 0 1.63685 4.00943 9.97484 29.4361 12.3682 3.37596 5.0199 0 2.68599 9.64838 6.45132
fluidanimate 0 2.96151 12.2638 13.9721 20.232 8.03299 2.72298 8.74388 0 14.2563 15.6873 11.7496
HOP 0 3.93288 4.31899 24.7445 18.4183 24.7219 6.22289 21.1926 0 2.1611 8.76178 24.6903
Jacobi 0 0.858833 0 19.1809 0 2.02382 2.43813 12.1642 0 0.844519 13.6215 3.35237
Kmeans 0 0.353588 14.8291 46.0185 14.8291 4.99384 58.697 58.7152 14.5725 57.1866 11.5293 5.89961
AVERAGE 0 1.69429 8.88199 16.5949 13.7324 8.55497 11.9842 14.7357 6.3035 11.3008 9.83553 7.17929
