Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL  CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
BACKPROP 0 0 0.458621 0.131034 0 0 0.0724138 0.255172 0.482759 0.106897 0.1 0.0758621
BFS 0 0 0.765517 0.996552 0.00344828 0.765517 0.165517 0.206897 0.458621 0.0172414 0.0965517 0.0793103
BLACKSCHOLES_10M 0 0 0.0551724 1 0.00344828 0.00344828 0.444828 0.248276 0.427586 0 0.0517241 0.0551724
BODYTRACK 0 0 0.0206897 1 0.00344828 0.993103 0.410345 0.203448 0.431034 0 0.0965517 0.0655172
FACESIM 0 0 0 0.134483 0.00689655 0 0.275862 0.0827586 0.434483 0.0172414 0.0517241 0.0413793
FERRET 0 0 0.00344828 0.993103 0 0.00344828 0.441379 0.248276 0.441379 0 0.062069 0.0482759
HEARTWALL 0 0 0.00344828 1 0 0.00344828 0.462069 0.262069 0.413793 0 0.0482759 0.0448276
HOTSPOT 0 0 0.4 1 0 1 0.165517 0.189655 0.462069 0 0.0689655 0.0793103
JACOBI 0 0 1 0.210345 0 0 0.5 0.134483 0.441379 0.462069 0.0896552 0.0655172
KMEANS 0 0 0.00344828 1 0 0.0103448 0.441379 0.251724 0.42069 0 0.0517241 0.0275862
KMEANSNF 0 0 0.00344828 1 0 0 0.503448 0.0827586 0.441379 0.5 0.062069 0.0517241
LAVAMD 0 0 0.00344828 0.137931 0.00344828 0.00344828 0.358621 0.124138 0.455172 0.00344828 0.062069 0.0827586
LEUKOCYTE 0 0 0 0.137931 0 0 0.351724 0.0689655 0.448276 0 0.0689655 0.0551724
LUD 0 0 1 0.393103 0 0 1 0.106897 0.455172 0.0758621 0.062069 0.062069
NW 0 0 0.037931 0.165517 0 0.0137931 0.144828 0.12069 0.468966 0 0.0862069 0.062069
SHA 0 0 0.00344828 1 0.00344828 1 0.27931 0.144828 0.462069 0 0.0655172 0.037931
SRAD 0 0 1 0.144828 0.00344828 0 0.244828 0.0758621 0.458621 0.489655 0.062069 0.062069
STREAM 0 0 0 0.196552 0 0 0.462069 0.365517 0.462069 0.0103448 0.117241 0.0931034
STREAM_threads 0 0 1 0.217241 1 0 0.5 0.227586 0.475862 1 1 0.0965517
X264_ducks 0 0 0 0.903448 0 0 0.448276 0.241379 0.444828 0.0137931 0.0655172 0.0517241
X264_native 0 0 0.00344828 0.965517 0 0 0.486207 0.231034 0.468966 0 0.0482759 0.0413793
AVERAGE 0 0 0.274384 0.606075 0.0489327 0.180788 0.388506 0.184401 0.450246 0.128407 0.115107 0.0609195
