Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL  CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
BACKPROP 0 0 1 0.172414 0 0 0.193103 0.224138 0.458621 0.506897 0.0827586 0.0724138
BFS 0 0 0.272414 0.996552 0 0.272414 0.165517 0.175862 0.444828 0 0.0758621 0.062069
BLACKSCHOLES_10M 0 0 0.0206897 1 0 0.0137931 0.355172 0.203448 0.437931 0 0.0517241 0.0517241
BODYTRACK 0 0 0.0137931 1 0.00344828 0.986207 0.375862 0.155172 0.444828 0 0.0655172 0.0448276
FACESIM 0 0 0.00344828 0.144828 0 0 0.175862 0.0793103 0.444828 0.0172414 0.0862069 0.0724138
FERRET 0 0 0 0.958621 0 0.00344828 0.382759 0.213793 0.437931 0.00344828 0.0586207 0.0448276
HEARTWALL 0 0 0 1 0 0 0.396552 0.210345 0.444828 0 0.062069 0.0551724
HOTSPOT 0 0 0.062069 1 0.00344828 1 0.17931 0.186207 0.47931 0 0.0862069 0.0758621
JACOBI 0 0 1 0.203448 0 0 0.475862 0.148276 0.434483 0.331034 0.0862069 0.0724138
KMEANS 0 0 0 1 0 0.00689655 0.748276 0.189655 0.431034 0.00344828 0.062069 0.0448276
KMEANSNF 0 0 0.00344828 1 0 0 0.493103 0.0758621 0.448276 0.396552 0.0551724 0.0517241
LAVAMD 0 0 1 0.634483 0 0 0.306897 0.103448 0.451724 0.0172414 0.0586207 0.0689655
LEUKOCYTE 0 0 0 0.141379 0 0 0.327586 0.0827586 0.434483 0 0.0551724 0.0586207
LUD 0 0 1 0.265517 1 0 1 0.0793103 0.458621 1 0.0655172 0.0586207
NW 0 0 0.158621 0.175862 0 0 0.144828 0.117241 0.472414 0.00344828 0.0827586 0.0586207
SHA 0 0 0.00344828 1 0 1 0.213793 0.137931 0.424138 0 0.0689655 0.037931
SRAD 0 0 1 0.155172 0 0 0.368966 0.0655172 0.427586 0.213793 0.062069 0.0724138
STREAM 0 0 0 0.193103 0 0 0.389655 0.351724 0.451724 0.0103448 0.127586 0.124138
STREAM_threads 0 0 1 0.206897 1 0 0.482759 0.234483 0.462069 1 1 0.0793103
X264_ducks 0 0 0 0.710345 0 0 0.5 0.17931 0.437931 0.00344828 0.062069 0.0310345
X264_native 0 0 0.00344828 0.893103 0 0.00344828 0.462069 0.241379 0.465517 0 0.0517241 0.0413793
AVERAGE 0 0 0.311494 0.611987 0.0955665 0.156486 0.387521 0.164532 0.447291 0.166995 0.114614 0.0609195
