Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL  CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
BACKPROP 0 0 1 0.165517 0.0172414 0 0.244828 0.175862 0.441379 0.103448 0.1 0.0862069
BFS 0 0 0.0103448 0.982759 0.00689655 0.451724 0.158621 0.165517 0.451724 0.00689655 0.0931034 0.0862069
BLACKSCHOLES_10M 0 0 0.00344828 1 0 0.0103448 0.97931 0.168966 0.434483 0 0.0448276 0.037931
BODYTRACK 0 0 0.00344828 1 0.00344828 0.0137931 0.248276 0.131034 0.458621 0.224138 0.0586207 0.0517241
FACESIM 0 0 0.00344828 0.144828 0 0.00344828 0.310345 0.0827586 0.424138 0 0.0758621 0.0517241
FERRET 0 0 0 0.917241 0 0.00344828 0.768966 0.182759 0.437931 0.00344828 0.0551724 0.0344828
HEARTWALL 0 0 0 0.986207 0 0 0.993103 0.168966 0.441379 0 0.0517241 0.0448276
HOTSPOT 0 0 0.00344828 1 0 1 0.182759 0.182759 0.427586 0 0.0689655 0.0586207
JACOBI 0 0 1 0.182759 0 0 0.389655 0.165517 0.427586 0.3 0.0724138 0.062069
KMEANS 0 0 0 1 0 0.0172414 0.917241 0.131034 0.444828 0 0.0793103 0.0655172
KMEANSNF 0 0 0 0.131034 0 0 0.451724 0.0724138 0.441379 0.348276 0.0689655 0.062069
LAVAMD 0 0 1 0.344828 0.00344828 0.255172 0.193103 0.127586 0.448276 0.0172414 0.0448276 0.0517241
LEUKOCYTE 0 0 0 0.127586 0 0 0.268966 0.0862069 0.458621 0.0586207 0.0517241 0.0517241
LUD 0 0 1 0.203448 1 0 1 0.062069 0.462069 1 0.0551724 0.0344828
NW 0 0 0.0827586 0.141379 0.00689655 0.00689655 0.193103 0.127586 0.410345 0 0.0517241 0.0206897
SHA 0 0 0.00689655 1 0 0.493103 0.124138 0.155172 0.448276 0 0.0586207 0.037931
SRAD 0 0 0.451724 0.155172 0.00344828 0.00344828 0.472414 0.062069 0.427586 0 0.0517241 0.062069
STREAM 0 0 0.00344828 0.186207 0.00344828 0 0.341379 0.324138 0.413793 0.0103448 0.106897 0.106897
STREAM_threads 0 0 1 0.17931 1 0.00344828 0.406897 0.217241 0.431034 1 1 0.0931034
X264_ducks 0 0 0 0.534483 0 0 0.348276 0.165517 0.465517 0.00689655 0.0551724 0.037931
X264_native 0 0 0.00689655 0.803448 0.00344828 0.00689655 0.910345 0.165517 0.431034 0 0.0827586 0.0724138
AVERAGE 0 0 0.265517 0.532676 0.0975369 0.108046 0.471593 0.148604 0.439409 0.146634 0.110837 0.0576355
