Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
BACKPROP 0 59.1792 0 14.6441 12.8819 7.44846 3.57009 3.75162 11.1145 0 7.87911 3.21596
BFS 0 47.8392 3.73494 0 37.463 0 0 0.946326 11.409 3.5576 4.49418 1.14961
BLACKSCHOLES_10M 0 63.6403 42.061 34.4671 63.617 38.7957 70.9132 40.0927 22.4841 38.754 1.12684 2.3054
BODYTRACK 0 45.1717 12.4812 0 45.1718 0 52.3257 1.72457 9.40202 5.84771 2.3646 1.47214
FACESIM 0 59.362 14.183 9.21921 59.3621 14.1656 14.2328 7.59108 13.1295 0 2.72218 3.04477
FERRET 0 38.7293 23.3838 0 38.7294 2.9978 51.1054 3.6376 7.23029 0 2.48489 1.51537
HEARTWALL 0 42.0515 11.6992 0 42.0515 6.66309 55.5025 6.67453 4.74156 3.79064 0.727719 1.72354
HOTSPOT 0 41.716 1.50204 0 32.0066 0 1.5336 0.456805 11.4298 0 1.74301 1.47389
JACOBI 0 73.901 15.9482 35.2465 0.395554 0.381128 25.8164 24.5335 10.5211 33.2703 7.1845 8.25015
KMEANS 0 43.5646 22.7126 0 43.5645 0 53.3094 1.58859 12.2224 0 0.959468 1.09719
KMEANSNF 0 63.1276 55.6621 5.85097 63.1277 13.4991 69.698 6.83799 4.24143 42.261 7.50188 6.47485
LAVAMD 0 87.971 73.1178 75.4323 87.971 75.3781 66.2659 75.7586 59.1139 77.3353 48.2684 19.3935
LEUKOCYTE 0 64.8827 23.486 37.9127 64.8512 37.9601 14.062 25.9402 21.1309 34.2823 3.84634 6.41683
LUD 0 91.0179 91.0179 0 91.0179 91.0179 76.1519 4.12097 7.90509 4.37561 2.73294 2.80807
NW 0 56.2938 2.00018 0 56.2938 0 3.21675 0.164419 15.3557 1.31684 3.94446 2.03812
SHA 0 41.1393 8.10669 0 41.1785 0 48.6121 2.27302 12.0468 5.11049 1.41933 1.17187
SRAD 0 68.7229 0.18579 10.351 68.7229 18.0103 83.9208 17.1295 14.0157 14.5643 2.9607 5.76012
STREAM 0 63.1592 0 25.1686 0 0 38.8148 13.3691 11.3221 19.5806 7.35528 7.60218
STREAM_threads 0 80.8173 17.0024 47.0693 97.1638 11.1803 39.7906 34.2983 14.2517 14.8813 98.4733 10.2563
X264_ducks 0 37.5746 28.6829 0 37.5746 5.66884 57.216 4.37209 7.23643 0.0773803 2.36113 2.12576
X264_native 0 38.5658 17.4254 0 38.5658 3.81465 52.8279 3.62672 10.4555 0.344843 2.57113 1.80065
AVERAGE 1 1.57544 1.22114 1.14065 1.48653 1.15571 1.41852 1.1328 1.13846 1.14255 1.10149 1.04338
