Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
BACKPROP 0 44.6251 0 13.7777 29.6475 0 22.316 0 18.4194 11.8505 17.1038 0
BFS 0 34.5186 0 2.8958 21.5997 2.92527 0.943308 2.05883 10.7935 0.35612 4.98619 2.77
BLACKSCHOLES_10M 0 29.0171 29.0171 5.71266 29.0171 29.0171 44.4023 2.18209 6.61642 3.11787 0 0
BODYTRACK 0 31.3902 21.6348 0 31.3902 31.3918 40.6656 0 4.92082 0 4.06384 0
FACESIM 0 49.6609 38.4675 22.1398 49.6609 22.0716 54.1254 0 17.2146 2.1298 0 0
FERRET 0 25.1627 25.1627 6.23341 24.986 24.986 41.202 0 2.62736 0 0 0
HEARTWALL 0 27.7107 27.7107 8.34402 27.7933 27.7109 45.0289 0 2.56768 0 0.540784 0.195931
HOTSPOT 0 26.0303 0 0 13.4537 0 9.94595 0 6.39785 2.66495 2.72575 1.00542
JACOBI 0 72.5872 32.1102 54.053 72.5871 48.2819 67.2471 36.3894 13.8082 68.7851 7.62789 6.34697
KMEANS 0 27.2164 27.2164 0.239801 27.2164 27.2164 40.1499 0 8.47914 0 1.41741 0
KMEANSNF 0 58.3468 58.4006 43.7644 58.4006 58.4006 66.6893 2.57612 4.91167 54.3598 4.94199 5.13
LAVAMD 0 39.5482 0 18.746 39.5482 10.9304 35.4999 5.76058 3.64128 14.4484 7.88445 0
LEUKOCYTE 0 56.8237 56.5719 48.6603 56.8237 48.5818 61.8056 28.9102 24.5958 49.3388 30.0844 0
LUD 0 89.4641 89.4641 16.2518 89.4641 89.4641 72.0343 0 6.2295 0 5.09203 0.730216
NW 0 38.7364 16.8874 2.43373 38.7122 2.36188 28.617 0 13.5152 7.54592 1.26327 0
SHA 0 27.7021 27.7021 0 27.7514 27.7531 38.6523 0 3.48455 0.0464152 0 0
SRAD 0 63.0467 0 18.9603 63.023 63.0467 81.3725 4.80845 8.27302 0 1.92719 2.09661
STREAM 0 59.8284 0 38.5647 12.0426 12.047 5.47559 10.4243 15.5087 14.8743 8.77014 3.24071
STREAM_threads 0 79.8366 12.7908 66.2189 97.2281 5.71254 68.0644 37.5448 16.8557 10.5265 98.5118 10.8107
X264_ducks 0 27.7036 27.7036 17.4849 27.7036 27.7036 51.519 0.00135999 5.7576 0 0.274093 0
X264_native 0 25.6592 25.6592 9.37492 25.6592 25.6592 43.8106 0 7.86839 0 1.81879 0
AVERAGE 1 1.44505 1.24595 1.18755 1.41129 1.2787 1.43789 1.06222 1.09642 1.11431 1.09478 1.01539
