Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
BACKPROP 0 52.0457 0 10.7759 39.0911 5.26543 17.3526 0.881562 20.1411 1.86011 6.00968 1.72386
BFS 0 40.5708 0 0 28.7194 0 0 5.57312 8.04499 0 7.6599 0.6182
BLACKSCHOLES_10M 0 39.6151 27.7757 3.82351 39.615 19.8195 52.7641 10.8756 11.381 10.237 0 0.578447
BODYTRACK 0 37.1948 17.1261 0 37.1948 8.3487 45.6553 0.184027 7.12586 0 0.946602 0.975925
FACESIM 0 53.2591 27.6779 8.45619 53.2592 20.3318 57.2035 6.33396 15.1192 4.64698 1.03027 1.12791
FERRET 0 31.0857 31.0857 0 31.0857 13.7727 45.8553 0.537799 8.18123 0 0.398573 0.102491
HEARTWALL 0 33.0437 22.2196 0 33.0295 14.9924 49.0855 0.991687 2.74795 0 1.48951 0.240001
HOTSPOT 0 32.8437 1.3171 0 21.4887 0 8.22127 0 10.6014 0 4.29014 1.37439
JACOBI 0 73.4377 18.3782 44.0197 29.5797 29.58 59.7653 37.9026 11.5207 24.1573 6.32963 7.96309
KMEANS 0 33.7298 33.7297 0 33.7298 9.165 45.5888 0.36492 7.84789 0 2.91523 0
KMEANSNF 0 59.7604 59.7604 11.5909 59.7604 45.631 67.6879 3.76378 2.32169 41.3767 5.56735 5.37745
LAVAMD 0 58.7643 15.76 30.961 58.7643 30.9622 52.9437 27.9583 23.4506 36.9036 24.7639 2.37606
LEUKOCYTE 0 61.6731 44.8373 44.6299 61.6269 44.553 14.2077 32.6097 23.9351 38.4178 2.91912 3.54471
LUD 0 90.1263 90.1263 4.36866 90.1263 90.1263 73.7918 2.12832 8.05143 0 8.71674 2.42423
NW 0 47.955 10.681 0 47.955 0 39.2113 0 18.0673 6.75777 4.70052 0.191012
SHA 0 33.0139 12.4346 0 33.0139 3.49377 43.1082 0 4.12049 0 0.098801 0.206883
SRAD 0 65.2934 0 8.86454 65.2934 65.2934 82.7647 6.03732 10.9214 1.03164 4.48856 4.42163
STREAM 0 62.1944 0 31.9435 17.3044 17.3136 17.2196 11.728 17.6026 19.6176 7.98169 5.11454
STREAM_threads 0 80.3886 15.1782 57.0541 97.2211 8.58141 70.455 38.831 14.1925 12.9395 98.5518 11.119
X264_ducks 0 32.3689 32.3689 4.36344 32.3689 22.7032 54.6071 1.98199 6.93194 0 0.519412 0.414925
X264_native 0 31.8653 31.8653 0 31.8653 16.9579 48.4632 0.916779 10.9005 0 0.647481 0.086084
AVERAGE 1 1.50011 1.23444 1.12421 1.44862 1.22233 1.45045 1.09029 1.11581 1.09426 1.09049 1.0238
