Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
BACKPROP 0 56.355 0 14.047 6.73079 6.72826 2.81717 1.74992 14.2778 0 5.48872 2.42756
BFS 0 44.4674 3.93901 0 33.2912 0.00907006 0 4.60698 6.67428 3.96221 7.74952 0.391512
BLACKSCHOLES_10M 0 51.0915 28.9458 17.8319 51.0915 22.0138 61.5572 22.2986 11.9533 21.3645 0.354196 1.58245
BODYTRACK 0 42.0018 15.4095 0 42.0017 0 49.5478 0.682999 9.75799 0 2.1521 0.749644
FACESIM 0 56.3827 14.5111 11.8444 56.3828 11.8262 60.0676 6.3166 15.8432 4.27193 1.84527 2.09115
FERRET 0 35.7244 26.099 0 35.7243 4.23906 48.8694 2.54849 9.77361 0 2.20506 1.08058
HEARTWALL 0 37.5125 20.707 0 37.5124 4.71859 52.3388 3.16404 3.01538 0.873548 2.31565 0.957261
HOTSPOT 0 37.5267 1.84584 0 26.9343 0 5.6145 0.653563 8.80259 1.49442 1.80265 0.433482
JACOBI 0 73.7322 0 39.531 0 0 26.1753 23.8621 11.462 20.827 5.69874 6.66024
KMEANS 0 39.2658 33.8254 0 39.1983 8.13512 50.0217 1.27189 8.71876 0 0.633698 0.0851292
KMEANSNF 0 61.329 61.329 9.46628 61.3291 41.6966 69.0383 5.16849 3.35319 41.4976 6.29963 5.85314
LAVAMD 0 79.839 56.8758 64.3761 79.839 63.3204 61.6706 62.4251 53.2046 64.1115 35.3228 7.25834
LEUKOCYTE 0 63.3069 39.9778 40.0303 63.3069 39.9725 8.90763 29.6222 25.0804 38.1368 3.94774 5.34243
LUD 0 90.5889 90.5889 3.37577 90.5889 90.5889 75.0129 3.30481 7.69759 0 2.02075 2.45376
NW 0 52.8394 10.0363 0.876432 52.8394 0.904372 0.940104 0 19.4501 3.73813 1.40841 0.630598
SHA 0 36.9559 9.21616 0 36.9559 0 46.1144 0.851844 11.5475 0.936755 0.73091 0.643038
SRAD 0 67.1438 0.14055 8.72683 67.1439 21.1944 83.4374 12.7994 13.3727 8.05967 5.06438 4.88482
STREAM 0 63.1248 0 28.4303 0 0 27.924 12.4503 15.9494 21.3001 6.08037 6.49509
STREAM_threads 0 80.6944 16.5005 51.9882 97.2644 10.3141 40.8284 34.1534 15.4922 14.3241 98.5289 10.5046
X264_ducks 0 35.2368 29.808 2.11878 35.1361 8.27498 56.4501 3.37002 5.77774 0.0571129 1.31603 1.0558
X264_native 0 35.8539 29.5238 0 35.8197 5.3813 51.4081 2.1304 10.2264 0 2.25385 0.676591
AVERAGE 1 1.54332 1.23299 1.13935 1.45195 1.16158 1.41845 1.11116 1.13401 1.11665 1.09201 1.02965
