Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL  CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
BACKPROP 0 0 0.444828 0.12069 0.00344828 0.0103448 0.0724138 0.193103 0.434483 0 0.062069 0.0551724
BFS 0 0 0.0310345 0.886207 0 0.968966 0.12069 0.144828 0.434483 0.00344828 0.0724138 0.062069
BLACKSCHOLES_10M 0 0 0.00344828 0.455172 0.00344828 0.00344828 1 0.106897 0.47931 0.0241379 0.0793103 0.0275862
BODYTRACK 0 0 0 0.57931 0 0 1 0.110345 0.444828 0 0.0793103 0.0586207
FACESIM 0 0 0 0.141379 0 0 1 0.0896552 0.437931 0 0.062069 0.0482759
FERRET 0 0 0.0137931 0.193103 0.0137931 0.0103448 1 0.0965517 0.489655 0 0.0793103 0.0586207
HEARTWALL 0 0 0.00689655 0.17931 0.00344828 0.00344828 1 0.110345 0.42069 0.00344828 0.0413793 0.0310345
HOTSPOT 0 0 0 0.948276 0 0.996552 0.244828 0.141379 0.472414 0.00344828 0.0448276 0.0344828
JACOBI 0 0 0.0448276 0.155172 0.00689655 0.00689655 0.748276 0.168966 0.441379 0.0413793 0.0655172 0.0586207
KMEANS 0 0 0.00689655 0.551724 0.00689655 0.00344828 1 0.1 0.503448 0 0.062069 0.0482759
KMEANSNF 0 0 0.531034 0.144828 0.531034 0.00689655 1 0.0551724 0.451724 0.0793103 0.0551724 0.0448276
LAVAMD 0 0 1 0.117241 0 0.00689655 0.87931 0.162069 0.465517 0.403448 0.062069 0.0517241
LEUKOCYTE 0 0 0.00689655 0.12069 0.00344828 0.00344828 0.103448 0.127586 0.396552 0.0103448 0.0517241 0.0448276
LUD 0 0 1 0.127586 1 1 1 0.062069 0.472414 1 0.0344828 0.0413793
NW 0 0 0.00344828 0.141379 0 0.0206897 0.993103 0.144828 0.451724 0 0.0517241 0.0344828
SHA 0 0 0.00689655 0.982759 0.00689655 0.0103448 1 0.117241 0.458621 0.0103448 0.0689655 0.0551724
SRAD 0 0 0.424138 0.165517 0.0758621 0.0758621 1 0.0586207 0.427586 0 0.0793103 0.0758621
STREAM 0 0 1 0.134483 0 0 0.265517 0.158621 0.406897 1 0.062069 0.0724138
STREAM_threads 0 0 1 0.151724 1 0 0.244828 0.175862 0.451724 1 1 0.0551724
X264_ducks 0 0 0.0137931 0.151724 0.0137931 0.00344828 1 0.0896552 0.486207 0.0103448 0.0862069 0.0758621
X264_native 0 0 0.00689655 0.141379 0.00689655 0.00344828 1 0.1 0.47931 0.00344828 0.0586207 0.0344828
AVERAGE 0 0 0.264039 0.313793 0.127422 0.149261 0.746305 0.119704 0.452709 0.1711 0.107553 0.0509031
