Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL  CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
BACKPROP 0 0 0.596552 0.131034 0.00344828 0.0172414 0.268966 0.186207 0.441379 0.062069 0.0655172 0.0448276
BFS 0 0 0.0896552 0.206897 0.00344828 0.0862069 0.127586 0.131034 0.451724 0.00689655 0.0586207 0.0448276
BLACKSCHOLES_10M 0 0 0.0517241 0.165517 0.0517241 0.0517241 1 0.1 0.52069 0.0793103 0.0724138 0.0655172
BODYTRACK 0 0 0 0.127586 0.00689655 0.00689655 1 0.110345 0.451724 0 0.0482759 0.0344828
FACESIM 0 0 0 0.137931 0 0.00689655 1 0.110345 0.465517 0.103448 0.0517241 0.0482759
FERRET 0 0 0.210345 0.137931 0.148276 0.148276 1 0.0965517 0.431034 0.00344828 0.0655172 0.0413793
HEARTWALL 0 0 0.00689655 0.106897 0.0103448 0.00689655 1 0.0965517 0.513793 0.0103448 0.0793103 0.0586207
HOTSPOT 0 0 0.303448 0.493103 0.0206897 0.458621 0.272414 0.137931 0.475862 0.00344828 0.0551724 0.0344828
JACOBI 0 0 0.155172 0.141379 0.00344828 0.00344828 1 0.155172 0.451724 0.0103448 0.0448276 0.0310345
KMEANS 0 0 0.213793 0.12069 0.213793 0.213793 1 0.1 0.524138 0 0.0586207 0.0551724
KMEANSNF 0 0 0.993103 0.634483 0.993103 0.993103 1 0.0482759 0.451724 0.893103 0.062069 0.0551724
LAVAMD 0 0 1 0.117241 0 0.062069 1 0.148276 0.455172 0.47931 0.0517241 0.0482759
LEUKOCYTE 0 0 0.00344828 0.124138 0.0827586 0.00344828 0.996552 0.131034 0.406897 0 0.0586207 0.037931
LUD 0 0 1 0.141379 1 1 1 0.0551724 0.475862 1 0.0344828 0.037931
NW 0 0 0.00344828 0.134483 0.00344828 0.00344828 1 0.155172 0.448276 0 0.037931 0.0310345
SHA 0 0 0.0103448 0.193103 0.00689655 0.00689655 1 0.110345 0.472414 0 0.062069 0.0551724
SRAD 0 0 0.0655172 0.168966 0.806897 0.803448 1 0.0517241 0.475862 0.0344828 0.0655172 0.0655172
STREAM 0 0 1 0.131034 0.00344828 0.00344828 0.155172 0.172414 0.42069 1 0.0517241 0.0448276
STREAM_threads 0 0 1 0.968966 1 0.00344828 0.393103 0.196552 0.465517 1 1 0.0724138
X264_ducks 0 0 0.368966 0.162069 0.368966 0.368966 1 0.1 0.510345 0.0103448 0.0896552 0.0689655
X264_native 0 0 0.117241 0.127586 0.117241 0.117241 1 0.0965517 0.534483 0.00344828 0.0482759 0.0344828
AVERAGE 0 0 0.342364 0.222496 0.230706 0.207882 0.819704 0.118555 0.468801 0.223809 0.102956 0.0481117
