Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
BACKPROP 0 63.3562 8.90908 9.05181 19.0427 7.73452 12.2316 5.42617 6.69524 7.46499 8.18437 4.56675
BFS 0 52.1671 0 0.259186 8.31687 0 0 3.02038 6.79011 0 3.0168 2.37573
BLACKSCHOLES_10M 0 76.4217 57.411 53.4238 75.1494 57.3947 60.5044 59.1323 30.6019 57.5627 8.77496 10.5142
BODYTRACK 0 49.1304 14.7811 0 41.9835 0 5.45679 3.41941 5.88057 14.0396 2.52877 3.15987
FACESIM 0 63.3189 6.89506 7.20244 55.2538 10.7142 14.0277 12.5722 9.03053 0 6.07179 5.27742
FERRET 0 44.4107 12.1513 0 40.0279 3.73404 10.4777 6.92969 5.24481 0 2.7114 2.88351
HEARTWALL 0 53.2958 21.431 7.74788 49.5459 17.0007 23.7306 19.7706 6.90926 14.6409 2.60354 3.63563
HOTSPOT 0 46.3722 0 0 2.98842 0 2.15182 3.46183 4.86055 0 3.10985 2.35912
JACOBI 0 73.8214 15.4005 22.2906 0.681903 0.642632 23.5109 24.0722 9.66449 52.3426 8.25785 10.1569
KMEANS 0 48.4404 14.8577 0 43.8715 0.240148 45.0161 4.66522 9.41077 0 2.56719 3.28149
KMEANSNF 0 67.5026 24.0503 33.7672 67.5026 17.0939 23.662 10.997 9.24986 35.6413 9.41041 8.0129
LAVAMD 0 88.5436 68.5665 74.3316 17.4098 17.325 16.8638 72.3667 42.8673 74.6557 22.97 26.4292
LEUKOCYTE 0 66.5349 0 27.5295 0 0 20.578 26.222 10.9827 1.58029 6.09269 7.50269
LUD 0 91.7619 11.496 0 91.7619 20.7494 78.1528 6.04712 7.17481 12.5005 3.13968 4.34482
NW 0 61.8906 2.24084 0 12.0739 12.0407 5.13213 4.84551 8.62548 3.55907 4.55339 3.56463
SHA 0 46.041 9.65045 0 37.5262 0 1.80165 2.62173 5.41268 6.17458 2.78151 2.23287
SRAD 0 69.7599 32.478 0 19.8894 19.8583 19.0413 20.9816 12.3685 21.9263 6.17535 8.33154
STREAM 0 62.7758 0 15.6578 0 5.66278 33.0509 16.0194 9.30877 0.195953 8.60172 8.66264
STREAM_threads 0 80.6129 15.9429 34.7465 97.2389 0 30.9462 32.5691 11.0476 13.9226 98.5156 11.0241
X264_ducks 0 42.9098 13.8852 0 40.0512 6.29139 10.0364 7.59053 4.62385 0 2.98736 3.51256
X264_native 0 44.0974 10.0923 0 41.1602 4.68586 10.4326 6.89635 5.88025 0 2.12401 3.0775
AVERAGE 1 1.61579 1.16202 1.13619 1.36261 1.09579 1.21276 1.16649 1.10601 1.15057 1.10247 1.06424
