0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 BACKPROP 13.33 78.97 43.85 100.0 0.26 76.92 78.21 78.21 45.9 4.1 3.33 5.64
2 BFS 12.56 11.54 3.85 100.0 0.26 77.44 82.05 82.05 42.31 0.0 4.62 6.15
3 BLACKSCHOLES_10M 78.72 79.74 77.44 100.0 77.44 77.44 81.79 81.79 82.56 77.18 77.18 77.18
4 BODYTRACK 56.67 79.49 76.92 100.0 76.92 76.92 81.28 81.28 57.44 76.92 78.72 78.21
5 FACESIM 67.18 80.26 76.92 100.0 76.92 76.92 80.51 81.03 59.74 78.72 77.69 77.69
6 FERRET 80.0 80.77 80.26 100.0 80.26 80.26 82.31 82.31 64.87 76.92 78.72 77.95
7 HEARTWALL 78.46 79.74 76.92 100.0 76.92 76.92 81.79 81.79 62.56 76.92 77.95 77.95
8 HOTSPOT 13.85 9.23 24.62 100.0 0.51 83.33 85.38 85.38 56.67 0.26 5.38 7.95
9 JACOBI 14.36 80.51 8.72 100.0 76.92 76.92 81.28 83.85 50.26 0.51 4.36 6.92
10 KMEANS 80.26 81.03 82.05 100.0 82.05 82.05 81.03 81.03 73.85 76.92 77.95 77.69
11 KMEANSNF 9.23 78.46 100.0 100.0 100.0 100.0 86.67 90.77 51.03 85.64 100.0 77.95
12 LAVAMD 9.74 78.46 100.0 100.0 76.92 77.95 79.74 79.74 50.51 85.9 77.44 3.85
13 LEUKOCYTE 8.46 8.97 0.26 100.0 77.69 76.92 78.97 78.97 46.41 1.28 77.95 7.69
14 LUD 77.95 78.72 100.0 100.0 100.0 100.0 82.05 100.0 62.82 100.0 100.0 77.69
15 NW 10.51 78.97 0.26 100.0 76.92 76.92 78.72 78.97 46.15 0.0 77.44 4.87
16 SHA 33.08 78.21 76.92 100.0 76.92 76.92 80.51 80.51 58.21 76.92 77.44 77.95
17 SRAD 78.72 79.74 77.44 100.0 94.62 94.62 78.97 78.72 72.56 76.92 94.62 78.21
18 STREAM 11.79 12.56 100.0 100.0 0.26 0.26 78.97 80.0 43.59 100.0 7.18 12.31
19 STREAM_threads 12.31 10.77 100.0 100.0 100.0 76.92 99.23 99.23 44.87 100.0 100.0 10.51
20 X264_ducks 79.23 79.23 83.59 100.0 83.59 82.31 80.77 81.03 83.59 76.92 78.21 77.95
21 X264_native 79.23 80.51 78.97 100.0 78.97 78.97 82.56 82.56 68.21 76.92 79.23 78.21
22 AVERAGE 43.13 63.14 65.19 100.0 67.35 77.47 82.04 83.3 58.29 59.47 64.54 47.64
