0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 BACKPROP 0.0 2.97 4.88 26.3 15.19 8.29 46.66 46.86 12.5 0.46 11.65 6.73
2 BFS 0.0 22.27 3.95 14.4 3.99 0.0 37.53 37.53 10.56 1.59 5.81 5.66
3 BLACKSCHOLES_10M 0.0 0.0 60.16 55.11 76.32 59.3 67.23 67.23 52.38 68.4 44.01 53.71
4 BODYTRACK 0.0 7.52 12.21 0.0 42.41 5.19 23.71 23.71 14.53 28.71 6.88 3.41
5 FACESIM 0.0 0.0 9.65 1.44 50.66 9.65 27.03 27.07 11.96 33.47 34.17 4.2
6 FERRET 0.0 0.51 9.48 0.0 39.2 0.24 19.17 19.17 6.24 19.62 5.21 1.58
7 HEARTWALL 0.0 5.72 9.77 0.0 43.96 5.54 24.04 24.04 5.52 24.22 11.94 2.85
8 HOTSPOT 0.0 1.27 1.23 15.63 45.37 15.63 32.63 32.63 9.53 0.34 5.02 4.93
9 JACOBI 0.0 16.75 30.58 40.22 17.66 17.67 26.67 29.08 19.29 51.3 12.16 12.55
10 KMEANS 0.0 0.0 8.95 0.0 39.7 0.0 13.84 13.85 10.97 17.98 6.51 0.0
11 KMEANSNF 0.0 7.84 47.92 7.53 65.44 16.09 21.19 50.15 9.57 62.01 32.94 6.71
12 LAVAMD 0.0 0.49 76.16 80.6 18.45 80.6 86.72 86.73 59.1 87.04 32.55 30.48
13 LEUKOCYTE 0.0 15.49 15.42 47.92 15.42 47.92 59.55 60.14 15.94 51.73 11.78 12.38
14 LUD 0.0 7.72 91.79 2.59 91.79 34.96 24.53 93.05 11.43 0.0 0.0 11.13
15 NW 0.0 22.53 0.0 17.06 5.1 5.1 43.75 43.76 13.64 1.25 6.32 6.07
16 SHA 0.0 12.16 6.92 1.56 43.23 10.17 27.44 27.44 9.96 34.71 3.74 3.55
17 SRAD 0.0 4.13 6.88 8.49 5.64 5.64 24.78 25.12 12.69 26.11 3.39 7.87
18 STREAM 0.0 0.01 0.35 35.54 19.11 11.19 32.58 34.59 14.1 0.55 11.53 12.65
19 STREAM_threads 0.0 0.7 33.85 52.61 100.0 0.44 34.95 41.66 18.55 14.77 100.0 16.78
20 X264_ducks 0.0 1.22 14.88 0.0 39.86 6.37 20.36 20.38 13.28 18.93 21.25 3.0
21 X264_native 0.0 0.0 9.79 0.0 38.77 1.3 19.54 19.55 11.75 19.23 22.95 0.0
22 AVERAGE 0.0 6.16 21.66 19.38 38.92 16.25 34.0 39.23 16.36 26.78 18.56 9.82
