0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 BACKPROP 0.0 63.36 8.91 9.05 19.04 7.73 12.23 5.43 6.7 7.46 8.18 4.57
2 BFS 0.0 52.17 0.0 0.26 8.32 0.0 0.0 3.02 6.79 0.0 3.02 2.38
3 BLACKSCHOLES_10M 0.0 76.42 57.41 53.42 75.15 57.39 60.5 59.13 30.6 57.56 8.77 10.51
4 BODYTRACK 0.0 49.13 14.78 0.0 41.98 0.0 5.46 3.42 5.88 14.04 2.53 3.16
5 FACESIM 0.0 63.32 6.9 7.2 55.25 10.71 14.03 12.57 9.03 0.0 6.07 5.28
6 FERRET 0.0 44.41 12.15 0.0 40.03 3.73 10.48 6.93 5.24 0.0 2.71 2.88
7 HEARTWALL 0.0 53.3 21.43 7.75 49.55 17.0 23.73 19.77 6.91 14.64 2.6 3.64
8 HOTSPOT 0.0 46.37 0.0 0.0 2.99 0.0 2.15 3.46 4.86 0.0 3.11 2.36
9 JACOBI 0.0 73.82 15.4 22.29 0.68 0.64 23.51 24.07 9.66 52.34 8.26 10.16
10 KMEANS 0.0 48.44 14.86 0.0 43.87 0.24 45.02 4.67 9.41 0.0 2.57 3.28
11 KMEANSNF 0.0 67.5 24.05 33.77 67.5 17.09 23.66 11.0 9.25 35.64 9.41 8.01
12 LAVAMD 0.0 88.54 68.57 74.33 17.41 17.32 16.86 72.37 42.87 74.66 22.97 26.43
13 LEUKOCYTE 0.0 66.53 0.0 27.53 0.0 0.0 20.58 26.22 10.98 1.58 6.09 7.5
14 LUD 0.0 91.76 11.5 0.0 91.76 20.75 78.15 6.05 7.17 12.5 3.14 4.34
15 NW 0.0 61.89 2.24 0.0 12.07 12.04 5.13 4.85 8.63 3.56 4.55 3.56
16 SHA 0.0 46.04 9.65 0.0 37.53 0.0 1.8 2.62 5.41 6.17 2.78 2.23
17 SRAD 0.0 69.76 32.48 0.0 19.89 19.86 19.04 20.98 12.37 21.93 6.18 8.33
18 STREAM 0.0 62.78 0.0 15.66 0.0 5.66 33.05 16.02 9.31 0.2 8.6 8.66
19 STREAM_threads 0.0 80.61 15.94 34.75 97.24 0.0 30.95 32.57 11.05 13.92 98.52 11.02
20 X264_ducks 0.0 42.91 13.89 0.0 40.05 6.29 10.04 7.59 4.62 0.0 2.99 3.51
21 X264_native 0.0 44.1 10.09 0.0 41.16 4.69 10.43 6.9 5.88 0.0 2.12 3.08
22 AVERAGE 0.0 61.58 16.2 13.62 36.26 9.58 21.28 16.65 10.6 15.06 10.25 6.42
