0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 BACKPROP 6.15 8.46 100.0 100.0 0.0 0.0 25.38 27.18 38.72 0.0 6.67 4.87
2 BFS 6.15 78.21 0.26 100.0 0.0 99.74 75.9 75.9 42.05 0.0 5.13 6.67
3 BLACKSCHOLES_10M 14.62 78.97 76.92 100.0 75.9 76.92 58.97 59.23 56.15 74.62 74.62 6.15
4 BODYTRACK 8.21 78.97 76.92 100.0 43.08 76.92 69.23 69.23 42.31 7.44 1.54 2.56
5 FACESIM 6.41 77.95 76.92 100.0 38.97 76.92 40.26 40.26 46.15 4.62 15.9 2.56
6 FERRET 7.44 78.97 41.54 100.0 76.92 76.92 32.56 32.56 42.82 73.59 2.56 26.92
7 HEARTWALL 1.79 78.97 76.92 100.0 71.03 76.92 25.9 26.15 45.9 72.05 2.05 2.05
8 HOTSPOT 4.62 77.69 0.0 100.0 0.0 100.0 77.95 77.95 44.87 0.0 4.1 5.64
9 JACOBI 7.95 78.21 100.0 100.0 76.92 76.92 13.08 12.05 41.03 30.51 4.87 2.31
10 KMEANS 7.18 78.46 73.85 100.0 76.92 76.92 70.26 70.51 49.23 73.85 44.62 55.9
11 KMEANSNF 4.62 79.23 72.56 100.0 76.92 47.18 81.54 83.59 40.77 81.79 75.13 4.36
12 LAVAMD 5.13 6.41 100.0 100.0 33.59 77.18 33.85 33.85 42.56 1.54 2.31 2.31
13 LEUKOCYTE 6.41 5.9 76.92 100.0 76.92 76.92 7.95 8.21 40.77 8.97 6.41 3.59
14 LUD 5.9 78.46 100.0 100.0 100.0 100.0 8.21 100.0 45.13 100.0 100.0 3.85
15 NW 10.0 9.74 0.0 100.0 29.74 77.18 59.49 59.49 41.79 0.0 2.56 5.38
16 SHA 6.92 79.74 76.92 100.0 39.49 85.13 78.97 75.9 42.31 5.38 3.33 4.1
17 SRAD 6.67 77.95 76.92 100.0 76.92 57.18 5.64 77.44 48.97 2.31 6.92 5.9
18 STREAM 7.18 5.64 0.0 100.0 76.92 76.92 11.03 10.77 41.54 93.08 8.72 9.23
19 STREAM_threads 7.69 7.69 100.0 100.0 100.0 56.15 83.85 83.33 41.03 100.0 100.0 7.44
20 X264_ducks 8.21 78.46 29.74 100.0 76.92 76.92 12.56 12.56 58.46 72.31 9.74 23.59
21 X264_native 7.95 78.21 73.85 100.0 76.92 76.92 21.28 21.28 44.62 74.62 22.56 24.62
22 AVERAGE 7.01 58.21 63.35 100.0 58.29 73.61 42.56 50.35 44.63 41.75 23.8 10.0
