0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 BACKPROP 0.0 7.76 87.35 100.0 0.0 0.0 78.78 79.39 43.27 0.0 5.71 5.1
2 BFS 0.0 8.98 2.86 100.0 0.0 100.0 84.29 84.29 44.08 0.2 2.24 5.71
3 BLACKSCHOLES_10M 0.0 83.06 81.63 100.0 81.63 81.63 84.69 84.9 64.08 81.63 82.04 14.49
4 BODYTRACK 0.0 83.47 81.63 100.0 81.43 81.84 84.29 84.49 45.51 81.63 42.65 42.24
5 FACESIM 0.0 82.45 81.63 100.0 80.61 81.63 81.63 81.63 47.96 81.63 81.22 4.69
6 FERRET 0.0 82.65 51.43 100.0 81.63 81.63 81.43 81.43 50.41 81.63 83.06 44.29
7 HEARTWALL 0.0 83.47 81.63 100.0 81.63 81.63 80.0 80.0 47.96 81.63 70.82 5.1
8 HOTSPOT 0.0 83.06 0.61 100.0 0.0 97.55 83.88 83.88 46.12 0.0 2.86 5.31
9 JACOBI 0.0 83.06 100.0 100.0 81.63 81.63 59.39 60.82 49.59 27.76 4.49 5.1
10 KMEANS 0.0 83.06 52.65 100.0 81.63 81.63 83.47 83.47 57.96 81.63 81.63 81.02
11 KMEANSNF 0.0 83.06 81.63 100.0 81.63 81.63 85.71 85.31 44.08 84.08 83.06 42.24
12 LAVAMD 0.0 8.57 100.0 100.0 75.51 91.43 80.61 80.61 43.88 84.49 75.71 4.08
13 LEUKOCYTE 0.0 7.14 81.63 100.0 81.63 81.63 47.35 47.76 43.06 11.63 71.63 6.53
14 LUD 0.0 83.47 100.0 100.0 100.0 100.0 44.29 100.0 50.41 100.0 100.0 42.65
15 NW 0.0 82.45 0.0 100.0 52.04 81.63 83.06 83.06 42.86 0.0 40.82 3.67
16 SHA 0.0 82.86 81.63 100.0 81.43 87.76 87.35 87.14 45.51 81.63 46.94 45.92
17 SRAD 0.0 82.24 81.63 100.0 81.63 78.57 41.63 82.04 55.71 81.63 72.86 43.27
18 STREAM 0.0 83.06 36.94 100.0 81.63 81.63 44.69 45.92 39.39 99.59 6.33 7.55
19 STREAM_threads 0.0 11.63 100.0 100.0 100.0 81.63 86.53 86.73 44.9 100.0 100.0 4.9
20 X264_ducks 0.0 83.67 66.53 100.0 81.63 81.63 44.08 44.08 68.16 81.63 83.27 8.37
21 X264_native 0.0 83.47 51.22 100.0 81.63 81.63 77.14 77.35 51.84 81.63 82.65 80.82
22 AVERAGE 0.0 65.36 66.79 100.0 69.95 80.87 72.59 77.35 48.89 63.05 58.1 23.96
