0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 BACKPROP 0.0 4.93 14.5 33.71 24.29 9.37 35.4 35.64 10.13 8.6 11.26 10.37
2 BFS 0.0 1.71 3.23 15.03 8.25 3.41 37.66 37.66 11.21 2.15 6.07 6.05
3 BLACKSCHOLES_10M 0.0 1.03 66.19 63.48 0.8 0.8 71.17 71.18 37.21 70.94 19.04 18.58
4 BODYTRACK 0.0 13.56 4.12 1.92 42.16 5.61 23.29 23.37 11.1 3.48 5.5 6.01
5 FACESIM 0.0 7.67 11.86 11.84 19.02 17.24 26.88 27.09 18.32 26.2 7.19 7.69
6 FERRET 0.0 6.88 16.56 0.0 44.76 6.61 18.89 18.89 10.5 18.44 3.52 4.29
7 HEARTWALL 0.0 31.77 35.61 25.93 60.64 31.68 41.68 41.7 20.71 41.31 7.51 16.35
8 HOTSPOT 0.0 3.89 2.57 15.96 8.02 3.45 33.15 33.13 7.44 2.96 5.4 5.73
9 JACOBI 0.0 17.77 30.53 29.54 18.04 18.12 21.13 26.01 14.99 50.15 12.86 14.2
10 KMEANS 0.0 0.0 10.8 0.0 46.46 0.0 17.46 17.46 13.68 16.66 3.88 4.09
11 KMEANSNF 0.0 27.26 29.74 44.61 70.23 26.6 31.42 31.52 13.95 31.99 12.75 9.99
12 LAVAMD 0.0 0.16 68.11 76.66 21.91 21.87 58.54 83.28 41.82 82.76 38.39 38.88
13 LEUKOCYTE 0.0 18.05 17.44 37.38 17.43 17.44 48.73 50.12 13.56 47.13 12.24 12.97
14 LUD 0.0 11.26 0.0 6.89 9.08 9.08 22.35 93.93 10.05 5.01 31.9 31.54
15 NW 0.0 17.72 0.0 17.58 16.48 17.58 35.61 35.49 12.8 0.75 7.07 7.38
16 SHA 0.0 15.32 4.28 4.9 42.53 8.15 28.79 28.8 12.08 2.63 5.93 6.09
17 SRAD 0.0 10.1 24.79 14.55 11.07 11.08 18.09 18.31 13.63 15.63 8.29 13.17
18 STREAM 0.0 0.0 0.0 27.26 18.43 6.49 26.21 34.06 15.37 0.54 13.33 14.48
19 STREAM_threads 0.0 0.74 32.71 41.75 100.0 0.0 33.03 38.73 17.02 13.26 100.0 17.77
20 X264_ducks 0.0 4.68 14.63 0.41 45.16 9.77 18.2 18.2 10.25 18.29 3.5 5.23
21 X264_native 0.0 8.47 13.2 0.0 46.16 8.16 18.83 18.84 10.34 18.45 2.9 4.59
22 AVERAGE 0.0 9.67 19.09 22.35 31.95 11.07 31.74 37.31 15.53 22.73 15.17 12.16
