0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 BACKPROP 3.08 5.9 3.08 100.0 0.0 0.0 1.54 3.08 40.0 7.69 8.21 7.69
2 BFS 3.08 2.82 13.85 100.0 0.0 18.21 3.08 3.08 38.72 0.0 8.46 8.72
3 BLACKSCHOLES_10M 3.33 2.82 76.92 100.0 0.0 0.0 3.85 3.85 39.23 2.31 3.85 4.1
4 BODYTRACK 1.54 77.18 0.0 100.0 15.38 95.9 2.31 1.79 37.44 0.0 3.08 2.31
5 FACESIM 2.82 77.95 76.92 100.0 0.0 73.59 2.56 4.1 42.31 1.79 5.13 2.82
6 FERRET 3.08 77.18 37.95 100.0 14.36 76.92 2.56 3.08 40.26 1.79 4.36 1.28
7 HEARTWALL 2.82 77.44 76.92 100.0 11.54 76.92 3.33 3.59 40.26 2.05 4.36 2.31
8 HOTSPOT 2.56 3.33 2.31 100.0 0.0 99.74 3.33 3.08 41.54 0.0 6.41 5.64
9 JACOBI 4.62 14.62 100.0 100.0 18.46 21.54 23.33 34.36 40.51 45.9 7.95 5.38
10 KMEANS 1.28 77.18 74.87 100.0 12.31 76.92 0.77 0.77 40.51 1.79 2.82 3.08
11 KMEANSNF 3.85 38.72 20.26 100.0 16.15 47.44 17.95 17.44 38.97 11.54 4.62 3.08
12 LAVAMD 2.05 3.33 76.92 100.0 0.0 0.0 28.72 3.59 36.67 3.08 7.18 7.18
13 LEUKOCYTE 3.85 68.46 74.36 100.0 74.36 74.36 7.44 2.56 38.46 18.46 7.69 4.62
14 LUD 3.33 78.21 100.0 100.0 0.0 0.0 4.36 100.0 38.97 5.13 48.21 48.97
15 NW 3.33 77.18 0.26 100.0 0.0 76.92 3.33 3.08 42.56 0.0 5.9 2.82
16 SHA 3.85 77.69 0.0 100.0 15.9 100.0 6.41 6.67 40.0 0.0 4.62 3.08
17 SRAD 2.82 63.59 100.0 100.0 0.0 0.0 12.56 12.56 40.51 30.26 4.62 5.64
18 STREAM 1.28 2.31 0.0 100.0 22.05 0.0 22.82 34.87 38.46 0.51 13.08 11.79
19 STREAM_threads 2.82 2.56 100.0 100.0 100.0 0.0 38.46 36.15 41.03 100.0 100.0 10.77
20 X264_ducks 4.36 77.69 62.56 100.0 15.64 76.92 5.13 5.64 40.0 2.05 3.59 2.56
21 X264_native 3.33 77.69 76.15 100.0 13.08 76.92 3.33 3.33 36.67 1.79 4.1 0.77
22 AVERAGE 3.0 46.85 51.11 100.0 15.68 47.25 9.39 13.65 39.67 11.25 12.3 6.89
