0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 BACKPROP 0.0 5.17 14.85 34.91 24.63 9.8 37.21 37.32 12.09 8.71 9.96 8.38
2 BFS 0.0 1.68 3.31 16.18 8.19 3.31 38.81 38.81 8.92 2.14 9.59 4.62
3 BLACKSCHOLES_10M 0.0 0.85 66.69 64.02 0.79 0.79 71.73 71.74 37.95 71.45 12.62 15.3
4 BODYTRACK 0.0 14.31 3.66 2.86 42.73 6.51 24.41 24.43 10.63 3.0 17.3 4.28
5 FACESIM 0.0 8.51 12.47 12.45 18.52 17.86 27.85 28.01 15.74 27.38 15.93 7.06
6 FERRET 0.0 7.1 16.82 0.0 45.0 6.93 19.65 19.66 11.38 19.15 14.79 3.34
7 HEARTWALL 0.0 33.29 36.95 27.5 61.5 33.13 43.06 43.08 16.94 42.86 36.19 23.01
8 HOTSPOT 0.0 3.7 2.33 16.98 7.83 3.22 34.26 34.26 6.85 2.78 6.46 4.6
9 JACOBI 0.0 18.61 31.55 30.59 19.12 19.13 21.65 26.73 12.71 51.32 16.0 15.57
10 KMEANS 0.0 0.0 11.14 0.0 46.73 0.0 18.38 18.39 13.9 17.41 20.16 3.54
11 KMEANSNF 0.0 27.54 30.13 44.95 70.42 27.01 31.44 31.53 11.03 31.91 22.21 14.02
12 LAVAMD 0.0 0.32 68.54 76.98 22.01 22.03 69.32 83.67 37.79 83.38 40.78 42.13
13 LEUKOCYTE 0.0 18.93 18.4 38.12 18.35 18.35 50.13 51.13 11.09 48.41 15.1 13.99
14 LUD 0.0 11.75 0.0 7.48 8.33 8.33 23.16 93.96 8.6 4.11 5.03 8.1
15 NW 0.0 18.83 0.02 18.8 16.56 18.8 36.9 36.82 11.29 0.66 10.87 6.5
16 SHA 0.0 16.52 4.17 6.18 43.31 9.38 29.9 29.92 7.78 2.57 10.96 4.51
17 SRAD 0.0 10.65 24.23 15.13 10.48 10.49 18.32 18.51 11.28 15.15 8.84 11.82
18 STREAM 0.0 0.01 0.0 28.3 19.53 6.55 26.28 34.1 12.24 0.54 12.78 11.99
19 STREAM_threads 0.0 0.8 33.57 42.54 100.0 0.0 33.67 39.58 12.97 13.27 100.0 15.54
20 X264_ducks 0.0 5.14 14.98 0.88 45.43 10.16 18.89 18.89 10.06 19.05 10.25 3.96
21 X264_native 0.0 8.53 13.36 0.0 46.32 8.36 19.39 19.4 11.27 18.97 14.06 3.64
22 AVERAGE 0.0 10.11 19.39 23.09 32.18 11.44 33.07 38.09 13.93 23.06 19.52 10.76
