0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 BACKPROP 0.0 5.51 100.0 100.0 0.0 0.0 31.02 31.84 42.04 0.2 4.49 4.49
2 BFS 0.0 83.06 0.0 100.0 0.0 99.8 79.8 79.8 41.84 0.0 1.84 6.12
3 BLACKSCHOLES_10M 0.0 83.67 81.63 100.0 78.78 81.84 59.39 59.39 55.71 80.2 79.59 5.1
4 BODYTRACK 0.0 82.65 81.63 100.0 37.76 81.63 70.0 70.0 42.45 6.73 3.27 4.29
5 FACESIM 0.0 82.24 81.63 100.0 37.55 81.63 41.43 41.43 44.69 4.49 4.49 3.88
6 FERRET 0.0 83.06 42.04 100.0 81.63 81.63 36.94 37.14 46.33 78.98 11.02 4.69
7 HEARTWALL 0.0 83.27 81.63 100.0 74.08 81.63 25.92 25.92 41.84 77.96 3.27 2.45
8 HOTSPOT 0.0 83.06 0.2 100.0 0.0 100.0 83.27 83.27 45.1 0.0 2.65 5.31
9 JACOBI 0.0 82.86 100.0 100.0 81.63 81.63 10.61 10.61 44.69 31.63 5.1 3.06
10 KMEANS 0.0 83.47 77.96 100.0 81.63 81.63 75.1 75.1 49.39 80.2 54.9 39.18
11 KMEANSNF 0.0 82.04 77.96 100.0 81.63 45.92 86.33 87.35 41.22 85.92 82.86 4.29
12 LAVAMD 0.0 6.73 100.0 100.0 26.94 81.63 31.22 31.84 41.43 1.43 4.9 3.27
13 LEUKOCYTE 0.0 6.12 81.63 100.0 81.22 81.63 7.76 7.35 42.86 8.16 4.49 4.9
14 LUD 0.0 83.88 100.0 100.0 100.0 100.0 7.76 100.0 44.29 100.0 100.0 3.47
15 NW 0.0 5.1 0.0 100.0 26.73 81.63 65.71 65.71 41.22 0.0 0.0 1.84
16 SHA 0.0 82.45 81.63 100.0 39.59 87.35 82.04 82.04 43.47 7.14 3.47 3.67
17 SRAD 0.0 82.65 81.63 100.0 81.63 54.08 7.14 82.24 51.22 1.84 3.88 4.29
18 STREAM 0.0 7.76 0.0 100.0 81.63 81.63 8.78 9.18 40.82 96.33 5.51 7.76
19 STREAM_threads 0.0 6.53 100.0 100.0 100.0 56.12 87.14 85.51 42.04 100.0 100.0 5.71
20 X264_ducks 0.0 82.24 22.24 100.0 81.63 81.63 10.2 10.2 56.94 77.76 82.86 3.27
21 X264_native 0.0 82.86 76.94 100.0 81.63 81.63 24.9 24.9 46.94 78.16 83.06 4.49
22 AVERAGE 0.0 61.01 65.18 100.0 59.8 76.41 44.4 52.42 45.07 43.67 30.55 5.98
