0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 BACKPROP 0.0 59.18 0.0 14.64 12.88 7.45 3.57 3.75 11.11 0.0 7.88 3.22
2 BFS 0.0 47.84 3.73 0.0 37.46 0.0 0.0 0.95 11.41 3.56 4.49 1.15
3 BLACKSCHOLES_10M 0.0 63.64 42.06 34.47 63.62 38.8 70.91 40.09 22.48 38.75 1.13 2.31
4 BODYTRACK 0.0 45.17 12.48 0.0 45.17 0.0 52.33 1.72 9.4 5.85 2.36 1.47
5 FACESIM 0.0 59.36 14.18 9.22 59.36 14.17 14.23 7.59 13.13 0.0 2.72 3.04
6 FERRET 0.0 38.73 23.38 0.0 38.73 3.0 51.11 3.64 7.23 0.0 2.48 1.52
7 HEARTWALL 0.0 42.05 11.7 0.0 42.05 6.66 55.5 6.67 4.74 3.79 0.73 1.72
8 HOTSPOT 0.0 41.72 1.5 0.0 32.01 0.0 1.53 0.46 11.43 0.0 1.74 1.47
9 JACOBI 0.0 73.9 15.95 35.25 0.4 0.38 25.82 24.53 10.52 33.27 7.18 8.25
10 KMEANS 0.0 43.56 22.71 0.0 43.56 0.0 53.31 1.59 12.22 0.0 0.96 1.1
11 KMEANSNF 0.0 63.13 55.66 5.85 63.13 13.5 69.7 6.84 4.24 42.26 7.5 6.47
12 LAVAMD 0.0 87.97 73.12 75.43 87.97 75.38 66.27 75.76 59.11 77.34 48.27 19.39
13 LEUKOCYTE 0.0 64.88 23.49 37.91 64.85 37.96 14.06 25.94 21.13 34.28 3.85 6.42
14 LUD 0.0 91.02 91.02 0.0 91.02 91.02 76.15 4.12 7.91 4.38 2.73 2.81
15 NW 0.0 56.29 2.0 0.0 56.29 0.0 3.22 0.16 15.36 1.32 3.94 2.04
16 SHA 0.0 41.14 8.11 0.0 41.18 0.0 48.61 2.27 12.05 5.11 1.42 1.17
17 SRAD 0.0 68.72 0.19 10.35 68.72 18.01 83.92 17.13 14.02 14.56 2.96 5.76
18 STREAM 0.0 63.16 0.0 25.17 0.0 0.0 38.81 13.37 11.32 19.58 7.36 7.6
19 STREAM_threads 0.0 80.82 17.0 47.07 97.16 11.18 39.79 34.3 14.25 14.88 98.47 10.26
20 X264_ducks 0.0 37.57 28.68 0.0 37.57 5.67 57.22 4.37 7.24 0.08 2.36 2.13
21 X264_native 0.0 38.57 17.43 0.0 38.57 3.81 52.83 3.63 10.46 0.34 2.57 1.8
22 AVERAGE 0.0 57.54 22.11 14.06 48.65 15.57 41.85 13.28 13.85 14.25 10.15 4.34
