0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 BACKPROP 0.0 4.29 98.57 100.0 0.0 0.0 4.29 3.27 41.02 47.96 7.76 4.9
2 BFS 0.0 4.29 2.04 100.0 0.0 3.27 7.14 7.14 40.82 0.0 6.33 5.71
3 BLACKSCHOLES_10M 0.0 3.67 81.63 100.0 15.31 81.63 7.76 8.16 44.49 1.63 1.43 0.82
4 BODYTRACK 0.0 82.04 0.0 100.0 14.49 95.71 5.51 5.51 36.53 0.0 1.63 2.45
5 FACESIM 0.0 82.45 81.63 100.0 14.49 81.02 5.71 6.94 38.37 1.84 2.24 2.04
6 FERRET 0.0 82.65 64.69 100.0 14.49 81.63 3.47 3.47 41.22 1.63 3.06 1.43
7 HEARTWALL 0.0 82.65 81.63 100.0 12.45 81.63 6.94 6.94 38.16 1.63 2.86 2.65
8 HOTSPOT 0.0 3.88 0.2 100.0 0.0 97.55 4.9 5.1 40.41 0.0 4.49 5.1
9 JACOBI 0.0 80.61 100.0 100.0 28.16 27.96 13.47 27.76 41.63 33.06 5.71 4.08
10 KMEANS 0.0 82.65 44.29 100.0 14.69 81.63 6.53 6.94 39.59 1.84 2.24 1.22
11 KMEANSNF 0.0 82.24 16.33 100.0 46.12 48.57 14.49 15.1 40.61 8.37 4.29 4.08
12 LAVAMD 0.0 2.86 100.0 100.0 0.0 0.0 4.49 4.9 41.22 2.04 4.49 3.47
13 LEUKOCYTE 0.0 82.24 81.63 100.0 81.63 81.63 10.61 8.78 39.18 33.88 6.33 4.29
14 LUD 0.0 82.45 89.18 100.0 100.0 16.94 4.49 100.0 40.61 99.39 3.67 3.47
15 NW 0.0 82.65 1.22 100.0 0.0 0.0 4.69 4.69 41.02 0.0 3.27 2.04
16 SHA 0.0 82.86 0.2 100.0 13.06 100.0 8.78 8.78 43.06 0.0 3.06 2.86
17 SRAD 0.0 82.65 100.0 100.0 0.0 0.0 8.57 8.78 39.59 2.04 3.06 3.88
18 STREAM 0.0 2.65 0.0 100.0 31.63 0.0 7.35 23.47 41.84 0.41 9.8 11.84
19 STREAM_threads 0.0 1.84 100.0 100.0 100.0 0.0 30.41 29.18 40.2 100.0 100.0 7.55
20 X264_ducks 0.0 82.24 20.61 100.0 17.35 81.63 4.9 5.1 42.24 1.43 2.45 1.84
21 X264_native 0.0 81.84 81.43 100.0 15.1 81.63 3.67 4.29 38.98 1.43 3.27 1.63
22 AVERAGE 0.0 55.99 54.54 100.0 24.71 49.64 8.01 14.01 40.52 16.12 8.64 3.68
