0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 BACKPROP 6.15 3.85 100.0 100.0 0.0 0.0 8.21 5.13 41.03 2.56 6.67 4.87
2 BFS 6.41 78.21 0.0 100.0 0.0 13.08 24.1 24.1 41.79 0.0 7.44 7.44
3 BLACKSCHOLES_10M 6.67 3.08 76.92 100.0 33.85 76.92 11.03 11.03 45.38 1.79 2.56 2.82
4 BODYTRACK 7.44 79.49 76.92 100.0 22.56 76.92 14.62 14.62 44.36 3.85 4.1 3.59
5 FACESIM 4.1 77.44 76.92 100.0 23.59 76.92 3.08 2.82 44.1 2.05 3.08 1.79
6 FERRET 2.82 77.18 71.28 100.0 42.82 76.92 3.59 3.85 42.82 2.05 2.31 6.92
7 HEARTWALL 6.15 77.69 76.92 100.0 31.79 76.92 8.46 8.46 43.85 2.05 3.85 2.56
8 HOTSPOT 4.1 6.67 0.0 100.0 25.13 100.0 48.46 48.46 38.97 0.0 6.41 7.18
9 JACOBI 5.38 78.72 100.0 100.0 76.41 76.41 13.08 17.69 38.46 30.51 6.15 2.82
10 KMEANS 3.59 77.95 63.85 100.0 49.23 76.92 9.74 9.49 44.1 2.05 2.31 19.74
11 KMEANSNF 7.69 78.97 76.92 100.0 76.92 49.23 18.46 68.21 44.1 83.08 5.38 3.85
12 LAVAMD 5.13 6.15 99.74 100.0 0.0 77.69 5.38 5.38 42.05 12.82 5.38 5.9
13 LEUKOCYTE 5.13 77.95 76.92 100.0 76.92 76.92 3.85 3.85 40.51 2.82 6.41 4.1
14 LUD 4.36 78.21 100.0 100.0 100.0 24.36 6.92 100.0 41.79 100.0 97.69 30.26
15 NW 8.97 77.44 0.26 100.0 0.0 0.0 5.38 5.38 41.03 0.0 3.08 3.59
16 SHA 7.69 77.44 0.0 100.0 23.59 80.77 25.13 25.38 39.49 1.03 4.36 4.1
17 SRAD 4.62 78.72 15.64 100.0 0.0 0.0 4.36 4.87 42.05 2.05 3.85 4.62
18 STREAM 4.87 6.67 0.0 100.0 76.67 0.0 10.0 8.46 42.56 0.51 9.49 10.26
19 STREAM_threads 4.36 4.36 100.0 100.0 100.0 0.0 14.36 22.05 43.08 100.0 100.0 7.44
20 X264_ducks 5.64 78.72 31.54 100.0 58.72 76.92 9.49 9.49 49.74 1.79 5.13 3.33
21 X264_native 5.38 77.95 62.56 100.0 43.59 76.92 7.69 7.44 42.56 1.79 4.1 16.15
22 AVERAGE 5.56 57.28 57.45 100.0 41.04 53.04 12.16 19.34 42.56 16.8 13.8 7.3
