0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 BACKPROP 0.0 44.63 0.0 13.78 29.65 0.0 22.32 0.0 18.42 11.85 17.1 0.0
2 BFS 0.0 34.52 0.0 2.9 21.6 2.93 0.94 2.06 10.79 0.36 4.99 2.77
3 BLACKSCHOLES_10M 0.0 29.02 29.02 5.71 29.02 29.02 44.4 2.18 6.62 3.12 0.0 0.0
4 BODYTRACK 0.0 31.39 21.63 0.0 31.39 31.39 40.67 0.0 4.92 0.0 4.06 0.0
5 FACESIM 0.0 49.66 38.47 22.14 49.66 22.07 54.13 0.0 17.21 2.13 0.0 0.0
6 FERRET 0.0 25.16 25.16 6.23 24.99 24.99 41.2 0.0 2.63 0.0 0.0 0.0
7 HEARTWALL 0.0 27.71 27.71 8.34 27.79 27.71 45.03 0.0 2.57 0.0 0.54 0.2
8 HOTSPOT 0.0 26.03 0.0 0.0 13.45 0.0 9.95 0.0 6.4 2.66 2.73 1.01
9 JACOBI 0.0 72.59 32.11 54.05 72.59 48.28 67.25 36.39 13.81 68.79 7.63 6.35
10 KMEANS 0.0 27.22 27.22 0.24 27.22 27.22 40.15 0.0 8.48 0.0 1.42 0.0
11 KMEANSNF 0.0 58.35 58.4 43.76 58.4 58.4 66.69 2.58 4.91 54.36 4.94 5.13
12 LAVAMD 0.0 39.55 0.0 18.75 39.55 10.93 35.5 5.76 3.64 14.45 7.88 0.0
13 LEUKOCYTE 0.0 56.82 56.57 48.66 56.82 48.58 61.81 28.91 24.6 49.34 30.08 0.0
14 LUD 0.0 89.46 89.46 16.25 89.46 89.46 72.03 0.0 6.23 0.0 5.09 0.73
15 NW 0.0 38.74 16.89 2.43 38.71 2.36 28.62 0.0 13.52 7.55 1.26 0.0
16 SHA 0.0 27.7 27.7 0.0 27.75 27.75 38.65 0.0 3.48 0.05 0.0 0.0
17 SRAD 0.0 63.05 0.0 18.96 63.02 63.05 81.37 4.81 8.27 0.0 1.93 2.1
18 STREAM 0.0 59.83 0.0 38.56 12.04 12.05 5.48 10.42 15.51 14.87 8.77 3.24
19 STREAM_threads 0.0 79.84 12.79 66.22 97.23 5.71 68.06 37.54 16.86 10.53 98.51 10.81
20 X264_ducks 0.0 27.7 27.7 17.48 27.7 27.7 51.52 0.0 5.76 0.0 0.27 0.0
21 X264_native 0.0 25.66 25.66 9.37 25.66 25.66 43.81 0.0 7.87 0.0 1.82 0.0
22 AVERAGE 0.0 44.51 24.6 18.76 41.13 27.87 43.79 6.22 9.64 11.43 9.48 1.54
