0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 BACKPROP 0.0 0.0 59.66 13.1 0.34 1.72 26.9 18.62 44.14 6.21 6.55 4.48
2 BFS 0.0 0.0 8.97 20.69 0.34 8.62 12.76 13.1 45.17 0.69 5.86 4.48
3 BLACKSCHOLES_10M 0.0 0.0 5.17 16.55 5.17 5.17 100.0 10.0 52.07 7.93 7.24 6.55
4 BODYTRACK 0.0 0.0 0.0 12.76 0.69 0.69 100.0 11.03 45.17 0.0 4.83 3.45
5 FACESIM 0.0 0.0 0.0 13.79 0.0 0.69 100.0 11.03 46.55 10.34 5.17 4.83
6 FERRET 0.0 0.0 21.03 13.79 14.83 14.83 100.0 9.66 43.1 0.34 6.55 4.14
7 HEARTWALL 0.0 0.0 0.69 10.69 1.03 0.69 100.0 9.66 51.38 1.03 7.93 5.86
8 HOTSPOT 0.0 0.0 30.34 49.31 2.07 45.86 27.24 13.79 47.59 0.34 5.52 3.45
9 JACOBI 0.0 0.0 15.52 14.14 0.34 0.34 100.0 15.52 45.17 1.03 4.48 3.1
10 KMEANS 0.0 0.0 21.38 12.07 21.38 21.38 100.0 10.0 52.41 0.0 5.86 5.52
11 KMEANSNF 0.0 0.0 99.31 63.45 99.31 99.31 100.0 4.83 45.17 89.31 6.21 5.52
12 LAVAMD 0.0 0.0 100.0 11.72 0.0 6.21 100.0 14.83 45.52 47.93 5.17 4.83
13 LEUKOCYTE 0.0 0.0 0.34 12.41 8.28 0.34 99.66 13.1 40.69 0.0 5.86 3.79
14 LUD 0.0 0.0 100.0 14.14 100.0 100.0 100.0 5.52 47.59 100.0 3.45 3.79
15 NW 0.0 0.0 0.34 13.45 0.34 0.34 100.0 15.52 44.83 0.0 3.79 3.1
16 SHA 0.0 0.0 1.03 19.31 0.69 0.69 100.0 11.03 47.24 0.0 6.21 5.52
17 SRAD 0.0 0.0 6.55 16.9 80.69 80.34 100.0 5.17 47.59 3.45 6.55 6.55
18 STREAM 0.0 0.0 100.0 13.1 0.34 0.34 15.52 17.24 42.07 100.0 5.17 4.48
19 STREAM_threads 0.0 0.0 100.0 96.9 100.0 0.34 39.31 19.66 46.55 100.0 100.0 7.24
20 X264_ducks 0.0 0.0 36.9 16.21 36.9 36.9 100.0 10.0 51.03 1.03 8.97 6.9
21 X264_native 0.0 0.0 11.72 12.76 11.72 11.72 100.0 9.66 53.45 0.34 4.83 3.45
22 AVERAGE 0.0 0.0 34.24 22.25 23.07 20.79 81.97 11.86 46.88 22.38 10.3 4.81
