0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 BACKPROP 0.0 2.75 4.58 27.12 14.94 8.04 47.64 47.79 10.51 0.07 10.31 4.99
2 BFS 0.0 23.54 4.24 15.74 4.07 0.0 39.15 39.15 6.32 1.75 5.56 4.86
3 BLACKSCHOLES_10M 0.0 0.0 60.72 55.74 76.65 59.89 67.9 67.9 54.67 69.11 66.95 54.78
4 BODYTRACK 0.0 8.37 12.89 0.0 42.88 5.98 24.96 24.96 10.27 29.69 31.53 3.01
5 FACESIM 0.0 0.0 9.84 1.65 50.79 9.84 29.15 29.25 13.06 34.77 36.68 5.24
6 FERRET 0.0 0.38 9.34 0.0 39.12 0.12 19.52 19.63 7.3 20.3 21.44 2.31
7 HEARTWALL 0.0 6.28 10.28 0.0 44.27 6.07 24.99 24.99 2.44 25.22 27.47 6.25
8 HOTSPOT 0.0 1.02 1.06 16.72 46.06 16.72 33.84 33.84 10.84 0.13 6.67 3.38
9 JACOBI 0.0 17.74 31.43 40.95 18.62 18.62 27.56 29.18 18.13 53.33 14.56 14.4
10 KMEANS 0.0 0.0 8.54 0.0 39.45 0.0 14.23 14.23 9.13 18.49 19.92 2.25
11 KMEANSNF 0.0 8.12 48.1 7.88 65.56 16.37 48.45 42.77 6.97 22.78 61.92 6.56
12 LAVAMD 0.0 0.48 76.48 80.87 18.41 80.87 87.06 87.06 56.89 87.36 47.44 36.22
13 LEUKOCYTE 0.0 16.51 16.45 48.55 16.45 48.55 60.53 60.95 15.2 53.32 14.16 14.12
14 LUD 0.0 7.87 91.81 2.88 91.81 35.17 25.48 93.06 8.68 0.0 0.0 24.5
15 NW 0.0 23.39 0.0 18.01 4.82 4.82 45.1 45.11 13.59 0.98 7.25 7.23
16 SHA 0.0 12.98 6.5 2.56 43.8 11.08 28.55 28.55 10.97 35.96 34.96 3.65
17 SRAD 0.0 4.68 6.11 8.96 4.81 4.81 25.44 41.78 11.48 26.49 4.85 8.58
18 STREAM 0.0 0.03 0.25 36.38 20.12 11.14 32.87 34.56 11.64 0.55 10.8 9.6
19 STREAM_threads 0.0 0.68 34.81 53.25 100.0 0.41 35.34 72.68 14.92 14.75 100.0 14.42
20 X264_ducks 0.0 1.78 15.28 0.0 40.16 6.84 21.17 21.18 11.04 19.9 27.23 2.69
21 X264_native 0.0 0.0 10.62 0.0 39.34 2.24 20.43 20.44 5.7 20.65 23.95 2.66
22 AVERAGE 0.0 6.5 21.87 19.87 39.15 16.55 36.16 41.86 14.75 25.5 27.32 11.03
